corresponding distances - centerpoint to centerpoint of cell- no unit
8.37615
13.767886
14.091132
13.567026
12.801124
12.145439
11.789249
11.778317
12.012138
12.262343
12.262343
12.012138
11.778317
11.789249
12.145462
12.801198
13.567164
14.091419
13.768353
8.377371
8.439731
13.874814
14.203896
13.678152
12.907508
12.248574
11.895074
11.893386
12.140116
12.400265
12.400265
12.140116
11.893386
11.895074
12.248574
12.907521
13.67819
14.203944
13.874914
8.439977
8.419106
13.84023
14.167419
13.642181
12.872897
12.215116
11.860679
11.855905
12.098347
12.355194
12.355194
12.098347
11.855905
11.860679
12.215116
12.872897
13.642184
14.167429
13.840241
8.419143
8.461163
13.910647
14.241697
13.715693
12.943233
12.28358
11.930881
11.93249
12.18378
12.447437
12.447437
12.18378
11.93249
11.930881
12.28358
12.943233
13.715693
14.241697
13.910648
8.461166
8.380506
13.775242
14.098888
13.574662
12.808411
12.152505
11.796481
11.786157
12.020833
12.271697
12.271697
12.020833
11.786157
11.796481
12.152505
12.808411
13.574662
14.098888
13.775242
8.380506
8.378817
13.77239
14.095881
13.571701
12.805586
12.149765
11.793676
11.783116
12.01746
12.268068
12.268068
12.01746
11.783116
11.793676
12.149765
12.805586
13.571701
14.095881
13.77239
8.378817
8.413116
13.830168
14.156807
13.631721
12.8629
12.2054
11.850703
11.845048
12.086263
12.342165
12.342165
12.086263
11.845048
11.850703
12.2054
12.8629
13.631721
14.156807
13.830168
8.413116
8.359841
13.740305
14.062053
13.538405
12.773825
12.118984
11.762198
11.749022
11.97968
12.227443
12.227443
11.97968
11.749022
11.762198
12.118984
12.773825
13.538405
14.062053
13.740305
8.359841
8.413116
13.830168
14.156807
13.631721
12.8629
12.2054
11.850703
11.845048
12.086263
12.342165
12.342165
12.086263
11.845048
11.850703
12.2054
12.8629
13.631721
14.156807
13.830168
8.413116
8.378817
13.77239
14.095881
13.571701
12.805586
12.149765
11.793676
11.783116
12.01746
12.268068
12.268068
12.01746
11.783116
11.793676
12.149765
12.805586
13.571701
14.095881
13.77239
8.378817
8.380506
13.775242
14.098888
13.574662
12.808411
12.152505
11.796481
11.786157
12.020833
12.271697
12.271697
12.020833
11.786157
11.796481
12.152505
12.808411
13.574662
14.098888
13.775242
8.380506
8.461166
13.910648
14.241697
13.715693
12.943233
12.28358
11.930881
11.93249
12.18378
12.447437
12.447437
12.18378
11.93249
11.930881
12.28358
12.943233
13.715693
14.241697
13.910647
8.461163
8.419143
13.840241
14.167429
13.642184
12.872897
12.215116
11.860679
11.855905
12.098347
12.355194
12.355194
12.098347
11.855905
11.860679
12.215116
12.872897
13.642181
14.167419
13.84023
8.419106
8.439977
13.874914
14.203944
13.67819
12.907521
12.248574
11.895074
11.893386
12.140116
12.400265
12.400265
12.140116
11.893386
11.895074
12.248574
12.907508
13.678152
14.203896
13.874814
8.439731
8.377371
13.768353
14.091419
13.567164
12.801198
12.145462
11.789249
11.778317
12.012138
12.262343
12.262343
12.012138
11.778317
11.789249
12.145439
12.801124
13.567026
14.091132
13.767886
8.37615
8.490706
13.950838
14.283145
13.756148
12.981633
12.320763
11.969129
11.974354
12.230622
12.498107
12.498107
12.230622
11.974354
11.969129
12.320674
12.981266
13.755391
14.281877
13.94873
8.484009
8.385695
13.744165
14.061937
13.53656
12.771116
12.115792
11.758759
11.745302
11.975561
12.223018
12.223018
11.975561
11.745302
11.758759
12.115619
12.77035
13.53476
14.05835
13.736792
8.357766
8.633771
13.982245
14.296366
13.762407
12.98431
12.32156
11.969243
11.974354
12.230622
12.498107
12.498107
12.230622
11.974354
11.969129
12.320674
12.981266
13.755391
14.281877
13.94873
8.484009
9.069276
13.897177
14.138165
13.586342
12.807864
12.146942
11.78943
11.778317
12.012138
12.262343
12.262343
12.012138
11.778317
11.789249
12.145439
12.801124
13.567026
14.091132
13.767886
8.37615
10.770602
13.894817
14.225165
13.67976
12.907709
12.247646
11.894457
11.893284
12.140111
12.400265
12.400265
12.140116
11.893386
11.895074
12.248574
12.907508
13.678152
14.203896
13.874814
8.439731
11.164392
12.555119
13.381194
13.365259
12.769406
12.18493
11.854016
11.855021
12.098297
12.355195
12.355194
12.098347
11.855905
11.860679
12.215116
12.872897
13.642181
14.167419
13.84023
8.419106
11.39232
12.020236
12.474454
12.722673
12.554225
12.161044
11.904461
11.929075
12.18357
12.447437
12.447437
12.18378
11.93249
11.930881
12.28358
12.943233
13.715693
14.241697
13.910647
8.461163
11.280909
11.934006
12.013709
11.933416
11.758644
11.768557
11.711113
11.775239
12.020164
12.271697
12.271697
12.020833
11.786157
11.796481
12.152505
12.808411
13.574662
14.098888
13.775242
8.380506
11.306236
11.986006
12.231841
12.239637
11.163822
11.022063
11.535816
11.749807
12.0155
12.268079
12.268068
12.01746
11.783116
11.793676
12.149765
12.805586
13.571701
14.095881
13.77239
8.378817
11.376885
12.108593
12.377532
12.356498
11.88058
10.842451
10.933911
11.742083
12.079807
12.342174
12.342165
12.086263
11.845048
11.850703
12.2054
12.8629
13.631721
14.156807
13.830168
8.413116
11.25103
12.027473
12.30564
12.275289
11.98542
11.293854
10.63424
11.234277
11.949132
12.226857
12.227443
11.97968
11.749022
11.762198
12.118984
12.773825
13.538405
14.062053
13.740305
8.359841
11.271907
12.143794
12.452792
12.432357
12.143551
11.780829
10.846808
10.808378
11.80749
12.338349
12.342165
12.086263
11.845048
11.850703
12.2054
12.8629
13.631721
14.156807
13.830168
8.413116
11.095831
12.075915
12.425959
12.446009
12.151122
11.884997
11.687106
11.146579
11.493563
12.106511
12.268068
