timestep;mesh  1  face  centerpoint;mesh  1  color  code;mesh  1  normal;Mesh  1  face  centerpoint  to  Mesh  1  face  n+1  centerpoint  distance;Mesh  1  face  centerpoint  vector  to  Mesh  1  face  n+1  centerpoint  vector  angle
157;(335.5,  162.5,  25);(110,197,13);(0,  1,  0.06);2.24;0.02
157;(402.25,  149.5,  25);(107,196,13);(-0.01,  -1,  0);59.5;2.56
157;(343.75,  150.75,  25);(126,203,16);(-0.33,  0.55,  0.77);58.51;3.32
157;(317,  152.25,  25);(47,63,156);(-0.03,  -1,  0);26.79;1.99
157;(313.75,  155,  25);(45,65,157);(-0.08,  1,  0);4.26;0.63
157;(339,  161,  25);(165,217,23);(-0.24,  -0.97,  0.08);1.03;0.03
157;(338.5,  160.25,  25);(163,216,22);(0.64,  0.76,  0.1);0.9;0.07
157;(339.75,  159.25,  25);(113,198,14);(-0.71,  -0.71,  -0.07);1.6;0.22
157;(340.5,  160,  25);(134,206,17);(-0.45,  0.89,  0.01);1.06;0.06
157;(307,  164.75,  25);(33,92,172);(-0.3,  -0.12,  -0.95);41.42;4.17
157;(434.25,  133.5,  25);(23,179,84);(-0.99,  -0.16,  0);31.02;1.37
157;(433.5,  136,  25);(15,180,114);(-0.89,  -0.45,  0);2.61;0.33
157;(433.75,  137.75,  25);(18,178,91);(-0.71,  0.71,  0);1.77;0.2
157;(434.5,  138.25,  25);(18,178,90);(1,  0,  0);0.9;0.03
157;(424,  156.5,  25);(33,92,172);(0.02,  1,  0);31.5;1.56
157;(446,  156.25,  25);(40,71,161);(-0.02,  -0.99,  -0.1);22.0;0.96
157;(437.5,  157.75,  25);(41,70,160);(-0.28,  0.34,  -0.9);8.63;0.52
157;(226,  136,  25);(26,179,79);(-0.1,  -1,  0);10.49;1.52
157;(216.5,  138.25,  25);(18,178,90);(-0.93,  0.37,  0);9.76;1.52
157;(217.75,  139.75,  25);(18,178,92);(-0.32,  0.95,  0);1.95;0.14
157;(218.75,  138.5,  25);(13,182,131);(0.99,  0.16,  0);1.6;0.35
157;(524.5,  161.25,  25);(4,183,224);(0.93,  0.37,  0.04);1.68;0.12
157;(525.5,  161.5,  25);(32,95,174);(-0.95,  0.32,  -0.04);1.03;0.01
157;(526.25,  161.75,  25);(41,69,160);(0.98,  0.2,  0.03);0.79;0.0
157;(526.5,  160.5,  25);(220,237,32);(0,  0,  0);1.27;0.13
157;(430.25,  156.25,  25);(18,178,91);(0.74,  0.67,  0);6.37;0.71
157;(238.75,  137.25,  25);(3,187,226);(-0.81,  0.58,  0);3.34;0.51
157;(240.75,  140.75,  25);(16,180,106);(-0.92,  0.39,  0);4.03;0.42
157;(241.75,  143.75,  25);(17,179,96);(-0.98,  0.2,  0);3.16;0.43
157;(242.5,  145,  25);(19,178,89);(0,  1,  0);1.46;0.14
157;(433.5,  142,  25);(18,178,91);(0.45,  -0.89,  0);61.75;2.83
157;(447,  145,  25);(48,62,155);(-0.22,  0.91,  0.34);13.83;0.19
157;(461.75,  148.75,  25);(47,63,156);(-0.34,  0.34,  0.88);15.22;0.15
157;(250.5,  132.75,  25);(22,179,84);(0.45,  0.89,  0);5.15;0.96
157;(251.5,  131.25,  25);(19,178,89);(0.83,  -0.55,  0);1.8;0.36
157;(251.25,  129.5,  25);(17,178,95);(0.97,  0.24,  0);1.77;0.29
157;(253.5,  127.5,  25);(17,179,101);(0.45,  0.89,  0);3.01;0.57
157;(362.5,  160.25,  25);(35,84,168);(-0.13,  0.99,  -0.03);49.03;2.48
157;(346.5,  165.25,  25);(107,196,13);(-0.04,  -1,  -0.08);16.76;1.65
157;(265.25,  170.25,  25);(45,65,157);(-0.08,  -1,  -0.04);81.4;7.22
157;(265.75,  168.5,  25);(42,69,159);(0.12,  0.99,  0.05);1.82;0.32
157;(403.25,  134.5,  25);(20,178,87);(0.08,  1,  0.06);31.81;1.74
157;(455.5,  118.25,  25);(46,64,157);(1,  0,  0);1.27;0.15
157;(356,  117,  25);(11,161,212);(0,  -1,  0.02);99.51;3.72
157;(256,  118.5,  25);(17,143,201);(-0.94,  -0.31,  0.12);100.01;6.74
157;(343.25,  119.75,  25);(1,192,229);(0,  1,  0.02);87.26;5.7
157;(434.5,  136.75,  25);(20,178,87);(1,  0,  0);1.5;0.18
157;(335.5,  134,  25);(18,178,91);(0.02,  -1,  0.01);99.04;4.37
157;(236.25,  133.75,  25);(18,178,92);(-0.79,  -0.16,  0.59);99.25;7.83
157;(250,  128.5,  25);(2,190,228);(-0.51,  -0.86,  0);5.27;0.91
157;(246,  131.5,  25);(1,192,229);(-0.71,  -0.71,  0);5.0;0.92
157;(244.25,  134.5,  25);(9,186,168);(-0.99,  -0.16,  0);3.47;0.71
157;(242.25,  136.25,  25);(11,184,149);(-0.14,  -0.99,  0);2.66;0.51
157;(284.25,  138.25,  25);(25,179,80);(-0.02,  1,  0.03);65.5;6.46
157;(349.5,  140,  25);(26,179,79);(-0.37,  0,  -0.93);65.27;4.16
157;(387.75,  149.75,  25);(13,182,131);(-0.23,  0.95,  -0.22);39.47;0.8
157;(425.5,  160.5,  25);(11,184,147);(-0.95,  -0.32,  0);39.25;0.54
157;(238,  134,  25);(17,179,97);(-0.95,  -0.32,  0);2.8;0.58
157;(518.5,  270.25,  25);(35,85,169);(-0.8,  -0.32,  0.5);14.35;1.3
157;(507,  276,  25);(68,39,142);(-0.38,  -0.93,  0);12.86;1.03
157;(495.5,  280,  25);(86,19,131);(0.71,  -0.71,  0);12.18;0.91
157;(486.5,  282,  25);(33,92,172);(-0.28,  -0.96,  0);9.22;0.63
157;(243.25,  144.25,  25);(17,179,97);(0.95,  0.32,  0);1.06;0.21
157;(243.75,  141,  25);(17,179,96);(1,  0.1,  0);3.29;0.62
157;(246.5,  136,  25);(17,178,95);(0.71,  0.71,  0);5.71;1.16
157;(485,  300.5,  25);(39,72,161);(-0.45,  -0.89,  0);4.24;0.41
157;(481.25,  301.75,  25);(33,92,172);(0.31,  -0.94,  -0.17);3.95;0.31
157;(425.25,  255.75,  25);(27,111,183);(0.64,  -0.77,  0);72.47;1.12
157;(369.5,  210.25,  25);(16,143,201);(-0.08,  -0.17,  0.98);71.96;1.46
157;(231.5,  135,  25);(23,179,84);(-0.33,  -0.94,  -0.03);23.24;3.55
157;(206.75,  143.75,  25);(22,179,84);(-0.32,  -0.95,  0);26.25;4.55
157;(288.5,  140,  25);(17,179,101);(0.05,  1,  -0.02);81.84;8.97
157;(371.5,  136.5,  25);(15,180,114);(-0.71,  0.71,  0);83.07;5.76
157;(455.25,  119.5,  25);(2,190,228);(0,  1,  0);1.41;0.09
157;(548,  139.5,  25);(37,77,164);(-1,  0,  0);2.24;0.17
157;(547.5,  146,  25);(43,67,158);(-0.99,  -0.1,  0.06);6.52;0.65
157;(549,  157.5,  25);(45,66,157);(-0.96,  0.29,  -0.03);11.6;1.08
157;(544.25,  174,  25);(37,78,164);(-0.83,  -0.56,  0.02);17.17;1.72
157;(431.75,  120.5,  25);(2,190,228);(-0.18,  0.14,  -0.97);88.5;3.71
157;(344.5,  123,  25);(17,143,201);(-0.02,  -1,  -0.08);87.29;4.11
157;(254.5,  125.75,  25);(9,186,168);(-0.53,  -0.85,  0);90.04;6.72
157;(524.75,  225.75,  25);(34,88,170);(-0.4,  -0.92,  -0.02);17.51;1.59
157;(516,  230,  25);(37,78,164);(0,  1,  0);9.73;0.75
157;(522.5,  235.5,  25);(52,58,153);(-0.71,  0.71,  0);8.51;0.24
157;(527.75,  241,  25);(42,69,159);(0,  -0.95,  -0.3);7.6;0.28
157;(238.75,  135.25,  25);(3,187,226);(0.58,  -0.81,  0);3.64;0.19
157;(237,  132.5,  25);(2,190,228);(1,  0,  0);3.26;0.33
157;(238.5,  130.75,  25);(11,184,149);(0.16,  0.99,  0);2.3;0.47
157;(239.25,  131.5,  25);(16,180,106);(-0.8,  -0.6,  0);1.06;0.07
157;(529.25,  260.75,  25);(38,76,163);(-0.63,  -0.78,  0.07);13.95;1.19
157;(439.75,  108.5,  25);(39,72,161);(0.01,  1,  0.04);33.75;1.19
157;(508.75,  111,  25);(53,56,152);(-0.09,  0.99,  -0.1);69.05;1.6
157;(544.5,  113.5,  25);(51,59,153);(0.32,  0.95,  0);35.84;0.56
157;(545,  112.5,  25);(36,82,167);(0.45,  -0.89,  0);1.12;0.11
157;(479.5,  284,  25);(38,76,163);(0.32,  0.95,  0.01);7.28;0.54
157;(484.5,  289.75,  25);(86,19,131);(-0.82,  0.46,  0.33);7.62;0.25
157;(488,  297.5,  25);(27,111,183);(-1,  0,  0);8.5;0.49
157;(562.5,  127.5,  25);(38,76,163);(-0.32,  -0.95,  0);1.0;0.1
157;(561,  130,  25);(36,82,167);(-1,  0,  0);2.92;0.28
157;(558,  134.5,  25);(44,66,158);(-0.64,  -0.77,  0);5.41;0.5
157;(554,  136,  25);(50,60,154);(0.71,  -0.71,  0);4.27;0.24
157;(410.5,  162.5,  25);(46,64,157);(0.25,  0.22,  -0.94);62.94;8.03
157;(451.75,  115.25,  25);(39,72,161);(-0.95,  -0.32,  0);62.72;7.28
157;(452.5,  116.75,  25);(16,143,201);(-0.6,  0.8,  0);1.68;0.16
157;(454.25,  118.5,  25);(11,161,212);(-0.8,  0.6,  0);2.47;0.15
157;(547,  137.5,  25);(34,87,169);(-0.45,  0.89,  0);3.4;0.34
157;(370,  104.5,  25);(61,47,147);(0,  -1,  0);57.51;2.21
157;(310.25,  105.5,  25);(69,38,142);(-0.62,  -0.78,  0);59.76;3.07
157;(308,  106.25,  25);(64,44,145);(0.24,  -0.97,  0);2.37;0.25
157;(307.5,  105,  25);(54,55,151);(0.89,  0.45,  0);1.35;0.18
157;(531.25,  194,  25);(34,87,169);(-0.85,  -0.53,  0);23.85;2.33
157;(532.75,  205,  25);(45,66,157);(-0.13,  0.99,  -0.01);11.1;0.98
157;(537.5,  213.75,  25);(52,58,153);(-0.77,  -0.3,  0.56);9.96;0.64
157;(305,  102.75,  25);(39,72,161);(1,  0,  0);1.6;0.24
157;(254.75,  104.5,  25);(54,55,151);(-0.05,  -1,  0);50.28;3.75
157;(205.25,  107.25,  25);(59,49,148);(-0.32,  0.95,  0);49.58;5.35
157;(206.75,  106.5,  25);(47,63,156);(0.8,  0.6,  0);1.68;0.33
157;(534.5,  244.75,  25);(35,85,169);(-0.47,  0.88,  0);7.72;0.07
157;(542.25,  250,  25);(34,88,170);(-0.89,  0.45,  0);9.36;0.15
157;(542.25,  252,  25);(42,69,159);(-0.55,  -0.83,  0);2.0;0.17
157;(540.5,  252.5,  25);(68,39,142);(0,  -1,  0);1.82;0.11
157;(406,  109,  25);(39,73,161);(0,  -1,  0);49.76;1.92
157;(428.25,  104.75,  25);(11,184,146);(0.99,  0.11,  0);2.61;0.29
157;(430.5,  102,  25);(99,5,123);(0.24,  0.97,  0);3.55;0.41
157;(433,  101.75,  25);(100,3,122);(-0.45,  0.89,  0);2.51;0.11
157;(432,  101.25,  25);(1,192,227);(0.45,  -0.89,  0);1.12;0.03
157;(548.25,  114.75,  25);(39,73,161);(-0.54,  0.84,  0.04);3.95;0.16
157;(556.75,  121.75,  25);(51,59,153);(-0.71,  0.71,  0);11.01;0.52
157;(562.5,  126.5,  25);(44,66,158);(-0.32,  0.95,  0);7.46;0.34
157;(425,  95.25,  25);(4,189,202);(0.45,  -0.89,  0);1.9;0.2
157;(423.75,  96.75,  25);(1,192,227);(-0.92,  -0.39,  0);1.95;0.23
157;(422.75,  99.25,  25);(88,17,130);(-0.95,  -0.32,  0);2.69;0.35
157;(422.25,  100.25,  25);(96,8,125);(-0.71,  -0.71,  0);1.12;0.14
157;(554,  134,  25);(37,77,164);(0.71,  0.71,  0);2.0;0.2
157;(556.5,  132.5,  25);(38,76,163);(0.32,  0.95,  0);2.92;0.2
157;(554,  131.75,  25);(50,60,154);(0.06,  -0.99,  0.14);2.61;0.02
157;(548,  134.25,  25);(43,67,158);(-0.81,  -0.59,  -0.04);6.5;0.39
157;(427.5,  103.5,  25);(47,63,156);(-0.21,  0.21,  -0.96);32.83;0.82
157;(378.25,  94.25,  25);(9,186,167);(0.06,  1,  0);13.26;0.57
157;(393.5,  95.5,  25);(1,192,228);(-0.59,  0.59,  0.55);15.3;0.38
157;(408.75,  101.25,  25);(3,190,211);(-0.27,  0.96,  0);16.3;0.3
157;(423,  105.5,  25);(6,188,188);(-0.45,  0.89,  0);14.87;0.15
157;(304.25,  103.25,  25);(47,63,156);(0.2,  -0.98,  0);3.69;0.12
157;(301.5,  103.25,  25);(64,44,145);(-0.6,  0.8,  0);2.75;0.16
157;(303.75,  103.75,  25);(59,49,148);(0.2,  0.98,  0);2.3;0.06
157;(429,  111,  25);(6,188,186);(0.89,  0.45,  0);1.68;0.21
157;(430,  109,  25);(6,188,188);(0.89,  0.45,  0);2.24;0.28
157;(430.75,  107,  25);(1,192,227);(0.97,  0.24,  0);2.14;0.27
157;(431.75,  106,  25);(7,172,218);(0,  1,  0);1.41;0.16
157;(209.25,  105,  25);(39,72,161);(0.27,  0.96,  0);2.92;0.6
157;(210.75,  104.75,  25);(39,72,161);(-0.71,  -0.71,  0);1.52;0.22
157;(258,  106.25,  25);(47,63,156);(-0.03,  1,  0);47.27;4.14
157;(356.25,  108.25,  25);(53,56,152);(-0.01,  1,  -0.02);98.27;5.61
157;(429,  107.25,  25);(7,187,179);(0.24,  -0.97,  0);2.3;0.13
157;(217.75,  101.5,  25);(6,188,186);(-0.99,  -0.16,  0);2.85;0.67
157;(217,  102.25,  25);(4,189,204);(0.83,  -0.55,  0);1.06;0.24
157;(216,  99.75,  25);(2,191,223);(0.96,  -0.27,  0);2.69;0.44
157;(253.25,  95.5,  25);(5,188,193);(0.07,  1,  0);37.49;4.17
157;(429.25,  100,  25);(7,187,179);(0.37,  -0.93,  0);3.02;0.08
157;(427,  99,  25);(100,3,122);(0.45,  -0.89,  0);2.46;0.06
157;(425.75,  97,  25);(88,17,130);(0.99,  -0.16,  0);2.36;0.22
157;(359.75,  95,  25);(12,183,138);(-0.89,  -0.45,  0);3.13;0.47
157;(360.5,  93.75,  25);(5,188,193);(0.87,  0.5,  0);1.46;0.21
157;(363.25,  91.25,  25);(2,191,219);(0.39,  0.92,  0);3.72;0.48
157;(365.5,  90.5,  25);(1,192,229);(0,  1,  0);2.37;0.19
157;(421.5,  99.75,  25);(61,47,147);(0.83,  -0.55,  0);0.9;0.04
157;(390.75,  100,  25);(4,189,202);(-0.03,  -0.99,  0.16);30.75;1.07
157;(361.75,  100.5,  25);(96,8,125);(0.12,  0.31,  -0.94);29.0;1.2
157;(394.75,  101.25,  25);(69,38,142);(-0.04,  1,  0);33.01;1.18
157;(365,  94.75,  25);(9,185,160);(-1,  0,  0);0.75;0.11
157;(435.25,  163.25,  25);(2,192,225);(-1,  -0.07,  0);18.81;2.13
157;(450,  203,  25);(2,190,228);(-0.88,  0.47,  0);42.4;3.72
157;(469.5,  224.75,  25);(1,192,228);(0.88,  0.48,  0);29.21;1.31
157;(483.25,  195.75,  25);(4,189,200);(0.91,  0.41,  0);32.09;3.53
157;(425.5,  107.75,  25);(9,185,160);(-0.76,  0.65,  0);3.36;0.21
157;(427.5,  111.25,  25);(3,190,211);(-0.96,  0.27,  0);4.03;0.38
157;(428.25,  112.5,  25);(1,192,227);(0.89,  0.45,  0);1.46;0.13
157;(383,  105,  25);(4,190,206);(0.41,  -0.91,  0);43.8;1.3
157;(345,  88.5,  25);(4,189,200);(0,  -1,  0);41.43;1.03
157;(372.5,  90.75,  25);(2,188,227);(-0.08,  0.99,  0.07);27.59;0.75
157;(402.25,  92.25,  25);(1,192,229);(0.2,  0.34,  -0.92);29.79;0.82
157;(434,  106.25,  25);(11,184,146);(-0.16,  0.99,  0);2.26;0.04
157;(435.75,  106.5,  25);(6,188,186);(0,  1,  0);1.77;0.03
157;(434.25,  106.25,  25);(7,172,218);(0.14,  -0.99,  0);1.52;0.02
157;(431.25,  106.75,  25);(99,5,123);(-0.51,  -0.86,  0);3.04;0.16
157;(218.5,  98.75,  25);(3,190,212);(-0.93,  -0.37,  0);2.85;0.6
157;(460.25,  168,  25);(2,191,224);(-0.5,  -0.87,  -0.05);2.24;0.19
157;(457.25,  168.25,  25);(2,191,223);(0.51,  -0.85,  0.09);3.01;0.15
157;(455.75,  168,  25);(6,176,220);(-0.89,  -0.45,  -0.05);1.52;0.03
157;(454.25,  168,  25);(8,187,175);(0.37,  -0.93,  -0.04);1.5;0.06
157;(290.75,  92.5,  25);(3,190,212);(0.31,  -0.15,  -0.94);37.62;3.06
157;(326.5,  91,  25);(2,191,223);(0.03,  1,  0);35.78;2.12
157;(361.25,  92.25,  25);(2,191,219);(-0.87,  -0.49,  0);34.77;1.3
157;(454.25,  174.75,  25);(8,186,169);(-0.2,  -0.98,  0);2.69;0.32
157;(452.75,  174,  25);(8,187,175);(0.97,  -0.24,  0);1.68;0.02
157;(472.5,  181.25,  25);(2,188,227);(-0.38,  0.92,  -0.02);21.04;0.13
157;(491.25,  190.25,  25);(1,192,229);(-0.51,  -0.86,  0);20.8;0.21
157;(366,  91,  25);(9,186,167);(-1,  0,  0);0.71;0.06
157;(365.5,  92,  25);(12,183,138);(-0.71,  -0.71,  0);1.12;0.17
157;(365,  93,  25);(1,192,229);(-1,  0,  0);1.12;0.17
157;(365,  94,  25);(1,192,228);(-1,  0,  0);1.0;0.15
157;(433.75,  144.5,  25);(3,190,213);(-0.96,  0.27,  0);30.25;1.66
157;(489.25,  132.25,  25);(5,189,197);(-0.55,  0.55,  -0.63);11.67;0.55
157;(488.5,  133.75,  25);(4,181,223);(-0.68,  -0.54,  -0.49);1.68;0.19
157;(476.25,  136.75,  25);(5,178,221);(-0.15,  -0.99,  0.08);12.61;0.71
157;(461.25,  140.25,  25);(5,189,197);(-0.42,  -0.9,  -0.06);15.4;0.89
157;(503.75,  162.75,  25);(3,190,213);(0.72,  0.69,  0);38.85;4.14
157;(474,  122,  25);(1,192,228);(0.59,  -0.81,  0);50.45;3.47
157;(426.75,  107,  25);(2,188,227);(-0.26,  -0.12,  -0.96);49.57;0.49
157;(443,  157.5,  25);(2,191,221);(-0.71,  0.71,  -0.07);7.72;0.93
157;(445.5,  160.25,  25);(5,189,197);(-0.98,  0,  0.18);3.72;0.21
157;(445.25,  160.25,  25);(1,192,227);(0.71,  -0.71,  -0.07);0.25;0.01
157;(450,  162,  25);(1,192,226);(-0.37,  0.93,  -0.03);5.06;0.03
157;(406.75,  93,  25);(6,188,186);(-0.42,  0.91,  0);4.56;0.05
157;(410,  95.75,  25);(4,190,206);(-0.24,  0,  -0.97);4.26;0.27
157;(316.25,  96.75,  25);(1,192,229);(0,  -1,  -0.02);93.76;3.97
157;(220.75,  97,  25);(4,189,204);(-0.27,  -0.96,  0);95.5;6.87
157;(462.25,  167,  25);(7,187,181);(0,  -1,  0.02);1.06;0.11
157;(264.25,  82.5,  25);(39,73,162);(0.02,  -1,  -0.06);20.52;1.05
157;(243.75,  82,  25);(55,54,151);(0,  1,  -0.02);20.51;1.31
157;(224.5,  83.5,  25);(63,45,146);(-0.08,  -1,  0);19.31;1.84
157;(205.5,  84.5,  25);(39,72,161);(0.71,  0.71,  0);19.03;1.99
157;(453.25,  167.5,  25);(7,187,181);(0,  1,  0);1.12;0.02
157;(454.25,  168.75,  25);(6,176,220);(-0.86,  0.51,  -0.04);1.6;0.1
157;(455.25,  172.25,  25);(2,188,227);(-0.99,  0.11,  0);3.64;0.35
157;(444.75,  112.25,  25);(38,74,162);(-0.4,  0.54,  0.74);38.36;0.36
157;(454.5,  118.75,  25);(39,72,161);(0.4,  0,  -0.92);11.72;0.48
157;(484.25,  122,  25);(1,192,228);(-0.13,  0.99,  0.05);29.93;0.53
157;(515.5,  126.25,  25);(1,192,229);(-0.16,  0.99,  -0.03);31.54;0.41
157;(488.75,  190.5,  25);(2,192,225);(0.37,  -0.93,  0);2.51;0.12
157;(488,  189.25,  25);(8,186,169);(0.83,  0.55,  0);1.46;0.1
157;(440,  150,  25);(1,192,229);(0.59,  -0.74,  0.32);62.0;2.39
157;(411.5,  124,  25);(2,190,228);(-0.53,  0.85,  0);38.58;2.07
157;(500.75,  130.25,  25);(6,188,186);(-0.15,  -0.99,  -0.05);13.54;0.48
157;(276.75,  108.5,  25);(16,179,104);(-0.99,  0.1,  -0.05);23.76;1.67
157;(276.75,  116.75,  25);(63,45,145);(-1,  -0.04,  -0.06);8.25;1.46
157;(275.25,  123,  25);(57,52,150);(-0.37,  -0.93,  0.02);6.43;1.2
157;(272.75,  123.75,  25);(39,73,161);(-0.2,  -0.98,  0.01);2.61;0.33
157;(457.25,  142,  25);(6,188,186);(0,  -1,  0.06);4.37;0.34
157;(454.5,  144,  25);(5,178,221);(-0.62,  -0.78,  -0.02);3.4;0.33
157;(446.25,  150.5,  25);(1,192,227);(-0.62,  -0.79,  0.06);10.5;1.06
157;(275.75,  100.75,  25);(39,72,161);(-0.24,  0.73,  0.64);11.04;2.12
157;(278,  101,  25);(39,73,161);(0,  0.8,  0.61);2.26;0.11
157;(280.25,  92.25,  25);(54,56,152);(0.99,  0.09,  -0.06);9.03;1.74
157;(281.25,  83,  25);(60,48,147);(0.89,  0.45,  -0.04);9.3;1.77
157;(456,  164.25,  25);(2,191,224);(-0.24,  0.97,  0.03);6.41;0.04
157;(459,  165,  25);(2,191,221);(-0.24,  0.97,  0.03);3.09;0.04
157;(462.25,  165.5,  25);(1,192,226);(0,  1,  -0.04);3.29;0.08
157;(463,  166.25,  25);(2,191,223);(-0.83,  -0.55,  0.04);1.06;0.05
157;(284.75,  83.5,  25);(38,75,163);(0.89,  0.45,  0.08);0.56;0.08
157;(358.5,  146.75,  25);(79,186,8);(-1,  0,  0.08);11.82;0.86
157;(355.5,  138,  25);(6,188,187);(0.9,  -0.27,  -0.34);9.25;1.05
157;(364.75,  131.75,  25);(9,185,164);(-0.28,  0.92,  0.26);11.16;1.35
157;(367.75,  129,  25);(16,180,109);(0.56,  -0.79,  -0.26);4.07;0.53
157;(254.25,  90,  25);(38,75,163);(-0.12,  0.99,  0);49.06;3.06
157;(341.75,  96.75,  25);(63,45,146);(-0.02,  0.88,  -0.48);87.76;3.89
157;(408,  101.25,  25);(1,192,228);(-0.12,  0.89,  -0.44);66.4;1.97
157;(382.25,  128.5,  25);(14,181,121);(-0.32,  0.88,  -0.34);10.29;0.21
157;(384.75,  129,  25);(16,180,109);(0.37,  -0.9,  -0.23);2.55;0.05
157;(389.5,  129.25,  25);(11,184,150);(-0.24,  0.89,  0.4);4.76;0.18
157;(389.5,  123.75,  25);(10,184,154);(0.59,  -0.81,  -0.02);5.5;0.73
157;(517,  127.5,  25);(5,189,197);(-1,  0,  0.06);1.95;0.09
157;(516.5,  129,  25);(38,74,162);(-0.71,  -0.71,  -0.01);1.58;0.17
157;(516,  129.75,  25);(1,192,229);(-1,  0,  -0.1);0.9;0.09
157;(514.25,  129.25,  25);(4,181,223);(0.39,  -0.92,  -0.04);1.82;0.01
157;(300.5,  108,  25);(17,179,97);(0.08,  -0.97,  0.23);42.37;2.81
157;(262.5,  77.5,  25);(16,180,107);(-0.54,  0.54,  0.65);60.46;2.3
157;(279.25,  78.5,  25);(53,183,42);(0,  1,  -0.02);16.78;0.8
157;(319.25,  88,  25);(66,184,26);(-0.36,  0.93,  0.04);41.11;0.67
157;(361.75,  102.5,  25);(70,185,20);(-0.26,  0.94,  -0.23);44.91;0.66
157;(271.5,  123.75,  25);(17,179,97);(1,  0,  0.06);1.25;0.1
157;(271.5,  123,  25);(57,52,150);(1,  0,  -0.04);0.75;0.13
157;(273.25,  111.5,  25);(54,56,152);(0.99,  0.16,  -0.06);11.63;2.17
157;(373.75,  127.5,  25);(74,185,14);(-0.82,  -0.41,  -0.39);8.96;0.97
157;(368,  120.5,  25);(70,185,20);(0.67,  -0.49,  0.55);9.06;0.71
157;(355.75,  105.25,  25);(51,182,46);(0.71,  -0.62,  0.32);19.56;1.65
157;(343,  108,  25);(36,180,65);(-0.77,  -0.44,  0.46);13.04;1.0
157;(282.5,  83.25,  25);(39,73,162);(-0.6,  0.8,  0.04);1.27;0.03
157;(283.25,  83.75,  25);(39,72,161);(0.71,  -0.71,  -0.04);0.9;0.05
157;(284.25,  83.75,  25);(60,48,147);(-0.2,  0.98,  -0.05);1.0;0.06
157;(285,  84,  25);(55,54,151);(0,  -1,  0.02);0.79;0.01
157;(346.75,  148,  25);(73,185,16);(0.2,  0.95,  0.24);4.12;0.5
157;(313.75,  78.25,  25);(14,181,121);(-0.05,  -1,  -0.04);31.77;1.45
157;(280.75,  80,  25);(9,185,162);(0,  -0.99,  0.12);33.05;1.95
157;(281.5,  79.75,  25);(8,186,169);(0.22,  0.9,  0.38);0.79;0.09
157;(250.75,  82.5,  25);(18,178,94);(-0.09,  -1,  0.02);30.87;2.44
157;(367.5,  120.25,  25);(73,185,16);(0.24,  0.94,  0.23);8.75;1.21
157;(375,  120.5,  25);(9,185,164);(-0.86,  -0.51,  0.06);7.5;0.31
157;(373,  124,  25);(11,184,150);(-0.82,  -0.41,  0.39);4.03;0.57
157;(386.5,  79.75,  25);(16,179,103);(0.05,  1,  -0.08);102.52;4.6
157;(452.5,  82,  25);(18,178,94);(-0.45,  0.89,  0.02);66.04;1.48
157;(471.25,  90.5,  25);(31,180,72);(-0.37,  0.93,  -0.01);20.59;0.61
157;(480.25,  95,  25);(46,182,52);(-0.97,  0.24,  0.01);10.06;0.32
157;(383.25,  112.25,  25);(16,179,104);(0.4,  0.83,  0.38);13.09;1.3
157;(380.5,  111.75,  25);(14,181,121);(-0.23,  -0.86,  -0.47);2.8;0.05
157;(366.5,  106.75,  25);(10,184,154);(0.77,  -0.59,  0.25);14.87;0.19
157;(342.75,  104.75,  25);(63,45,145);(-0.27,  -0.95,  -0.15);23.83;0.79
157;(322.75,  82.5,  25);(14,181,119);(0.1,  -0.99,  -0.06);107.26;2.1
157;(344.75,  72.5,  25);(20,178,88);(0.42,  -0.9,  0.09);3.51;0.16
157;(341,  72.75,  25);(12,183,137);(-0.94,  -0.27,  -0.21);3.76;0.17
157;(336.25,  74,  25);(12,183,138);(0.12,  -0.99,  0.04);4.91;0.37
157;(331,  74.5,  25);(16,180,106);(-0.7,  -0.7,  -0.1);5.27;0.28
157;(381.25,  108,  25);(14,181,119);(-0.36,  0.9,  -0.26);20.26;0.19
157;(385.75,  113.75,  25);(66,184,26);(-0.85,  0.53,  0);7.3;0.61
157;(381.5,  123,  25);(51,182,46);(-0.47,  -0.88,  -0.03);10.18;1.44
157;(334.5,  76.5,  25);(18,178,93);(0,  1,  0.06);4.26;0.21
157;(338.5,  76.5,  25);(16,180,106);(0,  1,  0);4.0;0.15
157;(342.25,  77,  25);(10,185,156);(-0.22,  0.97,  -0.06);3.78;0.07
157;(343.75,  78.5,  25);(12,183,142);(-0.8,  -0.6,  0.07);2.12;0.18
157;(347.5,  125,  25);(79,186,8);(-0.47,  0.76,  -0.45);17.59;2.3
157;(344.25,  135.25,  25);(74,185,14);(-0.24,  -0.88,  0.4);10.75;1.66
157;(345.5,  146.25,  25);(36,180,65);(-0.42,  0.87,  -0.27);11.07;1.49
157;(347.75,  152,  25);(6,188,187);(0.12,  -0.99,  0.12);6.17;0.67
157;(345.5,  77.25,  25);(17,179,100);(0.6,  0.8,  0.07);1.6;0.16
157;(255.75,  71,  25);(18,178,90);(0,  1,  0);14.36;2.35
157;(258.5,  70.5,  25);(16,179,103);(0.24,  0.97,  0.03);2.8;0.26
157;(259.25,  69.75,  25);(16,179,102);(0.2,  -0.98,  -0.04);1.06;0.2
157;(258.5,  69,  25);(21,178,86);(0.71,  0.71,  0.07);1.06;0.11
