timestep;mesh  1  face  centerpoint;mesh  1  color  code;mesh  1  normal;Mesh  1  face  centerpoint  to  Mesh  1  face  n+1  centerpoint  distance;Mesh  1  face  centerpoint  vector  to  Mesh  1  face  n+1  centerpoint  vector  angle
156;(524.25,  96.5,  25);(4,189,202);(0.18,  0.98,  0.09);4.26;0.11
156;(527.5,  96.5,  25);(7,187,179);(-0.7,  0.7,  0.13);3.25;0.06
156;(526,  96.5,  25);(62,46,146);(0.24,  -0.97,  -0.04);1.5;0.03
156;(496.25,  100,  25);(56,53,150);(-0.14,  -0.99,  0.07);29.96;1.01
156;(470.75,  104.75,  25);(5,189,197);(-0.21,  0.62,  -0.75);25.94;1.16
156;(442.25,  110.5,  25);(4,189,202);(-0.16,  -0.99,  0);29.07;1.49
156;(412,  116,  25);(56,53,150);(-0.7,  0.7,  0.08);30.75;1.71
156;(300.5,  86.75,  25);(16,179,103);(1,  0,  0.08);0.5;0.03
156;(317.25,  87.5,  25);(13,182,131);(-0.18,  -0.98,  -0.06);22.16;1.64
156;(263.5,  90.5,  25);(13,182,134);(0.03,  -0.95,  0.31);53.83;3.61
156;(231.75,  90.25,  25);(10,185,155);(-0.65,  0.65,  0.4);31.75;2.39
156;(244.5,  95,  25);(7,187,184);(-0.32,  0.95,  -0.08);13.61;0.3
156;(523.25,  89.75,  25);(39,72,161);(0.28,  -0.95,  -0.11);54.76;1.01
156;(519,  88.5,  25);(15,148,204);(0,  0,  0);4.43;0.06
156;(517.75,  89.5,  25);(14,181,125);(-0.62,  -0.78,  -0.02);1.6;0.13
156;(516.25,  88.75,  25);(18,178,93);(0.96,  -0.14,  0.23);1.68;0.05
156;(514,  88.75,  25);(39,72,161);(-0.65,  -0.75,  -0.12);2.25;0.04
156;(510.75,  92.5,  25);(39,72,161);(-0.84,  -0.53,  -0.1);4.96;0.47
156;(507.75,  94.5,  25);(18,178,93);(0,  -0.99,  0.14);3.61;0.28
156;(505.25,  95.5,  25);(17,179,100);(-0.8,  -0.6,  0.04);2.69;0.16
156;(506.25,  99,  25);(38,74,162);(-0.81,  0.56,  -0.18);3.64;0.36
156;(506.75,  101.75,  25);(39,72,161);(-0.19,  -0.97,  0.16);2.8;0.29
156;(504.75,  103,  25);(17,179,100);(-0.79,  -0.6,  0.12);2.36;0.18
156;(369.5,  87,  25);(5,188,194);(-0.89,  0.45,  0.04);7.85;0.2
156;(454.25,  150.5,  25);(17,179,102);(0.93,  0.35,  0.1);2.85;0.11
156;(453.5,  147.5,  25);(16,179,104);(0.55,  -0.83,  -0.08);3.09;0.31
156;(454.5,  145,  25);(2,191,223);(0.51,  0.86,  0.06);2.69;0.32
156;(467,  147.25,  25);(3,190,213);(-0.35,  0.93,  0.1);12.7;0.21
156;(351.5,  87,  25);(18,178,91);(0,  -1,  0.1);6.58;0.12
156;(345.25,  88.25,  25);(19,178,89);(-0.98,  0.2,  0.05);6.37;0.44
156;(345.25,  90.25,  25);(3,190,211);(-0.95,  -0.32,  0.08);2.0;0.31
156;(346.5,  90.5,  25);(15,180,113);(0.32,  0.95,  -0.06);1.27;0.02
156;(348.75,  90,  25);(18,178,91);(0,  1,  0);2.3;0.17
156;(348,  89.75,  25);(18,178,91);(0.16,  -0.98,  -0.08);0.79;0.01
156;(347.25,  88.5,  25);(15,180,113);(0.8,  0.6,  0.1);1.46;0.16
156;(337.25,  88.25,  25);(16,180,107);(-0.07,  -0.99,  -0.11);10.0;0.38
156;(325.75,  88,  25);(10,164,213);(0.64,  -0.48,  0.6);11.5;0.47
156;(312.25,  86.75,  25);(18,178,91);(0.02,  -1,  -0.02);13.56;0.44
156;(300,  86.75,  25);(16,180,107);(-0.45,  0.89,  0.08);12.25;0.62
156;(339,  83.25,  25);(10,185,155);(-0.45,  -0.89,  -0.05);0.56;0.06
156;(468.5,  142.5,  25);(15,181,116);(0,  0,  0);1.27;0.15
156;(465.75,  144.5,  25);(16,180,107);(-0.58,  -0.8,  -0.11);3.4;0.32
156;(462.25,  143.75,  25);(7,187,177);(0.96,  -0.26,  0.04);3.58;0.04
156;(460,  143.25,  25);(7,187,181);(-0.83,  -0.55,  -0.04);2.3;0.03
156;(251,  95,  25);(11,184,151);(0.59,  -0.81,  -0.02);6.5;0.52
156;(248.75,  95.25,  25);(13,182,131);(-0.79,  0.6,  -0.15);2.26;0.22
156;(245.25,  98.75,  25);(7,187,184);(0.1,  -0.88,  -0.47);4.95;0.98
156;(229,  91,  25);(6,188,187);(0.57,  -0.77,  0.3);18.0;0.47
156;(219,  84,  25);(11,184,151);(0,  -1,  0.04);12.21;0.74
156;(212.25,  83.5,  25);(11,184,151);(0.08,  -1,  0.04);6.77;0.52
156;(254.25,  88.5,  25);(6,188,187);(-0.11,  0.99,  0.08);42.3;2.46
156;(302.5,  93.5,  25);(5,189,197);(0.25,  0,  -0.97);48.51;2.16
156;(342,  93.5,  25);(18,178,89);(-0.01,  1,  -0.04);39.5;1.94
156;(383,  94,  25);(11,184,151);(0,  0.95,  0.3);41.0;1.55
156;(376.75,  90,  25);(5,189,197);(0.46,  -0.89,  0.03);7.42;0.36
156;(456.5,  152.25,  25);(2,191,223);(-0.08,  -0.99,  -0.08);3.01;0.09
156;(486,  160,  25);(15,181,116);(-0.99,  -0.12,  0.08);3.88;0.43
156;(484.5,  161,  25);(17,179,100);(0.95,  -0.32,  0.08);1.8;0.16
156;(484.75,  157,  25);(11,184,146);(0.6,  0.75,  0.26);4.01;0.44
156;(484.5,  150.75,  25);(14,181,121);(0.94,  -0.27,  -0.19);6.25;0.66
156;(476.12,  151.75,  25);(14,181,122);(-0.49,  -0.57,  0.66);10.17;0.19
156;(474.87,  152.75,  25);(17,179,102);(-0.44,  -0.66,  0.61);1.6;0.15
156;(484.38,  156.75,  25);(3,190,213);(-0.35,  0.93,  0.13);10.32;0.12
156;(501.88,  162,  25);(5,189,197);(-0.19,  0.97,  -0.17);18.27;0.11
156;(522.5,  139.75,  25);(14,182,125);(0.84,  0.46,  -0.29);30.34;2.91
156;(551.5,  95,  25);(14,181,122);(0.8,  0.61,  0.03);53.33;5.2
156;(499.5,  75,  25);(5,189,197);(-0.01,  -1,  0.04);55.71;1.26
156;(362.75,  78,  25);(10,185,159);(-0.03,  -1,  0);136.78;3.73
156;(306.5,  80.25,  25);(13,182,134);(-0.02,  1,  -0.04);56.29;2.61
156;(329.25,  81.75,  25);(14,182,125);(-0.12,  0.99,  -0.03);22.8;0.78
156;(339.5,  83,  25);(10,185,159);(0,  0,  0);10.33;0.24
156;(468.25,  143.75,  25);(7,187,177);(0.98,  0.2,  0.07);2.06;0.12
156;(498.25,  129.25,  25);(17,179,97);(-0.32,  -0.95,  0.03);1.46;0.16
156;(497.25,  129.5,  25);(17,179,99);(0,  -1,  -0.02);1.03;0.06
156;(495.75,  128.75,  25);(4,189,203);(0.51,  -0.86,  -0.04);1.68;0.04
156;(494.75,  128.25,  25);(2,191,223);(-0.71,  0.71,  0);1.12;0.03
156;(459.5,  145.5,  25);(10,184,154);(0,  1,  -0.02);2.3;0.27
156;(458,  146.25,  25);(15,181,116);(-0.29,  -0.96,  0.07);1.68;0.14
156;(457,  147,  25);(7,187,181);(0,  1,  -0.04);1.25;0.12
156;(458.5,  147.75,  25);(12,183,143);(-1,  0,  0.02);1.68;0.03
156;(458,  148.25,  25);(13,182,134);(0.45,  -0.89,  -0.02);0.71;0.07
156;(459,  148.5,  25);(10,184,154);(-0.32,  0.95,  -0.04);1.03;0.01
156;(460.5,  148,  25);(12,183,143);(1,  0,  -0.04);1.58;0.11
156;(461.25,  148.75,  25);(9,185,164);(-0.92,  0.39,  0.09);1.06;0.06
156;(462.25,  149.75,  25);(16,179,104);(0.95,  0.32,  -0.06);1.41;0.08
156;(461,  151,  25);(13,182,134);(-0.8,  -0.6,  -0.01);1.77;0.19
156;(459.5,  152.5,  25);(9,185,164);(0.99,  0,  0.14);2.12;0.22
156;(487,  156.25,  25);(11,184,146);(0.44,  -0.87,  0.22);1.8;0.19
156;(446.5,  85.5,  25);(12,183,140);(0.45,  -0.89,  0.07);1.52;0.07
156;(450.5,  88.5,  25);(14,182,125);(-0.57,  0.82,  -0.05);5.0;0.28
156;(454.5,  93,  25);(9,185,160);(-0.71,  -0.71,  0.04);6.02;0.45
156;(453.75,  93.75,  25);(9,186,166);(0.71,  0.71,  -0.03);1.06;0.11
156;(484,  144,  25);(14,181,119);(0.83,  0.55,  0.08);6.77;0.71
156;(486.25,  139.75,  25);(15,181,116);(0.91,  0.41,  0.06);4.81;0.53
156;(486.5,  138.5,  25);(14,181,121);(-0.83,  -0.55,  0.04);1.27;0.14
156;(485,  139.75,  25);(13,182,129);(0.45,  -0.89,  0.09);1.95;0.18
156;(485,  142,  25);(17,179,96);(-0.98,  0.2,  -0.1);2.25;0.24
156;(483,  144.25,  25);(14,181,119);(0.1,  -0.99,  0.1);3.01;0.31
156;(480.75,  143.75,  25);(13,182,129);(0.7,  0.7,  0.08);2.3;0.02
156;(478.25,  144.5,  25);(11,184,151);(-0.34,  -0.93,  -0.12);2.61;0.16
156;(474.5,  143,  25);(16,180,107);(0.92,  -0.37,  0.15);4.04;0.05
156;(473,  141,  25);(17,179,96);(-0.7,  -0.7,  -0.1);2.5;0.17
156;(470.25,  143.25,  25);(11,184,151);(-0.61,  -0.79,  0);3.55;0.34
156;(499,  128,  25);(4,189,203);(-1,  0,  0);2.36;0.18
156;(250,  78,  25);(16,179,105);(0.71,  -0.71,  -0.07);1.03;0.22
156;(249.75,  75.75,  25);(15,181,116);(0.99,  0.14,  0.08);2.26;0.45
156;(249,  74.75,  25);(2,191,218);(-0.6,  -0.8,  0.01);1.25;0.16
156;(249,  75.75,  25);(4,189,203);(-0.24,  0.97,  -0.04);1.0;0.21
156;(493.5,  127.25,  25);(18,178,90);(0.64,  -0.77,  0.05);1.6;0.07
156;(486.25,  129,  25);(17,179,97);(-0.46,  -0.88,  -0.09);7.46;0.4
156;(482.5,  132,  25);(2,191,223);(0,  0.98,  -0.18);4.8;0.44
156;(486.25,  131.25,  25);(6,188,189);(0.39,  0.91,  -0.14);3.82;0.2
156;(482.5,  134,  25);(18,178,92);(-0.54,  -0.84,  0.02);4.65;0.42
156;(478,  136,  25);(18,178,90);(0.82,  0.55,  0.14);4.92;0.36
156;(481.25,  134.75,  25);(6,188,189);(-0.11,  0.99,  0.08);3.48;0.24
156;(483.5,  139.75,  25);(11,184,148);(-0.94,  0,  0.34);5.48;0.48
156;(487.25,  143,  25);(17,179,100);(0.34,  0.85,  -0.4);4.96;0.24
156;(489.75,  147.25,  25);(18,178,92);(-0.97,  -0.21,  -0.08);4.93;0.38
156;(488,  154.75,  25);(11,184,148);(-0.96,  -0.27,  -0.11);7.7;0.86
156;(448,  85.25,  25);(9,185,160);(-0.79,  -0.53,  0.32);4.95;0.35
156;(343.75,  78.5,  25);(9,185,162);(-0.8,  -0.6,  0.07);2.12;0.18
156;(344.5,  80,  25);(9,186,167);(-0.32,  0.95,  -0.04);1.68;0.21
156;(345,  80,  25);(30,101,178);(0.45,  -0.89,  -0.03);0.5;0.02
156;(346.25,  79.25,  25);(25,117,187);(0.11,  0.99,  0.06);1.46;0.16
156;(453.25,  94.25,  25);(12,183,140);(-0.71,  -0.71,  -0.04);0.71;0.07
156;(452.25,  93.75,  25);(12,183,140);(0.98,  -0.2,  0.04);1.12;0.04
156;(460.75,  100.5,  25);(9,186,166);(-0.67,  0.74,  0.04);10.85;0.6
156;(472.75,  109.25,  25);(5,188,193);(-0.21,  0.92,  -0.33);14.85;0.71
156;(476.75,  110.5,  25);(14,182,126);(-0.55,  0.83,  -0.01);4.19;0.04
156;(487.25,  116.5,  25);(12,183,140);(-0.49,  0.87,  0.05);12.09;0.4
156;(496.5,  122.5,  25);(5,188,193);(-0.69,  -0.69,  0.19);11.03;0.42
156;(497.25,  123,  25);(6,188,188);(0,  1,  -0.06);0.9;0.03
156;(498.5,  124.25,  25);(17,179,99);(-0.99,  0,  -0.12);1.77;0.1
156;(497.5,  125.25,  25);(14,182,126);(0.24,  -0.97,  0.01);1.41;0.14
156;(497.75,  126,  25);(6,188,188);(-0.62,  0.78,  -0.01);0.79;0.07
156;(249.75,  79,  25);(2,191,218);(0.55,  0.83,  0.03);2.57;0.41
156;(221,  74.75,  25);(9,165,214);(-0.62,  0,  -0.78);0.25;0.02
156;(205,  78.5,  25);(11,159,210);(-0.18,  -0.98,  0.05);16.43;2.28
156;(229,  79.75,  25);(74,185,15);(0.04,  1,  0.04);24.03;1.85
156;(309.5,  76,  25);(77,186,11);(0.05,  1,  0.04);80.59;5.56
156;(249.25,  77,  25);(16,180,108);(-0.8,  -0.6,  0.06);1.27;0.25
156;(248.25,  78.5,  25);(16,179,105);(-0.89,  -0.45,  -0.04);1.8;0.38
156;(247.25,  78.75,  25);(4,189,203);(0.32,  -0.95,  0.02);1.03;0.12
156;(245,  78,  25);(5,189,198);(0.32,  -0.95,  -0.06);2.37;0.05
156;(243.75,  76,  25);(13,182,130);(0.98,  0.16,  0.07);2.36;0.34
156;(243.75,  74.25,  25);(16,180,108);(0.71,  -0.71,  -0.06);1.75;0.37
156;(242.25,  74,  25);(5,189,198);(0,  -1,  0.02);1.52;0.06
156;(241.5,  73.25,  25);(7,187,177);(0.83,  0.55,  0.07);1.06;0.11
156;(291.5,  75.25,  25);(14,182,125);(-0.06,  1,  0.08);50.04;2.56
156;(390.75,  78.5,  25);(13,182,130);(-0.01,  1,  -0.06);99.3;3.32
156;(444.5,  81.75,  25);(7,187,177);(-0.57,  0.82,  -0.06);53.85;1.03
156;(342.25,  77,  25);(30,101,178);(-0.22,  0.97,  -0.06);3.78;0.07
156;(227,  77.5,  25);(13,182,133);(-0.8,  -0.6,  -0.02);10.47;2.38
156;(221.75,  84,  25);(14,181,122);(0.88,  0.44,  0.17);8.36;1.89
156;(233,  74.75,  25);(2,192,224);(0.58,  0.79,  -0.18);14.56;2.95
156;(236.75,  75.5,  25);(6,188,192);(-0.76,  -0.6,  0.23);3.82;0.13
156;(346.5,  78.5,  25);(12,183,140);(0.24,  -0.97,  -0.05);0.79;0.13
156;(345.5,  77.25,  25);(9,185,162);(0.6,  0.8,  0.07);1.6;0.16
156;(313,  77,  25);(25,117,187);(-0.01,  -1,  -0.04);32.5;1.28
156;(278.5,  77.5,  25);(1,192,228);(0,  -1,  0.02);34.5;1.8
156;(284.75,  76.75,  25);(12,183,135);(0.1,  0.98,  0.17);6.29;0.47
156;(265.75,  75.75,  25);(12,183,140);(0.01,  -1,  0.1);19.03;0.88
156;(239.25,  78,  25);(1,192,228);(-0.99,  -0.1,  0.08);26.6;2.2
156;(241,  79.5,  25);(2,191,221);(0.45,  0.89,  -0.04);2.3;0.2
156;(242.5,  79.75,  25);(15,181,116);(-0.93,  -0.37,  0.04);1.52;0.06
156;(244,  81,  25);(12,183,135);(0,  1,  0);1.95;0.16
156;(247.5,  80.25,  25);(2,191,221);(0.44,  0.89,  -0.11);3.58;0.4
156;(221.25,  74.75,  25);(74,185,15);(0.6,  -0.2,  0.78);16.19;1.76
156;(330.5,  62.75,  25);(10,184,154);(-0.51,  -0.86,  -0.01);5.7;0.42
156;(319,  68,  25);(8,187,175);(-0.32,  -0.95,  0.08);12.64;1.29
156;(313,  70.25,  25);(1,192,229);(-1,  0,  -0.06);6.41;0.62
156;(312.75,  71.25,  25);(3,190,210);(-0.95,  -0.32,  -0.07);1.03;0.18
156;(349.25,  72.25,  25);(5,189,198);(0.92,  -0.39,  0.03);39.93;2.16
156;(348.25,  72.25,  25);(9,165,214);(-0.99,  -0.14,  -0.05);1.0;0.03
156;(344.75,  72.5,  25);(77,186,11);(0.42,  -0.9,  0.09);3.51;0.16
156;(341,  72.75,  25);(31,97,175);(-0.94,  -0.27,  -0.21);3.76;0.17
156;(336.25,  74,  25);(6,188,188);(0.12,  -0.99,  0.04);4.91;0.37
156;(331,  74.5,  25);(5,189,198);(-0.7,  -0.7,  -0.1);5.27;0.28
156;(328.75,  75.75,  25);(31,97,175);(-0.2,  -0.98,  0.03);2.57;0.29
156;(328,  76.5,  25);(32,95,174);(-0.71,  0.71,  -0.01);1.06;0.15
156;(330.25,  76.75,  25);(9,186,167);(0.14,  0.99,  -0.01);2.26;0.05
156;(334.5,  76.5,  25);(6,188,188);(0,  1,  0.06);4.26;0.21
156;(338.5,  76.5,  25);(32,95,174);(0,  1,  0);4.0;0.15
156;(232.75,  68.75,  25);(2,192,224);(-0.95,  0.32,  0.04);1.0;0.07
156;(278,  65.5,  25);(11,184,150);(0.71,  -0.71,  0.04);1.41;0.24
156;(278.5,  65.25,  25);(5,189,197);(-0.24,  0.96,  0.12);0.56;0.07
156;(280.25,  65,  25);(5,189,198);(0.55,  0.83,  0.02);1.77;0.13
156;(281.75,  63.25,  25);(5,189,195);(0.85,  0.51,  -0.09);2.3;0.4
156;(231,  85,  25);(6,176,220);(-0.51,  0.51,  0.69);11.1;2.5
156;(243.5,  78.5,  25);(13,182,133);(0.55,  0.84,  -0.06);14.09;2.33
156;(255.75,  71,  25);(6,188,192);(0,  1,  0);14.36;2.35
156;(258.5,  70.5,  25);(6,188,191);(0.24,  0.97,  0.03);2.8;0.26
156;(259.25,  69.75,  25);(11,162,212);(0.2,  -0.98,  -0.04);1.06;0.2
156;(258.5,  69,  25);(6,176,220);(0.71,  0.71,  0.07);1.06;0.11
156;(258.25,  69.25,  25);(6,188,191);(-0.71,  -0.71,  0.03);0.35;0.07
156;(256.75,  70,  25);(7,187,184);(0,  -1,  0.04);1.68;0.24
156;(256.25,  70.75,  25);(11,159,210);(-0.94,  0.31,  -0.09);0.9;0.18
156;(254.75,  70.25,  25);(11,162,212);(0.58,  -0.81,  0.04);1.58;0.04
156;(237.25,  72.25,  25);(7,187,184);(-0.2,  -0.97,  -0.11);17.61;1.55
156;(336,  61.25,  25);(1,192,229);(1,  0,  0.04);1.9;0.27
156;(289.75,  59,  25);(12,183,135);(0,  1,  -0.06);1.77;0.19
156;(290.5,  59.25,  25);(10,185,157);(-0.45,  0.89,  0.07);0.79;0.02
156;(291.5,  58.75,  25);(9,186,166);(0.83,  0.55,  0.02);1.12;0.13
156;(291.75,  57,  25);(10,184,154);(0.97,  -0.24,  0.07);1.77;0.34
156;(329.25,  69,  25);(13,182,128);(0.18,  0.98,  -0.01);16.65;1.02
156;(346.75,  66.5,  25);(10,184,154);(-0.4,  0.61,  0.69);17.68;1.0
156;(311.25,  66.75,  25);(3,190,210);(0.01,  -0.99,  -0.13);35.5;1.32
156;(264.75,  65.75,  25);(2,191,217);(0.07,  -0.99,  0.07);46.51;1.98
156;(254.5,  64.75,  25);(14,182,125);(0.79,  0,  0.62);10.3;0.38
156;(244.75,  66.25,  25);(13,182,128);(-0.18,  -0.98,  -0.03);9.86;0.89
156;(234,  68.25,  25);(2,191,217);(-0.24,  -0.97,  0.06);10.93;1.13
156;(232.75,  68.25,  25);(1,192,228);(0.71,  -0.71,  0.06);1.25;0.09
156;(232.25,  68,  25);(14,181,122);(0,  -1,  -0.08);0.56;0.03
156;(231.5,  68.75,  25);(14,182,125);(-0.83,  -0.55,  -0.01);1.06;0.22
156;(231.75,  68.75,  25);(1,192,228);(0.7,  0.7,  -0.08);0.25;0.02
156;(279,  64.5,  25);(5,189,198);(-0.95,  -0.32,  -0.01);3.16;0.63
156;(321.25,  47.75,  25);(16,180,108);(0.71,  0.71,  0);1.82;0.32
156;(321.75,  47.25,  25);(18,178,94);(-0.71,  -0.71,  0);0.71;0.1
156;(303.75,  47.75,  25);(3,190,213);(-0.01,  -1,  0);18.01;0.63
156;(285,  48,  25);(8,187,175);(0,  -1,  0.02);18.75;0.69
156;(282.75,  62.5,  25);(9,185,161);(-0.89,  0.45,  0.02);1.25;0.19
156;(283.25,  61.25,  25);(11,184,150);(0.99,  0.14,  0.05);1.35;0.26
156;(297.5,  61,  25);(5,189,195);(-0.11,  0.99,  0.1);14.25;0.65
156;(325.75,  63.25,  25);(5,188,193);(-0.05,  1,  -0.04);28.34;0.72
156;(341.75,  64.5,  25);(6,188,186);(-0.27,  0.96,  -0.04);16.05;0.36
156;(343.25,  66,  25);(9,185,161);(-0.97,  -0.24,  0.1);2.12;0.2
156;(343.5,  67.5,  25);(5,188,193);(-0.71,  0.71,  -0.04);1.52;0.23
156;(343,  67.75,  25);(1,192,227);(0.24,  -0.97,  0.05);0.56;0.06
156;(341,  66,  25);(8,187,175);(0.83,  -0.55,  0.02);2.66;0.22
156;(338.75,  63.75,  25);(6,188,186);(0.51,  -0.85,  -0.13);3.18;0.3
156;(336.75,  63,  25);(1,192,227);(0,  -1,  -0.1);2.14;0.07
156;(288.5,  57.75,  25);(9,186,166);(-0.78,  0.62,  -0.09);2.02;0.39
156;(551.75,  244,  25);(10,185,155);(-1,  0.01,  0);47.02;4.16
156;(550.75,  290.5,  25);(9,185,161);(0,  -1,  0);46.51;3.95
156;(553.75,  309,  25);(7,187,179);(-0.97,  0.22,  -0.01);18.74;1.35
156;(558,  328.5,  25);(6,188,185);(-1,  0,  0);19.96;1.32
156;(291,  55.25,  25);(13,182,130);(0.83,  -0.55,  -0.01);1.9;0.3
156;(290.5,  54.5,  25);(12,183,135);(0,  0,  0);0.9;0.12
156;(289.5,  54.5,  25);(10,184,154);(0,  -1,  0.04);1.0;0.04
156;(287.75,  55.25,  25);(4,190,207);(-0.71,  -0.71,  -0.07);1.9;0.21
156;(286.25,  55.25,  25);(7,187,183);(0.69,  -0.69,  0.19);1.5;0.06
156;(282.5,  55.75,  25);(13,182,130);(-0.38,  -0.92,  -0.04);3.78;0.25
156;(279.5,  56.5,  25);(4,190,207);(1,  0,  0.04);3.09;0.27
156;(279.5,  56.75,  25);(3,191,215);(-1,  0,  0.06);0.25;0.05
156;(280.25,  57.75,  25);(5,189,197);(-0.32,  0.95,  -0.03);1.25;0.17
156;(280.75,  59,  25);(7,187,183);(-0.97,  -0.24,  0.01);1.35;0.22
156;(280,  61.5,  25);(3,191,215);(-0.95,  -0.32,  -0.04);2.61;0.52
156;(320.75,  49.5,  25);(3,190,213);(0.97,  -0.24,  0);1.46;0.24
156;(538.5,  82.25,  25);(77,186,11);(-0.83,  0.55,  0);2.15;0.16
156;(538.5,  82.25,  25);(17,179,101);(-0.83,  0.55,  0);2.15;0.16
156;(538.5,  82.25,  25);(76,186,12);(-0.83,  0.55,  0);2.15;0.16
156;(538.5,  82.25,  25);(17,179,99);(-0.83,  0.55,  0);2.15;0.16
156;(267,  49.25,  25);(17,179,101);(-0.07,  -1,  0);18.04;0.94
156;(250.5,  51.25,  25);(16,180,108);(-0.83,  0.55,  0);16.62;1.15
156;(262.25,  53,  25);(8,187,175);(-0.09,  1,  -0.04);11.88;0.28
156;(273,  54.5,  25);(10,185,159);(-0.71,  -0.71,  0);10.85;0.25
156;(238.25,  53,  25);(11,184,145);(0.06,  -1,  -0.02);34.78;1.44
156;(203,  51.5,  25);(17,179,101);(-0.45,  -0.89,  0);35.28;1.94
156;(201.5,  53,  25);(10,185,159);(-0.89,  -0.45,  0);2.12;0.5
156;(201.75,  54.25,  25);(12,183,137);(-0.32,  0.95,  -0.02);1.27;0.31
156;(223.75,  54.75,  25);(10,185,157);(-0.01,  1,  0);22.01;1.44
156;(267.5,  55,  25);(11,184,145);(0,  1,  -0.04);43.75;2.33
156;(288.75,  55.75,  25);(12,183,137);(-0.51,  -0.86,  0.05);21.26;0.78
156;(550.5,  197,  25);(7,187,179);(-0.13,  0.27,  -0.95);52.26;4.79
156;(538.5,  82.25,  25);(22,126,192);(-0.83,  0.55,  0);2.15;0.16
156;(538.5,  82.25,  25);(7,174,219);(-0.83,  0.55,  0);2.15;0.16
156;(538.5,  82.25,  25);(22,127,192);(-0.83,  0.55,  0);2.15;0.16
156;(538.5,  82.25,  25);(89,189,10);(-0.83,  0.55,  0);2.15;0.16
156;(546.5,  332.25,  25);(15,180,115);(-0.23,  -0.97,  0.04);12.1;0.81
156;(534.5,  335.5,  25);(10,185,155);(-0.71,  -0.71,  0);12.43;0.82
156;(548.75,  346,  25);(6,188,185);(-0.56,  0.83,  -0.02);17.7;0.13
156;(562.5,  356.25,  25);(4,190,206);(-0.24,  -0.97,  0);17.15;0.13
156;(372.75,  198,  25);(16,179,104);(0.64,  -0.77,  0.01);247.08;4.54
156;(185,  40.25,  25);(15,180,115);(-0.6,  0.8,  0);245.22;16.16
156;(185.5,  42.75,  25);(4,190,206);(-0.96,  -0.27,  0);2.55;0.7
156;(185.25,  43.75,  25);(2,191,217);(0.95,  0.32,  0.01);1.03;0.31
156;(250.75,  46.5,  25);(18,178,94);(-0.05,  0.99,  -0.1);65.56;3.34
156;(317.5,  50.5,  25);(16,179,104);(-0.32,  0.95,  0);66.87;1.86
156;(320,  50.75,  25);(2,191,217);(0.24,  0.97,  0);2.51;0.04
156;(538.5,  82.25,  25);(98,193,11);(-0.83,  0.55,  0);2.15;0.16
156;(538.5,  82.25,  25);(6,177,220);(-0.83,  0.55,  0);2.15;0.16
156;(538.5,  82.25,  25);(2,191,220);(-0.83,  0.55,  0);2.15;0.16
156;(538.5,  82.25,  25);(4,189,202);(-0.83,  0.55,  0);2.15;0.16
156;(538.5,  82.25,  25);(5,180,222);(-0.83,  0.55,  0);2.15;0.16
156;(538.5,  82.25,  25);(78,186,9);(-0.83,  0.55,  0);2.15;0.16
156;(538.5,  82.25,  25);(14,181,123);(-0.83,  0.55,  0);2.15;0.16
156;(538.5,  82.25,  25);(15,181,118);(-0.83,  0.55,  0);2.15;0.16
156;(538.5,  82.25,  25);(79,186,8);(-0.83,  0.55,  0);2.15;0.16
156;(538.5,  82.25,  25);(11,183,144);(-0.83,  0.55,  0);2.15;0.16
156;(538.5,  84,  25);(14,181,123);(-0.89,  -0.45,  0);1.75;0.18
156;(537,  85,  25);(79,186,8);(0,  -1,  0);1.8;0.13
156;(535.5,  84,  25);(11,184,150);(0.89,  -0.45,  0);1.8;0.08
156;(539.25,  88.75,  25);(9,185,161);(-0.8,  0.59,  0);6.05;0.43
156;(542.25,  94,  25);(11,183,144);(0.35,  -0.87,  0.35);6.05;0.49
156;(545.25,  145,  25);(11,184,150);(-1,  0.08,  0);51.09;5.05
156;(538.5,  82.25,  25);(4,182,224);(-0.83,  0.55,  0);2.15;0.16
156;(538.5,  82.25,  25);(105,0,120);(-0.83,  0.55,  0);2.15;0.16
156;(538.5,  82.25,  25);(3,190,209);(-0.83,  0.55,  0);2.15;0.16
156;(538.5,  82.25,  25);(103,0,120);(-0.83,  0.55,  0);2.15;0.16
156;(538.5,  82.25,  25);(5,189,197);(-0.83,  0.55,  0);2.15;0.16
156;(538.5,  82.25,  25);(12,159,210);(-0.83,  0.55,  0);2.15;0.16
156;(538.5,  82.25,  25);(11,160,211);(-0.83,  0.55,  0);2.15;0.16
156;(538.5,  82.25,  25);(105,195,12);(-0.83,  0.55,  0);2.15;0.16
156;(538.5,  82.25,  25);(76,186,13);(-0.83,  0.55,  0);2.15;0.16
156;(538.5,  82.25,  25);(111,198,13);(-0.83,  0.55,  0);2.15;0.16
156;(538.5,  82.25,  25);(99,193,11);(-0.83,  0.55,  0);2.15;0.16
156;(538.5,  82.25,  25);(84,188,9);(-0.83,  0.55,  0);2.15;0.16
156;(538.5,  82.25,  25);(80,186,8);(-0.83,  0.55,  0);2.15;0.16
156;(538.5,  82.25,  25);(82,187,9);(-0.83,  0.55,  0);2.15;0.16
156;(538.5,  82.25,  25);(81,187,8);(-0.83,  0.55,  0);2.15;0.16
156;(538.5,  82.25,  25);(89,190,10);(-0.83,  0.55,  0);2.15;0.16
156;(538.5,  82.25,  25);(3,190,213);(-0.83,  0.55,  0);2.15;0.16
156;(538.5,  82.25,  25);(67,40,143);(-0.83,  0.55,  0);2.15;0.16
