Minor_dist,Minor_link,Minor_points
15.13,12,({325.5, 216, 0}{327.5, 231, 0})
31.02,3,({325.5, 216, 0}{296.5, 205, 0})
44.51,1,({325.5, 216, 0}{290.5, 188.5, 0})
1,12,({326.5, 231, 0}{327.5, 231, 0})
15.03,10,({326.5, 231, 0}{325.5, 216, 0})
16.03,9,({326.5, 231, 0}{325.5, 215, 0})
39.7,3,({326.5, 231, 0}{296.5, 205, 0})
55.7,1,({326.5, 231, 0}{290.5, 188.5, 0})
1,11,({327.5, 231, 0}{326.5, 231, 0})
15.13,10,({327.5, 231, 0}{325.5, 216, 0})
16.12,9,({327.5, 231, 0}{325.5, 215, 0})
40.46,3,({327.5, 231, 0}{296.5, 205, 0})
56.35,1,({327.5, 231, 0}{290.5, 188.5, 0})
17.01,8,({207, 193, 0}{222.5, 186, 0})
38.11,7,({207, 193, 0}{230.5, 163, 0})
43.06,4,({207, 193, 0}{249, 202.5, 0})
49.04,2,({207, 193, 0}{254, 179, 0})
80.82,5,({207, 193, 0}{270.5, 143, 0})
21.1,2,({248.5, 177.5, 0}{227.5, 175.5, 0})
42.71,3,({248.5, 177.5, 0}{229, 215.5, 0})
42.94,4,({248.5, 177.5, 0}{228.5, 215.5, 0})
47.71,1,({248.5, 177.5, 0}{253, 130, 0})
62.68,5,({248.5, 177.5, 0}{213.5, 125.5, 0})
39.76,5,({253, 130, 0}{213.5, 125.5, 0})
47.71,0,({253, 130, 0}{248.5, 177.5, 0})
52.16,2,({253, 130, 0}{227.5, 175.5, 0})
88.8,3,({253, 130, 0}{229, 215.5, 0})
88.94,4,({253, 130, 0}{228.5, 215.5, 0})
21.1,0,({227.5, 175.5, 0}{248.5, 177.5, 0})
40.01,4,({227.5, 175.5, 0}{228.5, 215.5, 0})
40.03,3,({227.5, 175.5, 0}{229, 215.5, 0})
51.92,5,({227.5, 175.5, 0}{213.5, 125.5, 0})
52.16,1,({227.5, 175.5, 0}{253, 130, 0})
0.5,4,({229, 215.5, 0}{228.5, 215.5, 0})
40.03,2,({229, 215.5, 0}{227.5, 175.5, 0})
42.71,0,({229, 215.5, 0}{248.5, 177.5, 0})
76.54,6,({229, 215.5, 0}{296, 252.5, 0})
88.8,1,({229, 215.5, 0}{253, 130, 0})
0.5,3,({228.5, 215.5, 0}{229, 215.5, 0})
40.01,2,({228.5, 215.5, 0}{227.5, 175.5, 0})
42.94,0,({228.5, 215.5, 0}{248.5, 177.5, 0})
76.98,6,({228.5, 215.5, 0}{296, 252.5, 0})
88.94,1,({228.5, 215.5, 0}{253, 130, 0})
39.76,1,({213.5, 125.5, 0}{253, 130, 0})
51.92,2,({213.5, 125.5, 0}{227.5, 175.5, 0})
62.68,0,({213.5, 125.5, 0}{248.5, 177.5, 0})
91.24,4,({213.5, 125.5, 0}{228.5, 215.5, 0})
91.32,3,({213.5, 125.5, 0}{229, 215.5, 0})
36.47,7,({296, 252.5, 0}{326.5, 272.5, 0})
59.62,10,({296, 252.5, 0}{351, 275.5, 0})
76.54,3,({296, 252.5, 0}{229, 215.5, 0})
76.98,4,({296, 252.5, 0}{228.5, 215.5, 0})
78.5,8,({296, 252.5, 0}{373.5, 240, 0})
24.68,10,({326.5, 272.5, 0}{351, 275.5, 0})
36.47,6,({326.5, 272.5, 0}{296, 252.5, 0})
57.14,8,({326.5, 272.5, 0}{373.5, 240, 0})
112.94,3,({326.5, 272.5, 0}{229, 215.5, 0})
113.37,4,({326.5, 272.5, 0}{228.5, 215.5, 0})
42.03,10,({373.5, 240, 0}{351, 275.5, 0})
57.14,7,({373.5, 240, 0}{326.5, 272.5, 0})
78.5,6,({373.5, 240, 0}{296, 252.5, 0})
94.72,9,({373.5, 240, 0}{404.5, 150.5, 0})
139.75,0,({373.5, 240, 0}{248.5, 177.5, 0})
94.72,8,({404.5, 150.5, 0}{373.5, 240, 0})
135.97,10,({404.5, 150.5, 0}{351, 275.5, 0})
144.8,7,({404.5, 150.5, 0}{326.5, 272.5, 0})
148.92,6,({404.5, 150.5, 0}{296, 252.5, 0})
152.88,1,({404.5, 150.5, 0}{253, 130, 0})
24.68,7,({351, 275.5, 0}{326.5, 272.5, 0})
42.03,8,({351, 275.5, 0}{373.5, 240, 0})
59.62,6,({351, 275.5, 0}{296, 252.5, 0})
135.96,3,({351, 275.5, 0}{229, 215.5, 0})
135.97,9,({351, 275.5, 0}{404.5, 150.5, 0})
0.5,1,({250, 181.5, 0}{249.5, 181.5, 0})
28.71,2,({250, 181.5, 0}{226.5, 165, 0})
44.12,3,({250, 181.5, 0}{222.5, 216, 0})
44.43,4,({250, 181.5, 0}{222, 216, 0})
66.15,5,({250, 181.5, 0}{214, 126, 0})
0.5,0,({249.5, 181.5, 0}{250, 181.5, 0})
28.31,2,({249.5, 181.5, 0}{226.5, 165, 0})
43.81,3,({249.5, 181.5, 0}{222.5, 216, 0})
44.12,4,({249.5, 181.5, 0}{222, 216, 0})
65.88,5,({249.5, 181.5, 0}{214, 126, 0})
28.31,1,({226.5, 165, 0}{249.5, 181.5, 0})
28.71,0,({226.5, 165, 0}{250, 181.5, 0})
40.95,5,({226.5, 165, 0}{214, 126, 0})
51.16,3,({226.5, 165, 0}{222.5, 216, 0})
51.2,4,({226.5, 165, 0}{222, 216, 0})
0.5,4,({222.5, 216, 0}{222, 216, 0})
43.81,1,({222.5, 216, 0}{249.5, 181.5, 0})
44.12,0,({222.5, 216, 0}{250, 181.5, 0})
51.16,2,({222.5, 216, 0}{226.5, 165, 0})
89.1,6,({222.5, 216, 0}{304, 252, 0})
0.5,3,({222, 216, 0}{222.5, 216, 0})
44.12,1,({222, 216, 0}{249.5, 181.5, 0})
44.43,0,({222, 216, 0}{250, 181.5, 0})
51.2,2,({222, 216, 0}{226.5, 165, 0})
89.55,6,({222, 216, 0}{304, 252, 0})
40.95,2,({214, 126, 0}{226.5, 165, 0})
65.88,1,({214, 126, 0}{249.5, 181.5, 0})
66.15,0,({214, 126, 0}{250, 181.5, 0})
90.35,4,({214, 126, 0}{222, 216, 0})
90.4,3,({214, 126, 0}{222.5, 216, 0})
2.06,7,({304, 252, 0}{306, 251.5, 0})
25.12,8,({304, 252, 0}{317, 273.5, 0})
88.8,0,({304, 252, 0}{250, 181.5, 0})
89.1,3,({304, 252, 0}{222.5, 216, 0})
89.11,1,({304, 252, 0}{249.5, 181.5, 0})
2.06,6,({306, 251.5, 0}{304, 252, 0})
24.6,8,({306, 251.5, 0}{317, 273.5, 0})
89.64,0,({306, 251.5, 0}{250, 181.5, 0})
89.96,1,({306, 251.5, 0}{249.5, 181.5, 0})
90.73,3,({306, 251.5, 0}{222.5, 216, 0})
24.6,7,({317, 273.5, 0}{306, 251.5, 0})
25.12,6,({317, 273.5, 0}{304, 252, 0})
110.62,3,({317, 273.5, 0}{222.5, 216, 0})
111.05,4,({317, 273.5, 0}{222, 216, 0})
113.81,0,({317, 273.5, 0}{250, 181.5, 0})
47.68,10,({260.5, 133.5, 0}{213.5, 125.5, 0})
78.94,5,({260.5, 133.5, 0}{207.5, 192, 0})
78.94,4,({260.5, 133.5, 0}{207.5, 192, 0})
91.93,1,({260.5, 133.5, 0}{239.5, 223, 0})
97.09,6,({260.5, 133.5, 0}{214.5, 219, 0})
25.24,7,({239.5, 223, 0}{214.5, 219.5, 0})
25.32,6,({239.5, 223, 0}{214.5, 219, 0})
44.55,5,({239.5, 223, 0}{207.5, 192, 0})
44.55,4,({239.5, 223, 0}{207.5, 192, 0})
70.47,9,({239.5, 223, 0}{303.5, 252.5, 0})
0,3,({309.5, 233.5, 0}{309.5, 233.5, 0})
18.25,8,({309.5, 233.5, 0}{306.5, 251.5, 0})
19.92,9,({309.5, 233.5, 0}{303.5, 252.5, 0})
70.78,1,({309.5, 233.5, 0}{239.5, 223, 0})
96.03,7,({309.5, 233.5, 0}{214.5, 219.5, 0})
0,2,({309.5, 233.5, 0}{309.5, 233.5, 0})
18.25,8,({309.5, 233.5, 0}{306.5, 251.5, 0})
19.92,9,({309.5, 233.5, 0}{303.5, 252.5, 0})
70.78,1,({309.5, 233.5, 0}{239.5, 223, 0})
96.03,7,({309.5, 233.5, 0}{214.5, 219.5, 0})
0,5,({207.5, 192, 0}{207.5, 192, 0})
27.89,6,({207.5, 192, 0}{214.5, 219, 0})
28.38,7,({207.5, 192, 0}{214.5, 219.5, 0})
44.55,1,({207.5, 192, 0}{239.5, 223, 0})
66.77,10,({207.5, 192, 0}{213.5, 125.5, 0})
0,4,({207.5, 192, 0}{207.5, 192, 0})
27.89,6,({207.5, 192, 0}{214.5, 219, 0})
28.38,7,({207.5, 192, 0}{214.5, 219.5, 0})
44.55,1,({207.5, 192, 0}{239.5, 223, 0})
66.77,10,({207.5, 192, 0}{213.5, 125.5, 0})
0.5,7,({214.5, 219, 0}{214.5, 219.5, 0})
25.32,1,({214.5, 219, 0}{239.5, 223, 0})
27.89,5,({214.5, 219, 0}{207.5, 192, 0})
27.89,4,({214.5, 219, 0}{207.5, 192, 0})
93.51,10,({214.5, 219, 0}{213.5, 125.5, 0})
0.5,6,({214.5, 219.5, 0}{214.5, 219, 0})
25.24,1,({214.5, 219.5, 0}{239.5, 223, 0})
28.38,5,({214.5, 219.5, 0}{207.5, 192, 0})
28.38,4,({214.5, 219.5, 0}{207.5, 192, 0})
94.01,10,({214.5, 219.5, 0}{213.5, 125.5, 0})
3.16,9,({306.5, 251.5, 0}{303.5, 252.5, 0})
18.25,3,({306.5, 251.5, 0}{309.5, 233.5, 0})
18.25,2,({306.5, 251.5, 0}{309.5, 233.5, 0})
72.81,1,({306.5, 251.5, 0}{239.5, 223, 0})
97.41,7,({306.5, 251.5, 0}{214.5, 219.5, 0})
3.16,8,({303.5, 252.5, 0}{306.5, 251.5, 0})
19.92,3,({303.5, 252.5, 0}{309.5, 233.5, 0})
19.92,2,({303.5, 252.5, 0}{309.5, 233.5, 0})
70.47,1,({303.5, 252.5, 0}{239.5, 223, 0})
94.92,7,({303.5, 252.5, 0}{214.5, 219.5, 0})
47.68,0,({213.5, 125.5, 0}{260.5, 133.5, 0})
66.77,5,({213.5, 125.5, 0}{207.5, 192, 0})
66.77,4,({213.5, 125.5, 0}{207.5, 192, 0})
93.51,6,({213.5, 125.5, 0}{214.5, 219, 0})
94.01,7,({213.5, 125.5, 0}{214.5, 219.5, 0})
24.42,1,({200.5, 200.5, 0}{217, 218.5, 0})
24.46,3,({200.5, 200.5, 0}{216.5, 219, 0})
38.42,2,({200.5, 200.5, 0}{230.5, 224.5, 0})
73.5,4,({200.5, 200.5, 0}{181.5, 129.5, 0})
120.3,5,({200.5, 200.5, 0}{317, 230.5, 0})
0.71,3,({217, 218.5, 0}{216.5, 219, 0})
14.77,2,({217, 218.5, 0}{230.5, 224.5, 0})
24.42,0,({217, 218.5, 0}{200.5, 200.5, 0})
95.82,4,({217, 218.5, 0}{181.5, 129.5, 0})
100.72,5,({217, 218.5, 0}{317, 230.5, 0})
14.77,1,({230.5, 224.5, 0}{217, 218.5, 0})
15.04,3,({230.5, 224.5, 0}{216.5, 219, 0})
38.42,0,({230.5, 224.5, 0}{200.5, 200.5, 0})
86.71,5,({230.5, 224.5, 0}{317, 230.5, 0})
87.21,6,({230.5, 224.5, 0}{317.5, 230.5, 0})
0.71,1,({216.5, 219, 0}{217, 218.5, 0})
15.04,2,({216.5, 219, 0}{230.5, 224.5, 0})
24.46,0,({216.5, 219, 0}{200.5, 200.5, 0})
96.1,4,({216.5, 219, 0}{181.5, 129.5, 0})
101.16,5,({216.5, 219, 0}{317, 230.5, 0})
73.5,0,({181.5, 129.5, 0}{200.5, 200.5, 0})
95.82,1,({181.5, 129.5, 0}{217, 218.5, 0})
96.1,3,({181.5, 129.5, 0}{216.5, 219, 0})
106.89,2,({181.5, 129.5, 0}{230.5, 224.5, 0})
156.82,7,({181.5, 129.5, 0}{338, 119.5, 0})
0.5,6,({317, 230.5, 0}{317.5, 230.5, 0})
86.71,2,({317, 230.5, 0}{230.5, 224.5, 0})
100.72,1,({317, 230.5, 0}{217, 218.5, 0})
101.16,3,({317, 230.5, 0}{216.5, 219, 0})
112.97,7,({317, 230.5, 0}{338, 119.5, 0})
0.5,5,({317.5, 230.5, 0}{317, 230.5, 0})
87.21,2,({317.5, 230.5, 0}{230.5, 224.5, 0})
101.21,1,({317.5, 230.5, 0}{217, 218.5, 0})
101.65,3,({317.5, 230.5, 0}{216.5, 219, 0})
112.88,7,({317.5, 230.5, 0}{338, 119.5, 0})
1,8,({338, 119.5, 0}{339, 119.5, 0})
112.88,6,({338, 119.5, 0}{317.5, 230.5, 0})
112.97,5,({338, 119.5, 0}{317, 230.5, 0})
150.27,2,({338, 119.5, 0}{230.5, 224.5, 0})
156.34,1,({338, 119.5, 0}{217, 218.5, 0})
1,7,({339, 119.5, 0}{338, 119.5, 0})
113.06,6,({339, 119.5, 0}{317.5, 230.5, 0})
113.16,5,({339, 119.5, 0}{317, 230.5, 0})
150.99,2,({339, 119.5, 0}{230.5, 224.5, 0})
157.11,1,({339, 119.5, 0}{217, 218.5, 0})
39.5,2,({287, 179, 0}{247.5, 179, 0})
41.43,1,({287, 179, 0}{251, 158.5, 0})
42.53,6,({287, 179, 0}{288.5, 221.5, 0})
43.53,7,({287, 179, 0}{288.5, 222.5, 0})
52.97,8,({287, 179, 0}{271, 229.5, 0})
20.8,2,({251, 158.5, 0}{247.5, 179, 0})
39.97,5,({251, 158.5, 0}{222, 131, 0})
41.43,0,({251, 158.5, 0}{287, 179, 0})
68.12,9,({251, 158.5, 0}{199, 202.5, 0})
73.32,6,({251, 158.5, 0}{288.5, 221.5, 0})
20.8,1,({247.5, 179, 0}{251, 158.5, 0})
39.5,0,({247.5, 179, 0}{287, 179, 0})
53.89,9,({247.5, 179, 0}{199, 202.5, 0})
54.35,5,({247.5, 179, 0}{222, 131, 0})
55.7,8,({247.5, 179, 0}{271, 229.5, 0})
1.58,4,({337.5, 127.5, 0}{339, 127, 0})
72.13,0,({337.5, 127.5, 0}{287, 179, 0})
91.89,1,({337.5, 127.5, 0}{251, 158.5, 0})
103.69,2,({337.5, 127.5, 0}{247.5, 179, 0})
106,6,({337.5, 127.5, 0}{288.5, 221.5, 0})
1.58,3,({339, 127, 0}{337.5, 127.5, 0})
73.54,0,({339, 127, 0}{287, 179, 0})
93.47,1,({339, 127, 0}{251, 158.5, 0})
105.24,2,({339, 127, 0}{247.5, 179, 0})
107.15,6,({339, 127, 0}{288.5, 221.5, 0})
39.97,1,({222, 131, 0}{251, 158.5, 0})
54.35,2,({222, 131, 0}{247.5, 179, 0})
75.11,9,({222, 131, 0}{199, 202.5, 0})
80.8,0,({222, 131, 0}{287, 179, 0})
110.01,8,({222, 131, 0}{271, 229.5, 0})
1,7,({288.5, 221.5, 0}{288.5, 222.5, 0})
19.24,8,({288.5, 221.5, 0}{271, 229.5, 0})
42.53,0,({288.5, 221.5, 0}{287, 179, 0})
59.05,2,({288.5, 221.5, 0}{247.5, 179, 0})
73.32,1,({288.5, 221.5, 0}{251, 158.5, 0})
1,6,({288.5, 222.5, 0}{288.5, 221.5, 0})
18.85,8,({288.5, 222.5, 0}{271, 229.5, 0})
43.53,0,({288.5, 222.5, 0}{287, 179, 0})
59.78,2,({288.5, 222.5, 0}{247.5, 179, 0})
74.18,1,({288.5, 222.5, 0}{251, 158.5, 0})
18.85,7,({271, 229.5, 0}{288.5, 222.5, 0})
19.24,6,({271, 229.5, 0}{288.5, 221.5, 0})
52.97,0,({271, 229.5, 0}{287, 179, 0})
55.7,2,({271, 229.5, 0}{247.5, 179, 0})
73.76,1,({271, 229.5, 0}{251, 158.5, 0})
53.89,2,({199, 202.5, 0}{247.5, 179, 0})
68.12,1,({199, 202.5, 0}{251, 158.5, 0})
75.11,5,({199, 202.5, 0}{222, 131, 0})
76.9,8,({199, 202.5, 0}{271, 229.5, 0})
91.08,0,({199, 202.5, 0}{287, 179, 0})
26.52,1,({289, 188.5, 0}{290, 215, 0})
31.5,3,({289, 188.5, 0}{289.5, 220, 0})
32.5,4,({289, 188.5, 0}{289.5, 221, 0})
46.42,2,({289, 188.5, 0}{332, 171, 0})
49.44,5,({289, 188.5, 0}{265.5, 232, 0})
5.02,3,({290, 215, 0}{289.5, 220, 0})
6.02,4,({290, 215, 0}{289.5, 221, 0})
26.52,0,({290, 215, 0}{289, 188.5, 0})
29.82,5,({290, 215, 0}{265.5, 232, 0})
60.83,2,({290, 215, 0}{332, 171, 0})
44.55,6,({332, 171, 0}{339, 127, 0})
46.42,0,({332, 171, 0}{289, 188.5, 0})
52.61,9,({332, 171, 0}{340, 119, 0})
60.83,1,({332, 171, 0}{290, 215, 0})
64.86,3,({332, 171, 0}{289.5, 220, 0})
1,4,({289.5, 220, 0}{289.5, 221, 0})
5.02,1,({289.5, 220, 0}{290, 215, 0})
26.83,5,({289.5, 220, 0}{265.5, 232, 0})
31.5,0,({289.5, 220, 0}{289, 188.5, 0})
64.86,2,({289.5, 220, 0}{332, 171, 0})
1,3,({289.5, 221, 0}{289.5, 220, 0})
6.02,1,({289.5, 221, 0}{290, 215, 0})
26.4,5,({289.5, 221, 0}{265.5, 232, 0})
32.5,0,({289.5, 221, 0}{289, 188.5, 0})
65.62,2,({289.5, 221, 0}{332, 171, 0})
26.4,4,({265.5, 232, 0}{289.5, 221, 0})
26.83,3,({265.5, 232, 0}{289.5, 220, 0})
29.82,1,({265.5, 232, 0}{290, 215, 0})
49.44,0,({265.5, 232, 0}{289, 188.5, 0})
72.23,10,({265.5, 232, 0}{200.5, 200.5, 0})
8.06,9,({339, 127, 0}{340, 119, 0})
44.55,2,({339, 127, 0}{332, 171, 0})
79.26,0,({339, 127, 0}{289, 188.5, 0})
100.72,1,({339, 127, 0}{290, 215, 0})
105.35,3,({339, 127, 0}{289.5, 220, 0})
0,8,({203.5, 194, 0}{203.5, 194, 0})
7.16,10,({203.5, 194, 0}{200.5, 200.5, 0})
72.72,5,({203.5, 194, 0}{265.5, 232, 0})
85.68,0,({203.5, 194, 0}{289, 188.5, 0})
89.01,1,({203.5, 194, 0}{290, 215, 0})
0,7,({203.5, 194, 0}{203.5, 194, 0})
7.16,10,({203.5, 194, 0}{200.5, 200.5, 0})
72.72,5,({203.5, 194, 0}{265.5, 232, 0})
85.68,0,({203.5, 194, 0}{289, 188.5, 0})
89.01,1,({203.5, 194, 0}{290, 215, 0})
8.06,6,({340, 119, 0}{339, 127, 0})
52.61,2,({340, 119, 0}{332, 171, 0})
86.2,0,({340, 119, 0}{289, 188.5, 0})
108.24,1,({340, 119, 0}{290, 215, 0})
112.92,3,({340, 119, 0}{289.5, 220, 0})
7.16,8,({200.5, 200.5, 0}{203.5, 194, 0})
7.16,7,({200.5, 200.5, 0}{203.5, 194, 0})
72.23,5,({200.5, 200.5, 0}{265.5, 232, 0})
89.31,0,({200.5, 200.5, 0}{289, 188.5, 0})
90.67,1,({200.5, 200.5, 0}{290, 215, 0})
9.01,1,({300.5, 202, 0}{309.5, 202.5, 0})
39.62,5,({300.5, 202, 0}{271.5, 229, 0})
49.86,6,({300.5, 202, 0}{306.5, 251.5, 0})
54.56,2,({300.5, 202, 0}{251.5, 178, 0})
55.5,7,({300.5, 202, 0}{301, 257.5, 0})
9.01,0,({309.5, 202.5, 0}{300.5, 202, 0})
46.33,5,({309.5, 202.5, 0}{271.5, 229, 0})
49.09,6,({309.5, 202.5, 0}{306.5, 251.5, 0})
55.18,8,({309.5, 202.5, 0}{305, 257.5, 0})
55.65,7,({309.5, 202.5, 0}{301, 257.5, 0})
2,3,({251.5, 178, 0}{249.5, 178, 0})
54.56,0,({251.5, 178, 0}{300.5, 202, 0})
54.78,5,({251.5, 178, 0}{271.5, 229, 0})
56.86,10,({251.5, 178, 0}{199.5, 201, 0})
62.96,1,({251.5, 178, 0}{309.5, 202.5, 0})
2,2,({249.5, 178, 0}{251.5, 178, 0})
55.04,10,({249.5, 178, 0}{199.5, 201, 0})
55.54,5,({249.5, 178, 0}{271.5, 229, 0})
56.36,0,({249.5, 178, 0}{300.5, 202, 0})
63.57,9,({249.5, 178, 0}{241, 241, 0})
78.43,1,({335.5, 128.5, 0}{309.5, 202.5, 0})
81.41,0,({335.5, 128.5, 0}{300.5, 202, 0})
97.5,2,({335.5, 128.5, 0}{251.5, 178, 0})
99.23,3,({335.5, 128.5, 0}{249.5, 178, 0})
119.15,5,({335.5, 128.5, 0}{271.5, 229, 0})
32.78,9,({271.5, 229, 0}{241, 241, 0})
39.62,0,({271.5, 229, 0}{300.5, 202, 0})
41.02,7,({271.5, 229, 0}{301, 257.5, 0})
41.61,6,({271.5, 229, 0}{306.5, 251.5, 0})
43.98,8,({271.5, 229, 0}{305, 257.5, 0})
6.18,8,({306.5, 251.5, 0}{305, 257.5, 0})
8.14,7,({306.5, 251.5, 0}{301, 257.5, 0})
41.61,5,({306.5, 251.5, 0}{271.5, 229, 0})
49.09,1,({306.5, 251.5, 0}{309.5, 202.5, 0})
49.86,0,({306.5, 251.5, 0}{300.5, 202, 0})
4,8,({301, 257.5, 0}{305, 257.5, 0})
8.14,6,({301, 257.5, 0}{306.5, 251.5, 0})
41.02,5,({301, 257.5, 0}{271.5, 229, 0})
55.5,0,({301, 257.5, 0}{300.5, 202, 0})
55.65,1,({301, 257.5, 0}{309.5, 202.5, 0})
4,7,({305, 257.5, 0}{301, 257.5, 0})
6.18,6,({305, 257.5, 0}{306.5, 251.5, 0})
43.98,5,({305, 257.5, 0}{271.5, 229, 0})
55.18,1,({305, 257.5, 0}{309.5, 202.5, 0})
55.68,0,({305, 257.5, 0}{300.5, 202, 0})
32.78,5,({241, 241, 0}{271.5, 229, 0})
57.64,10,({241, 241, 0}{199.5, 201, 0})
62.23,7,({241, 241, 0}{301, 257.5, 0})
63.57,3,({241, 241, 0}{249.5, 178, 0})
63.87,2,({241, 241, 0}{251.5, 178, 0})
55.04,3,({199.5, 201, 0}{249.5, 178, 0})
56.86,2,({199.5, 201, 0}{251.5, 178, 0})
57.64,9,({199.5, 201, 0}{241, 241, 0})
77.25,5,({199.5, 201, 0}{271.5, 229, 0})
101,0,({199.5, 201, 0}{300.5, 202, 0})
29.11,3,({279, 202, 0}{250, 199.5, 0})
45.07,9,({279, 202, 0}{234, 204.5, 0})
54.12,10,({279, 202, 0}{239.5, 239, 0})
63.42,15,({279, 202, 0}{217.5, 217.5, 0})
68.43,13,({279, 202, 0}{253.5, 265.5, 0})
3,2,({378, 183, 0}{378, 180, 0})
78.5,4,({378, 183, 0}{356.5, 258.5, 0})
100.81,0,({378, 183, 0}{279, 202, 0})
105.4,5,({378, 183, 0}{318.5, 270, 0})
106.64,6,({378, 183, 0}{318.5, 271.5, 0})
3,1,({378, 180, 0}{378, 183, 0})
81.39,4,({378, 180, 0}{356.5, 258.5, 0})
101.41,0,({378, 180, 0}{279, 202, 0})
107.89,5,({378, 180, 0}{318.5, 270, 0})
109.14,6,({378, 180, 0}{318.5, 271.5, 0})
16.76,9,({250, 199.5, 0}{234, 204.5, 0})
29.11,0,({250, 199.5, 0}{279, 202, 0})
37.15,15,({250, 199.5, 0}{217.5, 217.5, 0})
40.87,10,({250, 199.5, 0}{239.5, 239, 0})
66.07,14,({250, 199.5, 0}{253, 265.5, 0})
39.7,5,({356.5, 258.5, 0}{318.5, 270, 0})
40.16,6,({356.5, 258.5, 0}{318.5, 271.5, 0})
43.32,8,({356.5, 258.5, 0}{315.5, 272.5, 0})
43.49,7,({356.5, 258.5, 0}{315, 271.5, 0})
78.5,1,({356.5, 258.5, 0}{378, 183, 0})
1.5,6,({318.5, 270, 0}{318.5, 271.5, 0})
3.81,7,({318.5, 270, 0}{315, 271.5, 0})
3.91,8,({318.5, 270, 0}{315.5, 272.5, 0})
39.7,4,({318.5, 270, 0}{356.5, 258.5, 0})
60.67,16,({318.5, 270, 0}{263, 294.5, 0})
1.5,5,({318.5, 271.5, 0}{318.5, 270, 0})
3.16,8,({318.5, 271.5, 0}{315.5, 272.5, 0})
3.5,7,({318.5, 271.5, 0}{315, 271.5, 0})
40.16,4,({318.5, 271.5, 0}{356.5, 258.5, 0})
60.08,16,({318.5, 271.5, 0}{263, 294.5, 0})
1.12,8,({315, 271.5, 0}{315.5, 272.5, 0})
3.5,6,({315, 271.5, 0}{318.5, 271.5, 0})
3.81,5,({315, 271.5, 0}{318.5, 270, 0})
43.49,4,({315, 271.5, 0}{356.5, 258.5, 0})
56.86,16,({315, 271.5, 0}{263, 294.5, 0})
1.12,7,({315.5, 272.5, 0}{315, 271.5, 0})
3.16,6,({315.5, 272.5, 0}{318.5, 271.5, 0})
3.91,5,({315.5, 272.5, 0}{318.5, 270, 0})
43.32,4,({315.5, 272.5, 0}{356.5, 258.5, 0})
56.92,16,({315.5, 272.5, 0}{263, 294.5, 0})
16.76,3,({234, 204.5, 0}{250, 199.5, 0})
21.01,15,({234, 204.5, 0}{217.5, 217.5, 0})
34.94,10,({234, 204.5, 0}{239.5, 239, 0})
45.07,0,({234, 204.5, 0}{279, 202, 0})
62.65,17,({234, 204.5, 0}{225, 266.5, 0})
29.74,14,({239.5, 239, 0}{253, 265.5, 0})
29.97,13,({239.5, 239, 0}{253.5, 265.5, 0})
30.76,15,({239.5, 239, 0}{217.5, 217.5, 0})
31.09,17,({239.5, 239, 0}{225, 266.5, 0})
34.94,9,({239.5, 239, 0}{234, 204.5, 0})
0.5,12,({257.5, 114.5, 0}{257, 114.5, 0})
85.33,3,({257.5, 114.5, 0}{250, 199.5, 0})
90.1,0,({257.5, 114.5, 0}{279, 202, 0})
93.02,9,({257.5, 114.5, 0}{234, 204.5, 0})
110.49,15,({257.5, 114.5, 0}{217.5, 217.5, 0})
0.5,11,({257, 114.5, 0}{257.5, 114.5, 0})
85.29,3,({257, 114.5, 0}{250, 199.5, 0})
90.22,0,({257, 114.5, 0}{279, 202, 0})
92.89,9,({257, 114.5, 0}{234, 204.5, 0})
110.31,15,({257, 114.5, 0}{217.5, 217.5, 0})
0.5,14,({253.5, 265.5, 0}{253, 265.5, 0})
22.3,18,({253.5, 265.5, 0}{237, 280.5, 0})
28.52,17,({253.5, 265.5, 0}{225, 266.5, 0})
29.97,10,({253.5, 265.5, 0}{239.5, 239, 0})
30.52,16,({253.5, 265.5, 0}{263, 294.5, 0})
0.5,13,({253, 265.5, 0}{253.5, 265.5, 0})
21.93,18,({253, 265.5, 0}{237, 280.5, 0})
28.02,17,({253, 265.5, 0}{225, 266.5, 0})
29.74,10,({253, 265.5, 0}{239.5, 239, 0})
30.68,16,({253, 265.5, 0}{263, 294.5, 0})
21.01,9,({217.5, 217.5, 0}{234, 204.5, 0})
30.76,10,({217.5, 217.5, 0}{239.5, 239, 0})
37.15,3,({217.5, 217.5, 0}{250, 199.5, 0})
49.57,17,({217.5, 217.5, 0}{225, 266.5, 0})
59.7,14,({217.5, 217.5, 0}{253, 265.5, 0})
8.6,19,({263, 294.5, 0}{256, 299.5, 0})
29.53,18,({263, 294.5, 0}{237, 280.5, 0})
30.52,13,({263, 294.5, 0}{253.5, 265.5, 0})
30.68,14,({263, 294.5, 0}{253, 265.5, 0})
47.2,17,({263, 294.5, 0}{225, 266.5, 0})
18.44,18,({225, 266.5, 0}{237, 280.5, 0})
28.02,14,({225, 266.5, 0}{253, 265.5, 0})
28.52,13,({225, 266.5, 0}{253.5, 265.5, 0})
31.09,10,({225, 266.5, 0}{239.5, 239, 0})
45.28,19,({225, 266.5, 0}{256, 299.5, 0})
18.44,17,({237, 280.5, 0}{225, 266.5, 0})
21.93,14,({237, 280.5, 0}{253, 265.5, 0})
22.3,13,({237, 280.5, 0}{253.5, 265.5, 0})
26.87,19,({237, 280.5, 0}{256, 299.5, 0})
29.53,16,({237, 280.5, 0}{263, 294.5, 0})
