Year,mesh 1 face centerpoint,mesh 1 color code,mesh 1 normal,Mesh 1 face centerpoint to Mesh 1 face n+1 centerpoint distance,Mesh 1 face centerpoint vector to Mesh 1 face n+1 centerpoint vector angle
2014,"(9.68, 2.98, 3.16)","(243,57,0)","(-0.02, 0.75, -0.66)",1.36,3.88
2014,"(5.38, 1.77, 1.9)","(243,57,0)","(-0.02, 0.75, -0.66)",4.64,1.61
2014,"(1.51, 0.61, 0.66)","(243,57,0)","(0.02, -0.76, 0.65)",4.23,5
2014,"(2.1, 0.77, 0.82)","(243,57,0)","(0.02, -0.76, 0.66)",0.63,2.59
2014,"(3.08, 1.13, 1.22)","(243,57,0)","(-0.02, -0.72, 0.7)",1.12,0.27
2014,"(2.56, 0.92, 1)","(243,57,0)","(-0.01, 0.75, -0.66)",0.6,0.42
2014,"(1.24, 0.46, 0.5)","(243,57,0)","(-0.02, 0.76, -0.65)",1.48,0.76
2014,"(3.37, 1.02, 1.09)","(243,57,0)","(0.02, -0.75, 0.66)",2.28,4.83
2014,"(4.76, 1.53, 1.63)","(243,57,0)","(-0.01, 0.75, -0.66)",1.58,1.27
2014,"(2.21, 0.81, 0.87)","(243,57,0)","(-0.02, 0.76, -0.65)",2.76,3.12
2014,"(3.96, 1.64, 1.78)","(243,57,0)","(0.01, -0.75, 0.66)",2.14,3.16
2014,"(1.84, 0.4, 0.41)","(243,57,0)","(-0.02, 0.76, -0.65)",3.09,4.37
2014,"(2.97, 0.76, 0.8)","(243,57,0)","(0.02, -0.75, 0.66)",1.25,3.1
2014,"(7.47, 2.75, 2.96)","(243,57,0)","(-0.02, 0.75, -0.66)",2.32,0.56
2014,"(2.19, 0.51, 0.53)","(243,57,0)","(-0.02, 0.76, -0.65)",6.23,9.85
2014,"(6.1, 1.37, 1.42)","(243,57,0)","(0.01, -0.75, 0.66)",4.1,0.64
2014,"(11.26, 2.72, 2.84)","(243,57,0)","(0.01, -0.75, 0.66)",5.52,1.33
2014,"(11.19, 2.7, 2.82)","(243,57,0)","(-0.01, 0.75, -0.66)",0.08,0.02
2014,"(6.31, 1.4, 1.45)","(243,57,0)","(-0.01, 0.75, -0.66)",5.23,1.52
2014,"(4.04, 1.11, 1.18)","(243,56,2)","(0.01, -0.75, 0.66)",2.3,4.14
2014,"(4.3, 1.19, 1.26)","(243,56,2)","(-0.01, 0.75, -0.66)",0.28,0.11
2014,"(3.22, 0.87, 0.92)","(243,57,0)","(0.01, -0.75, 0.66)",1.18,0.49
2014,"(4.12, 1.56, 1.68)","(243,57,0)","(-0.02, 0.75, -0.66)",1.37,7.63
2014,"(2.76, 1.11, 1.2)","(243,57,0)","(-0.04, 0.77, -0.63)",1.51,1.54
2014,"(16.73, 3.17, 3.22)","(243,57,0)","(0.02, -0.76, 0.65)",14.26,15.54
2014,"(22.88, 4.53, 4.63)","(243,57,0)","(0.01, -0.75, 0.67)",6.45,0.69
2014,"(9.95, 2.57, 2.7)","(243,57,0)","(-0.01, 0.75, -0.66)",13.22,4.74
2014,"(10.87, 3.34, 3.56)","(243,57,0)","(-0.02, 0.75, -0.66)",3.1,1.98
2014,"(8.57, 2.29, 2.41)","(243,57,0)","(-0.01, 0.76, -0.65)",2.78,2.98
2014,"(3.79, 0.79, 0.82)","(243,57,0)","(0.02, -0.77, 0.64)",1.31,4.66
2014,"(3.18, 0.71, 0.74)","(243,57,0)","(-0.02, 0.76, -0.65)",0.62,1.15
2014,"(1.14, 0.28, 0.29)","(243,57,0)","(-0.02, 0.75, -0.66)",2.13,1.6
2014,"(0.37, 0.12, 0.12)","(243,57,0)","(0.01, -0.75, 0.66)",0.8,5.18
2014,"(2.82, 1.09, 1.18)","(243,57,0)","(0.01, -0.75, 0.66)",2.84,5.13
2014,"(6.63, 2.28, 2.44)","(243,57,0)","(0.02, -0.75, 0.66)",4.19,2.94
2014,"(12.31, 2.93, 3.05)","(243,57,1)","(0.02, -0.78, 0.62)",5.75,7.78
2014,"(17.46, 4.2, 4.39)","(243,57,1)","(0.02, -0.75, 0.66)",5.47,0.23
2014,"(17.82, 5.32, 5.66)","(243,57,0)","(-0.02, 0.75, -0.66)",1.73,4.37
2014,"(16.25, 5.63, 6.05)","(243,57,0)","(-0.02, 0.75, -0.66)",1.65,3.41
2014,"(18.14, 5.75, 6.14)","(243,57,0)","(0.02, -0.75, 0.66)",1.9,2.08
2014,"(22.34, 5.77, 6.06)","(243,57,0)","(-0.01, 0.77, -0.64)",4.2,4.35
2014,"(22.71, 5.29, 5.51)","(243,57,0)","(-0.01, 0.75, -0.66)",0.82,1.95
2014,"(21.1, 4.46, 4.6)","(243,57,1)","(-0.01, 0.75, -0.66)",2.03,1.7
2014,"(6.13, 2.34, 2.53)","(243,57,0)","(0.02, -0.75, 0.66)",2.4,2.09
2014,"(9.46, 3.56, 3.84)","(243,57,0)","(0.01, -0.75, 0.66)",3.78,0.38
2014,"(8.62, 1.91, 1.97)","(243,57,1)","(-0.02, 0.75, -0.66)",7.26,1.3
2014,"(4.54, 1.15, 1.2)","(243,57,1)","(0.02, -0.75, 0.66)",4.22,2.45
2014,"(23.43, 4.63, 4.74)","(243,55,3)","(0.01, -0.75, 0.66)",19.53,4.32
2014,"(30.07, 6.04, 6.2)","(242,51,12)","(0.02, -0.78, 0.63)",6.94,0.27
2014,"(22.11, 4.69, 4.83)","(243,57,1)","(0.04, 0.56, -0.83)",8.19,0.88
2014,"(24.04, 4.9, 5.04)","(243,57,0)","(-0.01, 0.74, -0.67)",1.95,0.64
2014,"(34.25, 6.66, 6.8)","(243,57,0)","(0.01, -0.73, 0.68)",10.51,0.77
2014,"(65.56, 12.33, 12.55)","(243,57,0)","(-0.01, 0.73, -0.68)",32.33,0.51
2014,"(45.02, 8.49, 8.64)","(243,57,0)","(-0.01, 0.75, -0.66)",21.26,0.04
2014,"(2.3, 0.62, 0.66)","(243,57,0)","(-0.02, 0.75, -0.66)",44.17,6.44
2014,"(1.15, 0.44, 0.48)","(243,57,0)","(0.02, 0.72, -0.69)",1.18,8.03
2014,"(8.62, 3.48, 3.77)","(243,57,0)","(0.01, -0.75, 0.66)",8.71,1.25
2014,"(10.76, 4.34, 4.71)","(243,57,0)","(-0.01, 0.75, -0.66)",2.49,0.03
2014,"(10.05, 3.77, 4.07)","(243,56,2)","(0.01, -0.75, 0.66)",1.11,1.86
2014,"(6.72, 2.11, 2.25)","(243,57,0)","(-0.01, 0.75, -0.66)",3.29,4.12
2014,"(4.86, 1.31, 1.38)","(243,57,0)","(-0.02, 0.75, -0.66)",2.2,3.28
2014,"(8.37, 3.36, 3.64)","(243,57,1)","(-0.02, 0.75, -0.66)",31.57,10
2014,"(12.01, 4.93, 5.35)","(243,57,0)","(0, -0.73, 0.68)",4.32,0.59
2014,"(12.07, 4.94, 5.36)","(243,57,0)","(0, 0.74, -0.67)",0.06,0.08
2014,"(2.8, 1.13, 1.23)","(243,57,0)","(0.01, 0.73, -0.68)",10.84,0.31
2014,"(65.92, 27.59, 29.92)","(243,57,0)","(0.01, -0.74, 0.67)",74.21,0.88
2014,"(67.7, 28.25, 30.63)","(243,57,0)","(0, 0.74, -0.68)",2.03,0.08
2014,"(2.46, 0.83, 0.88)","(243,57,0)","(-0.01, 0.75, -0.66)",76.77,5.44
2014,"(1.46, 0.39, 0.41)","(243,57,0)","(0.01, -0.76, 0.65)",1.19,5
2014,"(22.82, 9.35, 10.13)","(243,57,0)","(0.02, -0.75, 0.66)",25.12,9.96
2014,"(29.19, 12.09, 13.11)","(243,57,0)","(-0.01, 0.75, -0.66)",7.55,0.29
2014,"(1.91, 0.72, 0.78)","(243,57,0)","(0.02, -0.75, 0.66)",32.02,2.36
2014,"(5.76, 2.27, 2.46)","(243,57,0)","(0.01, -0.75, 0.66)",4.48,1.1
2014,"(14.94, 5.94, 6.43)","(243,57,0)","(0.01, -0.75, 0.66)",10.65,0.21
2014,"(59.28, 24.21, 26.23)","(243,57,0)","(0.02, -0.75, 0.66)",51.88,0.69
2014,"(18.36, 3.69, 3.79)","(243,56,3)","(-0.02, 0.77, -0.64)",2.96,0.82
2014,"(15.64, 3.2, 3.29)","(243,57,0)","(-0.03, 0.78, -0.62)",2.81,0.28
2014,"(146.88, 58.04, 62.76)","(243,57,1)","(-0.01, 0.75, -0.66)",3.64,0.32
2014,"(2.01, 0.57, 0.61)","(243,57,0)","(0.01, -0.75, 0.66)",167.79,7.64
2014,"(39.8, 10.3, 10.83)","(243,55,3)","(0.01, -0.75, 0.66)",31.2,8.32
2014,"(38.47, 9.98, 10.49)","(242,55,5)","(-0.02, 0.75, -0.66)",1.41,0.04
2014,"(5.38, 1.61, 1.71)","(243,55,4)","(0.02, -0.75, 0.66)",3.69,1.03
2014,"(5.38, 1.61, 1.71)","(240,46,23)","(0.02, -0.75, 0.66)",3.69,1.03
2014,"(5.38, 1.61, 1.71)","(239,41,32)","(0.02, -0.75, 0.66)",3.69,1.03
2014,"(5.38, 1.61, 1.71)","(243,57,1)","(0.02, -0.75, 0.66)",3.69,1.03
2014,"(5.38, 1.61, 1.71)","(243,57,0)","(0.02, -0.75, 0.66)",3.69,1.03
2014,"(6.38, 1.78, 1.88)","(243,57,0)","(-0.01, 0.75, -0.66)",1.03,1.5
2014,"(5.14, 1.3, 1.36)","(243,57,0)","(0.01, -0.74, 0.67)",1.43,1.99
2014,"(4.99, 1.3, 1.37)","(243,57,0)","(-0.01, 0.75, -0.66)",0.15,0.63
2014,"(4.01, 0.98, 1.02)","(243,57,0)","(-0.02, 0.75, -0.66)",1.09,1.31
2014,"(3.12, 0.69, 0.72)","(243,57,0)","(-0.02, 0.76, -0.65)",0.98,1.7
2014,"(2.01, 0.45, 0.47)","(243,57,0)","(-0.01, 0.75, -0.67)",1.16,0.21
2014,"(3.13, 0.68, 0.71)","(243,57,0)","(0.02, -0.75, 0.66)",1.17,0.5
2014,"(4.53, 1.11, 1.16)","(243,57,0)","(0.01, -0.75, 0.66)",1.53,2.08
2014,"(4.18, 1.05, 1.1)","(243,57,0)","(-0.01, 0.75, -0.66)",0.36,0.48
2014,"(3.87, 0.84, 0.88)","(243,57,0)","(0.01, -0.75, 0.66)",1.49,0.81
2014,"(3.12, 0.82, 0.87)","(243,57,0)","(-0.01, 0.75, -0.66)",0.75,3.52
2014,"(1.69, 0.51, 0.54)","(243,57,0)","(-0.01, 0.75, -0.66)",1.5,2.76
2014,"(1.38, 0.34, 0.36)","(243,57,0)","(-0.02, 0.76, -0.65)",0.4,3.99
2014,"(3.12, 0.62, 0.64)","(243,57,0)","(0.02, -0.77, 0.64)",1.78,3.81
2014,"(10.46, 3.29, 3.51)","(243,57,0)","(0.01, -0.75, 0.66)",8.32,8.77
2014,"(8.24, 2.88, 3.09)","(243,57,0)","(-0.01, 0.75, -0.66)",2.3,2.44
2014,"(0.66, 0.16, 0.16)","(243,57,0)","(0.02, -0.77, 0.64)",8.57,8.25
2014,"(1.79, 0.36, 0.37)","(243,57,0)","(0.04, -0.81, 0.58)",1.17,2.85
2014,"(2.87, 0.58, 0.6)","(243,57,0)","(0.02, -0.76, 0.65)",1.13,0.14
2014,"(3, 0.61, 0.62)","(243,57,0)","(-0.01, 0.74, -0.67)",0.13,0.15
2014,"(3.93, 0.83, 0.86)","(243,57,0)","(0.01, -0.75, 0.66)",0.99,0.76
2014,"(3.25, 0.79, 0.82)","(243,57,0)","(-0.01, 0.75, -0.66)",0.68,2.39
2014,"(2.27, 0.59, 0.62)","(243,57,0)","(0.02, -0.76, 0.65)",1.02,1.36
2014,"(5.38, 1.61, 1.71)","(241,48,17)","(0.02, -0.75, 0.66)",3.69,1.03
2014,"(5.38, 1.61, 1.71)","(237,30,53)","(0.02, -0.75, 0.66)",3.69,1.03
2013,"(59.65, 38.47, 46.17)","(243,57,0)","(0.54, -0.84, 0)",4.79,0.05
2013,"(56.31, 36.32, 43.5)","(243,57,0)","(-0.54, 0.84, 0)",17.34,0.61
2013,"(38.67, 24.94, 28.49)","(242,53,7)","(-0.54, 0.84, 0)",0.61,0.06
2013,"(38.67, 24.94, 28.49)","(242,52,10)","(-0.54, 0.84, 0)",0.61,0.06
2013,"(38.67, 24.94, 28.49)","(243,56,1)","(-0.54, 0.84, 0)",0.61,0.06
2013,"(38.67, 24.94, 28.49)","(243,56,3)","(-0.54, 0.84, 0)",0.61,0.06
2013,"(38.67, 24.94, 28.49)","(243,55,3)","(-0.54, 0.84, 0)",0.61,0.06
2013,"(38.67, 24.94, 28.49)","(243,56,2)","(-0.54, 0.84, 0)",0.61,0.06
2013,"(38.67, 24.94, 28.49)","(242,54,5)","(-0.54, 0.84, 0)",0.61,0.06
2013,"(38.67, 24.94, 28.49)","(241,50,14)","(-0.54, 0.84, 0)",0.61,0.06
2013,"(38.67, 24.94, 28.49)","(242,53,8)","(-0.54, 0.84, 0)",0.61,0.06
2013,"(38.67, 24.94, 28.49)","(242,52,9)","(-0.54, 0.84, 0)",0.61,0.06
2013,"(38.67, 24.94, 28.49)","(240,45,24)","(-0.54, 0.84, 0)",0.61,0.06
2013,"(38.67, 24.94, 28.49)","(240,46,22)","(-0.54, 0.84, 0)",0.61,0.06
2013,"(7.85, 5.06, 5.88)","(243,57,1)","(0.54, -0.84, 0.01)",5.54,0.97
2013,"(11.91, 7.68, 8.59)","(243,57,0)","(0.53, -0.85, 0.02)",1.76,0.3
2013,"(13.22, 8.52, 9.42)","(243,57,0)","(0.52, -0.85, 0.04)",0.29,0.11
2013,"(12.99, 8.38, 9.3)","(243,57,0)","(0.48, -0.87, 0.12)",0.41,0.27
2013,"(13.24, 8.54, 9.58)","(243,57,0)","(0.54, -0.84, 0)",3.59,0.75
2013,"(10.58, 6.82, 7.88)","(243,57,0)","(-0.54, 0.84, 0)",6.57,1.27
2013,"(5.82, 3.75, 4.55)","(243,57,0)","(-0.54, 0.84, 0)",0.78,0.23
2013,"(6.35, 4.1, 5.01)","(243,57,0)","(-0.53, 0.85, -0.02)",0.22,0.16
2013,"(6.19, 3.99, 4.91)","(243,57,0)","(-0.67, 0.7, 0.27)",0.09,0.03
2013,"(6.12, 3.95, 4.86)","(243,57,0)","(-0.53, 0.85, -0.02)",0.19,0.15
2013,"(5.98, 3.85, 4.77)","(243,57,0)","(-0.52, 0.86, -0.04)",0.28,0.15
2013,"(5.77, 3.72, 4.63)","(243,57,0)","(-0.43, 0.89, -0.17)",0.18,0.08
2013,"(5.9, 3.8, 4.72)","(243,57,0)","(0.44, -0.88, 0.17)",28.17,2.2
2013,"(26.18, 16.88, 19.26)","(243,57,0)","(0.54, -0.84, 0)",17.5,0.04
2013,"(38.67, 24.94, 28.49)","(243,57,0)","(-0.54, 0.84, 0)",0.61,0.06
2013,"(38.67, 24.94, 28.49)","(243,57,1)","(-0.54, 0.84, 0)",0.61,0.06
2013,"(46.28, 29.85, 36.33)","(243,57,0)","(0.54, -0.84, 0)",1.67,0.02
2013,"(45.12, 29.1, 35.39)","(243,57,0)","(-0.55, 0.84, 0)",8.47,0.34
2013,"(39.03, 25.17, 31.01)","(243,57,0)","(-0.54, 0.84, 0)",1.29,0.58
2013,"(40.1, 25.87, 31.17)","(243,57,0)","(0.54, -0.84, 0)",7.42,0.76
2013,"(45.68, 29.46, 34.49)","(243,57,0)","(0.47, -0.88, 0.09)",1.88,0.01
2013,"(44.34, 28.6, 33.49)","(243,57,0)","(-0.54, 0.84, 0)",6.76,0.16
2013,"(39.48, 25.46, 30)","(243,57,0)","(-0.54, 0.84, 0)",2.09,0.56
2013,"(41.16, 26.54, 30.61)","(243,57,0)","(0.54, -0.84, 0)",19.91,0.35
2013,"(27.07, 17.46, 19.86)","(243,57,0)","(-0.54, 0.84, 0)",20.92,0.28
2013,"(12.14, 7.83, 8.81)","(243,57,0)","(0.54, -0.84, 0)",4.9,1.05
2013,"(15.82, 10.2, 11.01)","(243,57,0)","(-0.54, 0.84, 0)",6.78,0.02
2013,"(10.9, 7.03, 7.58)","(243,57,0)","(0.54, -0.84, 0.01)",2.61,0.34
2013,"(8.98, 5.79, 6.33)","(243,57,0)","(-0.23, -0.48, 0.84)",2.32,0.67
2013,"(7.25, 4.68, 5.25)","(243,57,0)","(0.53, -0.85, 0.04)",2.2,1.04
2013,"(5.61, 3.62, 4.23)","(243,57,1)","(-0.54, 0.84, -0.01)",3.03,1.28
2013,"(3.41, 2.2, 2.7)","(243,57,1)","(-0.53, 0.85, -0.02)",6.16,1.44
2013,"(11.66, 7.51, 7.97)","(243,57,0)","(0.45, -0.88, 0.16)",11.51,0.67
2013,"(19.91, 12.83, 13.98)","(243,57,0)","(0.54, -0.84, 0)",0.75,0.99
2013,"(20.12, 12.97, 14.69)","(243,57,0)","(-0.54, 0.84, 0)",7.77,1.16
2013,"(14.38, 9.27, 10.98)","(243,57,0)","(-0.54, 0.84, 0)",8.24,0.67
2013,"(8.49, 5.47, 6.65)","(243,57,0)","(-0.52, 0.86, -0.04)",26.62,1.85
2013,"(27.73, 17.88, 20.23)","(243,57,0)","(0.54, -0.84, 0)",37.81,0.64
2013,"(54.43, 35.1, 40.72)","(243,57,0)","(0.54, -0.84, 0)",11.68,1.29
2013,"(61.73, 39.82, 48.52)","(243,57,0)","(-0.54, 0.84, 0)",3.3,0.08
2013,"(63.98, 41.27, 50.45)","(243,57,0)","(0.54, -0.84, 0)",5.46,0.39
2013,"(68.08, 43.91, 52.9)","(243,57,0)","(-0.53, 0.85, -0.02)",6.32,0.06
2013,"(63.59, 41.01, 49.52)","(243,57,0)","(-0.54, 0.84, 0)",11.95,0.34
2013,"(54.98, 35.46, 43.37)","(243,57,0)","(-0.54, 0.84, -0.01)",11.52,0.43
2013,"(46.68, 30.11, 37.43)","(243,57,0)","(-0.54, 0.84, -0.01)",0.72,0.23
2013,"(47.27, 30.49, 37.57)","(243,57,0)","(0.54, -0.84, 0.01)",3.9,0.39
2013,"(50.2, 32.38, 39.32)","(243,57,0)","(0.55, -0.84, -0.01)",3.5,0.04
2013,"(47.72, 30.78, 37.43)","(243,57,0)","(-0.53, 0.84, -0.01)",2.04,0.02
2013,"(1.23, 0.8, 0.97)","(243,57,0)","(0.51, -0.86, 0.05)",0.55,1.27
2013,"(1.64, 1.06, 1.23)","(243,57,0)","(-0.56, 0.83, 0.02)",1.24,1.98
2013,"(0.78, 0.5, 0.54)","(243,57,0)","(-0.47, 0.87, -0.15)",2.31,2.31
2013,"(2.4, 1.54, 1.82)","(243,57,0)","(0.54, -0.84, 0.01)",5.73,0.47
2013,"(6.49, 4.18, 4.84)","(243,57,0)","(0.54, -0.84, 0.01)",0.75,0.04
2013,"(7.02, 4.53, 5.24)","(243,57,0)","(-0.54, 0.84, 0)",5.93,0.34
2013,"(2.79, 1.8, 2.11)","(243,57,0)","(-0.55, 0.84, 0.01)",3.86,2.23
2013,"(5.66, 3.65, 3.92)","(243,57,0)","(0.55, -0.83, -0.02)",18.8,0.87
2013,"(19.14, 12.34, 13.72)","(243,57,0)","(0.54, -0.84, 0)",5.16,0.19
2013,"(22.9, 14.76, 16.29)","(243,57,0)","(-0.54, 0.84, 0)",15.38,0.02
2013,"(11.8, 7.61, 8.4)","(243,57,0)","(-0.54, 0.84, 0)",11.95,0.56
2013,"(3.16, 2.04, 2.3)","(243,57,0)","(-0.53, 0.84, -0.01)",3.41,1.33
2013,"(5.68, 3.66, 3.92)","(243,57,0)","(0.54, -0.84, 0.01)",2.67,0.13
2013,"(7.61, 4.91, 5.28)","(243,57,1)","(0.46, -0.87, 0.15)",0.08,0.04
2013,"(7.56, 4.87, 5.24)","(243,57,0)","(-0.51, 0.86, -0.07)",1.33,0.23
2013,"(6.61, 4.26, 4.54)","(243,57,0)","(-0.51, 0.86, -0.07)",6.92,0.12
2013,"(0.96, 0.62, 0.67)","(243,57,0)","(0.53, -0.85, 0.02)",0.5,1.43
2013,"(1.3, 0.84, 0.96)","(243,57,0)","(0.56, -0.83, -0.02)",0.42,1.57
2013,"(1.57, 1.01, 1.23)","(243,57,0)","(-0.51, 0.86, -0.05)",0.99,0.32
2013,"(0.87, 0.56, 0.69)","(243,57,0)","(-0.5, 0.86, -0.07)",0.56,0.75
2013,"(1.27, 0.82, 0.98)","(243,57,0)","(0.54, -0.84, 0)",1.15,0.22
2013,"(2.09, 1.34, 1.6)","(243,57,0)","(-0.55, 0.83, 0.02)",3.14,1.79
2013,"(4.39, 2.83, 3.14)","(243,57,0)","(0.53, -0.85, 0.03)",9.53,1.09
2013,"(11.12, 7.17, 8.3)","(243,57,0)","(0.54, -0.84, 0)",6.9,0.77
2013,"(15.89, 10.25, 12.22)","(243,57,0)","(0.56, -0.82, -0.04)",1.61,0.01
2013,"(17.03, 10.98, 13.1)","(243,57,0)","(0.55, -0.84, -0.01)",10.97,0.06
2013,"(9.29, 5.99, 7.13)","(243,57,0)","(-0.54, 0.84, 0)",11.31,0.8
2013,"(1.29, 0.83, 1.02)","(243,57,0)","(-0.48, 0.87, -0.09)",2.38,1.71
2013,"(3.01, 1.94, 2.23)","(243,57,0)","(0.54, -0.84, 0)",2.22,0.85
2013,"(4.63, 2.99, 3.32)","(243,57,0)","(0.25, -0.84, 0.49)",0.56,0.24
2013,"(4.24, 2.73, 3.01)","(243,57,0)","(-0.53, 0.85, -0.03)",3.02,0.09
2013,"(2.06, 1.33, 1.46)","(243,57,0)","(-0.52, 0.85, -0.04)",1.1,2.7
2013,"(6.98, 4.5, 5.06)","(243,57,0)","(0.54, -0.84, 0.01)",1.54,0.87
2013,"(8.15, 5.26, 5.71)","(243,57,0)","(-0.54, 0.84, 0.01)",1.23,0.46
2013,"(7.3, 4.71, 5.02)","(243,57,0)","(0.58, -0.81, -0.09)",1.48,0.24
2013,"(6.21, 4, 4.31)","(243,57,0)","(0.55, -0.84, -0.02)",0.62,0.19
2013,"(5.75, 3.7, 4.02)","(243,57,0)","(0.55, -0.84, -0.01)",2.13,0.82
2013,"(4.17, 2.68, 3.01)","(243,57,0)","(-0.53, 0.85, -0.02)",3.15,0.93
2013,"(1.88, 1.22, 1.41)","(243,57,0)","(-0.53, 0.85, -0.02)",0.75,1.41
2013,"(1.37, 0.88, 0.97)","(243,57,0)","(0.55, -0.84, -0.01)",6.09,2.93
2013,"(5.58, 3.6, 4.43)","(243,57,0)","(0.57, -0.82, -0.05)",2.62,0.23
2013,"(7.39, 4.77, 5.92)","(243,57,0)","(-0.54, 0.84, -0.01)",4.64,0.17
2013,"(10.61, 6.84, 8.55)","(243,57,0)","(0.29, -0.89, 0.35)",7.52,0.1
2013,"(5.38, 3.47, 4.32)","(243,57,0)","(-0.54, 0.84, 0)",7.29,2.07
2013,"(0.31, 0.2, 0.23)","(243,57,0)","(0.49, -0.86, 0.11)",0.36,0.26
2013,"(0.57, 0.37, 0.42)","(243,57,0)","(0.56, -0.83, -0.04)",0.54,1.27
2013,"(0.97, 0.63, 0.68)","(243,57,0)","(0.27, 0.46, -0.85)",0.08,0.3
2013,"(0.92, 0.59, 0.64)","(243,57,0)","(-0.44, 0.88, -0.19)",0.06,0.16
2013,"(5.47, 3.53, 3.93)","(243,57,0)","(-0.54, 0.84, 0)",4.22,2.92
2013,"(8.21, 5.3, 6.6)","(243,57,0)","(0.48, -0.87, 0.11)",17.24,1.62
2013,"(20.59, 13.28, 15.56)","(243,57,1)","(0.54, -0.84, 0)",3.14,1.58
2013,"(23.13, 14.91, 16.43)","(243,57,1)","(-0.54, 0.84, 0)",16.59,0.32
2013,"(11.19, 7.22, 7.85)","(243,57,0)","(-0.55, 0.84, 0.01)",9.51,0.21
2013,"(4.3, 2.77, 3.04)","(243,57,0)","(0.6, -0.79, -0.13)",0.96,0.66
2013,"(3.63, 2.34, 2.5)","(243,57,0)","(-0.47, 0.87, -0.13)",0.75,0.07
2013,"(4.17, 2.69, 2.88)","(243,57,0)","(0.54, -0.84, 0)",2.2,0.15
2013,"(5.76, 3.71, 4)","(243,57,0)","(0.53, -0.85, 0.03)",9.14,2.52
2013,"(12.05, 7.77, 9.24)","(243,57,0)","(0.54, -0.84, 0)",0.98,0.78
2013,"(12.61, 8.13, 9.96)","(243,57,0)","(-0.54, 0.84, 0)",1.77,0.62
2013,"(11.46, 7.39, 8.84)","(243,57,0)","(-0.71, 0.61, 0.35)",10.1,2.98
2013,"(4.49, 2.89, 3.08)","(243,57,0)","(0.46, -0.87, 0.15)",1.19,0.07
2013,"(3.62, 2.33, 2.49)","(243,57,0)","(-0.5, 0.86, -0.09)",1.16,2.32
2013,"(2.72, 1.75, 2.05)","(243,57,0)","(0.53, -0.85, 0.02)",1.56,0.98
2013,"(3.78, 2.44, 2.96)","(243,57,0)","(-0.55, 0.84, 0.01)",4.35,1.99
2013,"(6.35, 4.09, 4.56)","(243,57,0)","(-0.54, 0.84, -0.01)",4.89,0.11
2013,"(2.83, 1.82, 2.04)","(243,57,0)","(-0.54, 0.84, 0)",1.18,1.02
2013,"(1.96, 1.26, 1.47)","(243,57,0)","(0.54, -0.84, 0.01)",0.7,0.68
2013,"(2.47, 1.6, 1.81)","(243,57,0)","(-0.54, 0.84, -0.01)",1.8,1.11
2013,"(1.2, 0.77, 0.84)","(243,57,0)","(0.54, -0.84, 0)",0.25,0.13
2013,"(1.38, 0.89, 0.97)","(243,57,0)","(-0.22, 0.84, -0.49)",0.74,0.43
2013,"(0.84, 0.54, 0.6)","(243,57,0)","(-0.55, 0.84, 0.01)",3.27,1.63
2013,"(3.14, 2.02, 2.39)","(243,57,0)","(0.54, -0.84, 0.01)",4.7,0.17
2013,"(6.48, 4.17, 4.9)","(243,57,1)","(0.53, -0.85, 0.01)",0.44,0.07
2013,"(6.79, 4.38, 5.13)","(243,57,1)","(-0.52, 0.85, -0.03)",2.68,0.22
2013,"(4.9, 3.16, 3.67)","(243,57,0)","(-0.54, 0.84, 0)",0.74,0.88
2013,"(5.47, 3.53, 3.96)","(243,57,0)","(0.54, -0.84, 0.01)",2.76,0.05
2013,"(7.46, 4.81, 5.39)","(243,57,0)","(-0.48, 0.87, -0.14)",0.36,0.04
2013,"(7.2, 4.64, 5.21)","(243,57,0)","(-0.49, 0.86, -0.12)",1.9,0.47
2013,"(5.81, 3.74, 4.28)","(243,57,0)","(-0.54, 0.84, 0)",2.12,0.37
2013,"(7.35, 4.74, 5.34)","(243,57,0)","(0.54, -0.84, 0)",2.64,0.29
2013,"(11.26, 7.26, 7.86)","(243,57,0)","(0.53, -0.85, 0.02)",2.69,0.36
2013,"(9.28, 5.98, 6.57)","(243,57,0)","(-0.53, 0.84, -0.01)",6.16,1.19
2013,"(4.77, 3.08, 3.54)","(243,57,0)","(-0.54, 0.84, -0.01)",14.72,1.42
2013,"(15.5, 9.99, 10.87)","(243,57,0)","(0.54, -0.84, 0.01)",5.67,0.19
2013,"(19.64, 12.66, 13.67)","(243,57,0)","(-0.54, 0.84, 0)",6.82,0.18
2013,"(24.63, 15.88, 17.02)","(243,57,0)","(0.54, -0.84, 0.01)",1.58,0.18
2013,"(25.73, 16.59, 17.91)","(243,57,0)","(0.55, -0.84, -0.01)",13.84,0.24
2013,"(15.65, 10.09, 11)","(243,57,0)","(-0.54, 0.84, 0)",15.47,0.52
2013,"(4.43, 2.86, 3.18)","(243,57,0)","(-0.53, 0.84, -0.02)",0.81,0.27
2013,"(3.86, 2.48, 2.74)","(243,57,0)","(0.51, -0.86, 0.07)",2.17,0.32
2013,"(2.28, 1.47, 1.64)","(243,57,0)","(-0.53, 0.85, -0.02)",2.17,0.27
2013,"(0.72, 0.46, 0.52)","(243,57,0)","(0.54, -0.84, 0.01)",0.6,0.53
2013,"(1.14, 0.74, 0.84)","(243,57,0)","(0.54, -0.84, 0.01)",0.45,0.17
2013,"(0.82, 0.53, 0.6)","(243,57,0)","(-0.52, 0.85, -0.05)",0.87,1.79
