Major_dist,Major_link,Major_points
7.07,18,({259.5, 178.5, 0}{266.5, 177.5, 0})
10.63,17,({259.5, 178.5, 0}{267.5, 185.5, 0})
11,14,({259.5, 178.5, 0}{270.5, 178.5, 0})
11.88,15,({259.5, 178.5, 0}{270.5, 174, 0})
16.5,11,({259.5, 178.5, 0}{276, 178.5, 0})
19.42,12,({273, 140.5, 0}{289, 151.5, 0})
21.54,43,({273, 140.5, 0}{253, 132.5, 0})
21.78,29,({273, 140.5, 0}{291.5, 129, 0})
24.04,46,({273, 140.5, 0}{266, 117.5, 0})
24.68,13,({273, 140.5, 0}{297.5, 143.5, 0})
0.71,30,({307.5, 127, 0}{307, 126.5, 0})
4.03,32,({307.5, 127, 0}{307, 123, 0})
4.61,25,({307.5, 127, 0}{308.5, 131.5, 0})
10.12,24,({307.5, 127, 0}{316, 132.5, 0})
12.75,22,({307.5, 127, 0}{298, 135.5, 0})
4.03,31,({291.5, 129, 0}{293.5, 125.5, 0})
9.19,22,({291.5, 129, 0}{298, 135.5, 0})
9.19,21,({291.5, 129, 0}{298, 135.5, 0})
15.69,13,({291.5, 129, 0}{297.5, 143.5, 0})
15.7,30,({291.5, 129, 0}{307, 126.5, 0})
0.71,28,({307, 126.5, 0}{307.5, 127, 0})
3.5,32,({307, 126.5, 0}{307, 123, 0})
5.22,25,({307, 126.5, 0}{308.5, 131.5, 0})
10.82,24,({307, 126.5, 0}{316, 132.5, 0})
12.73,22,({307, 126.5, 0}{298, 135.5, 0})
4.03,29,({293.5, 125.5, 0}{291.5, 129, 0})
10.97,22,({293.5, 125.5, 0}{298, 135.5, 0})
10.97,21,({293.5, 125.5, 0}{298, 135.5, 0})
13.54,30,({293.5, 125.5, 0}{307, 126.5, 0})
13.73,32,({293.5, 125.5, 0}{307, 123, 0})
3.5,30,({307, 123, 0}{307, 126.5, 0})
4.03,28,({307, 123, 0}{307.5, 127, 0})
8.63,25,({307, 123, 0}{308.5, 131.5, 0})
13.09,24,({307, 123, 0}{316, 132.5, 0})
13.54,41,({307, 123, 0}{306, 109.5, 0})
7.83,38,({251.5, 198, 0}{244.5, 194.5, 0})
9.06,40,({251.5, 198, 0}{242.5, 199, 0})
15.13,47,({251.5, 198, 0}{236.5, 200, 0})
15.3,48,({251.5, 198, 0}{236.5, 201, 0})
20.3,17,({251.5, 198, 0}{267.5, 185.5, 0})
1.12,35,({251.5, 154.5, 0}{250.5, 155, 0})
18.12,51,({251.5, 154.5, 0}{244, 138, 0})
22.05,43,({251.5, 154.5, 0}{253, 132.5, 0})
25.3,26,({251.5, 154.5, 0}{259.5, 178.5, 0})
25.66,27,({251.5, 154.5, 0}{273, 140.5, 0})
1.12,34,({250.5, 155, 0}{251.5, 154.5, 0})
18.2,51,({250.5, 155, 0}{244, 138, 0})
22.64,43,({250.5, 155, 0}{253, 132.5, 0})
25.16,26,({250.5, 155, 0}{259.5, 178.5, 0})
26.77,27,({250.5, 155, 0}{273, 140.5, 0})
2.12,37,({272, 229, 0}{270.5, 230.5, 0})
17.07,52,({272, 229, 0}{273.5, 246, 0})
20.01,20,({272, 229, 0}{276.5, 209.5, 0})
27.52,19,({272, 229, 0}{273, 201.5, 0})
28.57,55,({272, 229, 0}{243.5, 231, 0})
2.12,36,({270.5, 230.5, 0}{272, 229, 0})
15.79,52,({270.5, 230.5, 0}{273.5, 246, 0})
21.84,20,({270.5, 230.5, 0}{276.5, 209.5, 0})
27,55,({270.5, 230.5, 0}{243.5, 231, 0})
29.11,19,({270.5, 230.5, 0}{273, 201.5, 0})
4.92,40,({244.5, 194.5, 0}{242.5, 199, 0})
7.83,33,({244.5, 194.5, 0}{251.5, 198, 0})
9.71,47,({244.5, 194.5, 0}{236.5, 200, 0})
10.31,48,({244.5, 194.5, 0}{236.5, 201, 0})
20.81,54,({244.5, 194.5, 0}{232.5, 211.5, 0})
7.57,44,({371.5, 173, 0}{379, 174, 0})
43.42,16,({371.5, 173, 0}{337.5, 200, 0})
43.6,7,({371.5, 173, 0}{332.5, 192.5, 0})
46.01,23,({371.5, 173, 0}{340.5, 207, 0})
54.95,2,({371.5, 173, 0}{318.5, 187.5, 0})
4.92,38,({242.5, 199, 0}{244.5, 194.5, 0})
6.08,47,({242.5, 199, 0}{236.5, 200, 0})
6.32,48,({242.5, 199, 0}{236.5, 201, 0})
9.06,33,({242.5, 199, 0}{251.5, 198, 0})
16.01,54,({242.5, 199, 0}{232.5, 211.5, 0})
11.01,42,({306, 109.5, 0}{295, 109, 0})
13.54,32,({306, 109.5, 0}{307, 123, 0})
17.03,30,({306, 109.5, 0}{307, 126.5, 0})
17.56,28,({306, 109.5, 0}{307.5, 127, 0})
20.3,31,({306, 109.5, 0}{293.5, 125.5, 0})
11.01,41,({295, 109, 0}{306, 109.5, 0})
11.51,45,({295, 109, 0}{283.5, 109.5, 0})
16.57,31,({295, 109, 0}{293.5, 125.5, 0})
18.44,32,({295, 109, 0}{307, 123, 0})
20.3,29,({295, 109, 0}{291.5, 129, 0})
10.55,51,({253, 132.5, 0}{244, 138, 0})
19.85,46,({253, 132.5, 0}{266, 117.5, 0})
20.06,60,({253, 132.5, 0}{251.5, 112.5, 0})
20.06,59,({253, 132.5, 0}{251.5, 112.5, 0})
21.32,49,({253, 132.5, 0}{266.5, 116, 0})
7.57,39,({379, 174, 0}{371.5, 173, 0})
48.97,16,({379, 174, 0}{337.5, 200, 0})
50.04,7,({379, 174, 0}{332.5, 192.5, 0})
50.71,23,({379, 174, 0}{340.5, 207, 0})
57.37,58,({379, 174, 0}{372.5, 231, 0})
11.51,42,({283.5, 109.5, 0}{295, 109, 0})
18.2,49,({283.5, 109.5, 0}{266.5, 116, 0})
18.87,31,({283.5, 109.5, 0}{293.5, 125.5, 0})
19.24,46,({283.5, 109.5, 0}{266, 117.5, 0})
21.08,29,({283.5, 109.5, 0}{291.5, 129, 0})
1.58,49,({266, 117.5, 0}{266.5, 116, 0})
15.34,60,({266, 117.5, 0}{251.5, 112.5, 0})
15.34,59,({266, 117.5, 0}{251.5, 112.5, 0})
19.24,45,({266, 117.5, 0}{283.5, 109.5, 0})
19.85,43,({266, 117.5, 0}{253, 132.5, 0})
1,48,({236.5, 200, 0}{236.5, 201, 0})
6.08,40,({236.5, 200, 0}{242.5, 199, 0})
9.71,38,({236.5, 200, 0}{244.5, 194.5, 0})
12.18,54,({236.5, 200, 0}{232.5, 211.5, 0})
13.2,56,({236.5, 200, 0}{231, 212, 0})
1,47,({236.5, 201, 0}{236.5, 200, 0})
6.32,40,({236.5, 201, 0}{242.5, 199, 0})
10.31,38,({236.5, 201, 0}{244.5, 194.5, 0})
11.24,54,({236.5, 201, 0}{232.5, 211.5, 0})
12.3,56,({236.5, 201, 0}{231, 212, 0})
1.58,46,({266.5, 116, 0}{266, 117.5, 0})
15.4,60,({266.5, 116, 0}{251.5, 112.5, 0})
15.4,59,({266.5, 116, 0}{251.5, 112.5, 0})
18.2,45,({266.5, 116, 0}{283.5, 109.5, 0})
19.01,67,({266.5, 116, 0}{258, 99, 0})
3.04,53,({338, 110.5, 0}{337.5, 107.5, 0})
16.38,62,({338, 110.5, 0}{334.5, 94.5, 0})
31.11,24,({338, 110.5, 0}{316, 132.5, 0})
32.02,41,({338, 110.5, 0}{306, 109.5, 0})
33.43,32,({338, 110.5, 0}{307, 123, 0})
10.55,43,({244, 138, 0}{253, 132.5, 0})
18.12,34,({244, 138, 0}{251.5, 154.5, 0})
18.2,35,({244, 138, 0}{250.5, 155, 0})
26.58,60,({244, 138, 0}{251.5, 112.5, 0})
26.58,59,({244, 138, 0}{251.5, 112.5, 0})
15.79,37,({273.5, 246, 0}{270.5, 230.5, 0})
17.07,36,({273.5, 246, 0}{272, 229, 0})
33.54,55,({273.5, 246, 0}{243.5, 231, 0})
36.62,20,({273.5, 246, 0}{276.5, 209.5, 0})
44.5,19,({273.5, 246, 0}{273, 201.5, 0})
3.04,50,({337.5, 107.5, 0}{338, 110.5, 0})
13.34,62,({337.5, 107.5, 0}{334.5, 94.5, 0})
31.56,41,({337.5, 107.5, 0}{306, 109.5, 0})
32.97,24,({337.5, 107.5, 0}{316, 132.5, 0})
34.21,32,({337.5, 107.5, 0}{307, 123, 0})
1.58,56,({232.5, 211.5, 0}{231, 212, 0})
9.06,65,({232.5, 211.5, 0}{223.5, 212.5, 0})
11.18,64,({232.5, 211.5, 0}{222.5, 206.5, 0})
11.24,48,({232.5, 211.5, 0}{236.5, 201, 0})
12.18,47,({232.5, 211.5, 0}{236.5, 200, 0})
15.13,68,({243.5, 231, 0}{228.5, 233, 0})
22.39,54,({243.5, 231, 0}{232.5, 211.5, 0})
22.74,56,({243.5, 231, 0}{231, 212, 0})
27,37,({243.5, 231, 0}{270.5, 230.5, 0})
27.24,65,({243.5, 231, 0}{223.5, 212.5, 0})
1.58,54,({231, 212, 0}{232.5, 211.5, 0})
7.52,65,({231, 212, 0}{223.5, 212.5, 0})
10.12,64,({231, 212, 0}{222.5, 206.5, 0})
12.3,48,({231, 212, 0}{236.5, 201, 0})
13.2,47,({231, 212, 0}{236.5, 200, 0})
10.59,61,({223.5, 182, 0}{220, 192, 0})
13.12,63,({223.5, 182, 0}{219.5, 194.5, 0})
22.2,47,({223.5, 182, 0}{236.5, 200, 0})
23.02,48,({223.5, 182, 0}{236.5, 201, 0})
24.44,38,({223.5, 182, 0}{244.5, 194.5, 0})
10.55,66,({372.5, 231, 0}{373.5, 241.5, 0})
40,23,({372.5, 231, 0}{340.5, 207, 0})
46.75,16,({372.5, 231, 0}{337.5, 200, 0})
55.52,7,({372.5, 231, 0}{332.5, 192.5, 0})
57.37,44,({372.5, 231, 0}{379, 174, 0})
0,60,({251.5, 112.5, 0}{251.5, 112.5, 0})
14.98,67,({251.5, 112.5, 0}{258, 99, 0})
15.34,46,({251.5, 112.5, 0}{266, 117.5, 0})
15.4,49,({251.5, 112.5, 0}{266.5, 116, 0})
20.06,43,({251.5, 112.5, 0}{253, 132.5, 0})
0,59,({251.5, 112.5, 0}{251.5, 112.5, 0})
14.98,67,({251.5, 112.5, 0}{258, 99, 0})
15.34,46,({251.5, 112.5, 0}{266, 117.5, 0})
15.4,49,({251.5, 112.5, 0}{266.5, 116, 0})
20.06,43,({251.5, 112.5, 0}{253, 132.5, 0})
2.55,63,({220, 192, 0}{219.5, 194.5, 0})
10.59,57,({220, 192, 0}{223.5, 182, 0})
14.71,64,({220, 192, 0}{222.5, 206.5, 0})
18.34,47,({220, 192, 0}{236.5, 200, 0})
18.79,48,({220, 192, 0}{236.5, 201, 0})
13.34,53,({334.5, 94.5, 0}{337.5, 107.5, 0})
16.38,50,({334.5, 94.5, 0}{338, 110.5, 0})
32.21,41,({334.5, 94.5, 0}{306, 109.5, 0})
39.6,32,({334.5, 94.5, 0}{307, 123, 0})
42.08,42,({334.5, 94.5, 0}{295, 109, 0})
2.55,61,({219.5, 194.5, 0}{220, 192, 0})
12.37,64,({219.5, 194.5, 0}{222.5, 206.5, 0})
13.12,57,({219.5, 194.5, 0}{223.5, 182, 0})
17.87,47,({219.5, 194.5, 0}{236.5, 200, 0})
18.2,48,({219.5, 194.5, 0}{236.5, 201, 0})
6.08,65,({222.5, 206.5, 0}{223.5, 212.5, 0})
10.12,56,({222.5, 206.5, 0}{231, 212, 0})
11.18,54,({222.5, 206.5, 0}{232.5, 211.5, 0})
12.37,63,({222.5, 206.5, 0}{219.5, 194.5, 0})
14.71,61,({222.5, 206.5, 0}{220, 192, 0})
6.08,64,({223.5, 212.5, 0}{222.5, 206.5, 0})
7.52,56,({223.5, 212.5, 0}{231, 212, 0})
9.06,54,({223.5, 212.5, 0}{232.5, 211.5, 0})
17.36,48,({223.5, 212.5, 0}{236.5, 201, 0})
18.03,47,({223.5, 212.5, 0}{236.5, 200, 0})
10.55,58,({373.5, 241.5, 0}{372.5, 231, 0})
47.74,23,({373.5, 241.5, 0}{340.5, 207, 0})
54.94,16,({373.5, 241.5, 0}{337.5, 200, 0})
63.89,7,({373.5, 241.5, 0}{332.5, 192.5, 0})
67.72,44,({373.5, 241.5, 0}{379, 174, 0})
14.98,60,({258, 99, 0}{251.5, 112.5, 0})
14.98,59,({258, 99, 0}{251.5, 112.5, 0})
19.01,49,({258, 99, 0}{266.5, 116, 0})
20.16,46,({258, 99, 0}{266, 117.5, 0})
27.58,45,({258, 99, 0}{283.5, 109.5, 0})
15.13,55,({228.5, 233, 0}{243.5, 231, 0})
21.1,65,({228.5, 233, 0}{223.5, 212.5, 0})
21.15,56,({228.5, 233, 0}{231, 212, 0})
21.87,54,({228.5, 233, 0}{232.5, 211.5, 0})
27.17,64,({228.5, 233, 0}{222.5, 206.5, 0})
2.06,1,({301.5, 196, 0}{302, 198, 0})
16.01,2,({301.5, 196, 0}{285.5, 195.5, 0})
16.32,5,({301.5, 196, 0}{294, 210.5, 0})
27.02,8,({301.5, 196, 0}{328.5, 195, 0})
27.04,6,({301.5, 196, 0}{328.5, 194.5, 0})
2.06,0,({302, 198, 0}{301.5, 196, 0})
14.84,5,({302, 198, 0}{294, 210.5, 0})
16.69,2,({302, 198, 0}{285.5, 195.5, 0})
26.67,8,({302, 198, 0}{328.5, 195, 0})
26.73,6,({302, 198, 0}{328.5, 194.5, 0})
16.01,0,({285.5, 195.5, 0}{301.5, 196, 0})
16.69,1,({285.5, 195.5, 0}{302, 198, 0})
17.24,5,({285.5, 195.5, 0}{294, 210.5, 0})
17.92,12,({285.5, 195.5, 0}{270, 204.5, 0})
20.93,13,({285.5, 195.5, 0}{272, 211.5, 0})
17.27,10,({310.5, 161, 0}{304, 145, 0})
19.91,7,({310.5, 161, 0}{298, 145.5, 0})
24.76,20,({310.5, 161, 0}{327.5, 143, 0})
28.18,14,({310.5, 161, 0}{298.5, 135.5, 0})
28.85,15,({310.5, 161, 0}{298, 135, 0})
17.46,7,({282, 152.5, 0}{298, 145.5, 0})
23.24,10,({282, 152.5, 0}{304, 145, 0})
23.69,14,({282, 152.5, 0}{298.5, 135.5, 0})
23.71,15,({282, 152.5, 0}{298, 135, 0})
23.93,31,({282, 152.5, 0}{286.5, 129, 0})
14.84,1,({294, 210.5, 0}{302, 198, 0})
16.32,0,({294, 210.5, 0}{301.5, 196, 0})
17.24,2,({294, 210.5, 0}{285.5, 195.5, 0})
22.02,13,({294, 210.5, 0}{272, 211.5, 0})
24.74,12,({294, 210.5, 0}{270, 204.5, 0})
0.5,8,({328.5, 194.5, 0}{328.5, 195, 0})
11.24,9,({328.5, 194.5, 0}{332.5, 184, 0})
13.87,18,({328.5, 194.5, 0}{334.5, 207, 0})
15.51,19,({328.5, 194.5, 0}{334, 209, 0})
16.97,25,({328.5, 194.5, 0}{340.5, 206.5, 0})
6.02,10,({298, 145.5, 0}{304, 145, 0})
10.01,14,({298, 145.5, 0}{298.5, 135.5, 0})
10.5,15,({298, 145.5, 0}{298, 135, 0})
16.29,24,({298, 145.5, 0}{303, 130, 0})
17.46,4,({298, 145.5, 0}{282, 152.5, 0})
0.5,6,({328.5, 195, 0}{328.5, 194.5, 0})
11.7,9,({328.5, 195, 0}{332.5, 184, 0})
13.42,18,({328.5, 195, 0}{334.5, 207, 0})
15.04,19,({328.5, 195, 0}{334, 209, 0})
16.62,25,({328.5, 195, 0}{340.5, 206.5, 0})
11.24,6,({332.5, 184, 0}{328.5, 194.5, 0})
11.7,8,({332.5, 184, 0}{328.5, 195, 0})
22.73,26,({332.5, 184, 0}{347, 166.5, 0})
23.05,28,({332.5, 184, 0}{347.5, 166.5, 0})
23.09,18,({332.5, 184, 0}{334.5, 207, 0})
6.02,7,({304, 145, 0}{298, 145.5, 0})
10.98,14,({304, 145, 0}{298.5, 135.5, 0})
11.66,15,({304, 145, 0}{298, 135, 0})
15.03,24,({304, 145, 0}{303, 130, 0})
16.56,29,({304, 145, 0}{312, 130.5, 0})
16.51,22,({262.5, 175, 0}{253, 188.5, 0})
19.68,32,({262.5, 175, 0}{245, 184, 0})
21.1,33,({262.5, 175, 0}{244.5, 186, 0})
29.77,4,({262.5, 175, 0}{282, 152.5, 0})
30.05,43,({262.5, 175, 0}{241, 196, 0})
7.28,13,({270, 204.5, 0}{272, 211.5, 0})
13.73,30,({270, 204.5, 0}{256.5, 207, 0})
17.92,2,({270, 204.5, 0}{285.5, 195.5, 0})
20.55,41,({270, 204.5, 0}{250.5, 211, 0})
20.55,40,({270, 204.5, 0}{250.5, 211, 0})
7.28,12,({272, 211.5, 0}{270, 204.5, 0})
15.44,37,({272, 211.5, 0}{264.5, 225, 0})
16.14,30,({272, 211.5, 0}{256.5, 207, 0})
20.93,2,({272, 211.5, 0}{285.5, 195.5, 0})
21.51,41,({272, 211.5, 0}{250.5, 211, 0})
0.71,15,({298.5, 135.5, 0}{298, 135, 0})
7.11,24,({298.5, 135.5, 0}{303, 130, 0})
10.01,7,({298.5, 135.5, 0}{298, 145.5, 0})
10.98,10,({298.5, 135.5, 0}{304, 145, 0})
12.02,34,({298.5, 135.5, 0}{302, 124, 0})
0.71,14,({298, 135, 0}{298.5, 135.5, 0})
7.07,24,({298, 135, 0}{303, 130, 0})
10.5,7,({298, 135, 0}{298, 145.5, 0})
11.66,10,({298, 135, 0}{304, 145, 0})
11.7,34,({298, 135, 0}{302, 124, 0})
0,17,({340, 161, 0}{340, 161, 0})
8.9,26,({340, 161, 0}{347, 166.5, 0})
9.3,28,({340, 161, 0}{347.5, 166.5, 0})
18.34,39,({340, 161, 0}{343.5, 143, 0})
18.34,38,({340, 161, 0}{343.5, 143, 0})
0,16,({340, 161, 0}{340, 161, 0})
8.9,26,({340, 161, 0}{347, 166.5, 0})
9.3,28,({340, 161, 0}{347.5, 166.5, 0})
18.34,39,({340, 161, 0}{343.5, 143, 0})
18.34,38,({340, 161, 0}{343.5, 143, 0})
2.06,19,({334.5, 207, 0}{334, 209, 0})
6.02,25,({334.5, 207, 0}{340.5, 206.5, 0})
13.42,8,({334.5, 207, 0}{328.5, 195, 0})
13.87,6,({334.5, 207, 0}{328.5, 194.5, 0})
16.97,21,({334.5, 207, 0}{322.5, 219, 0})
2.06,18,({334, 209, 0}{334.5, 207, 0})
6.96,25,({334, 209, 0}{340.5, 206.5, 0})
15.04,8,({334, 209, 0}{328.5, 195, 0})
15.24,21,({334, 209, 0}{322.5, 219, 0})
15.51,6,({334, 209, 0}{328.5, 194.5, 0})
16,39,({327.5, 143, 0}{343.5, 143, 0})
16,38,({327.5, 143, 0}{343.5, 143, 0})
18.82,27,({327.5, 143, 0}{313, 131, 0})
19.91,29,({327.5, 143, 0}{312, 130.5, 0})
21.91,17,({327.5, 143, 0}{340, 161, 0})
1.5,23,({322.5, 219, 0}{322.5, 220.5, 0})
15.24,19,({322.5, 219, 0}{334, 209, 0})
16.97,18,({322.5, 219, 0}{334.5, 207, 0})
21.91,25,({322.5, 219, 0}{340.5, 206.5, 0})
24.74,8,({322.5, 219, 0}{328.5, 195, 0})
8.86,33,({253, 188.5, 0}{244.5, 186, 0})
9.18,32,({253, 188.5, 0}{245, 184, 0})
14.15,43,({253, 188.5, 0}{241, 196, 0})
16.51,11,({253, 188.5, 0}{262.5, 175, 0})
18.83,30,({253, 188.5, 0}{256.5, 207, 0})
1.5,21,({322.5, 220.5, 0}{322.5, 219, 0})
16.26,19,({322.5, 220.5, 0}{334, 209, 0})
18.06,18,({322.5, 220.5, 0}{334.5, 207, 0})
22.8,25,({322.5, 220.5, 0}{340.5, 206.5, 0})
26.2,8,({322.5, 220.5, 0}{328.5, 195, 0})
6.08,34,({303, 130, 0}{302, 124, 0})
6.58,35,({303, 130, 0}{302, 123.5, 0})
7.07,15,({303, 130, 0}{298, 135, 0})
7.11,14,({303, 130, 0}{298.5, 135.5, 0})
9.01,29,({303, 130, 0}{312, 130.5, 0})
6.02,18,({340.5, 206.5, 0}{334.5, 207, 0})
6.96,19,({340.5, 206.5, 0}{334, 209, 0})
16.62,8,({340.5, 206.5, 0}{328.5, 195, 0})
16.97,6,({340.5, 206.5, 0}{328.5, 194.5, 0})
21.91,21,({340.5, 206.5, 0}{322.5, 219, 0})
0.5,28,({347, 166.5, 0}{347.5, 166.5, 0})
8.9,17,({347, 166.5, 0}{340, 161, 0})
8.9,16,({347, 166.5, 0}{340, 161, 0})
22.73,9,({347, 166.5, 0}{332.5, 184, 0})
23.76,39,({347, 166.5, 0}{343.5, 143, 0})
1.12,29,({313, 131, 0}{312, 130.5, 0})
6,36,({313, 131, 0}{313, 125, 0})
10.05,24,({313, 131, 0}{303, 130, 0})
13.04,34,({313, 131, 0}{302, 124, 0})
13.31,35,({313, 131, 0}{302, 123.5, 0})
0.5,26,({347.5, 166.5, 0}{347, 166.5, 0})
9.3,17,({347.5, 166.5, 0}{340, 161, 0})
9.3,16,({347.5, 166.5, 0}{340, 161, 0})
23.05,9,({347.5, 166.5, 0}{332.5, 184, 0})
23.84,39,({347.5, 166.5, 0}{343.5, 143, 0})
1.12,27,({312, 130.5, 0}{313, 131, 0})
5.59,36,({312, 130.5, 0}{313, 125, 0})
9.01,24,({312, 130.5, 0}{303, 130, 0})
11.93,34,({312, 130.5, 0}{302, 124, 0})
12.21,35,({312, 130.5, 0}{302, 123.5, 0})
7.21,41,({256.5, 207, 0}{250.5, 211, 0})
7.21,40,({256.5, 207, 0}{250.5, 211, 0})
13.73,12,({256.5, 207, 0}{270, 204.5, 0})
14.71,45,({256.5, 207, 0}{242, 204.5, 0})
16.14,13,({256.5, 207, 0}{272, 211.5, 0})
12.97,15,({286.5, 129, 0}{298, 135, 0})
13.65,14,({286.5, 129, 0}{298.5, 135.5, 0})
15.3,42,({286.5, 129, 0}{271.5, 126, 0})
16.14,44,({286.5, 129, 0}{271, 124.5, 0})
16.29,34,({286.5, 129, 0}{302, 124, 0})
2.06,33,({245, 184, 0}{244.5, 186, 0})
9.18,22,({245, 184, 0}{253, 188.5, 0})
12.65,43,({245, 184, 0}{241, 196, 0})
19.03,56,({245, 184, 0}{226, 183, 0})
19.06,55,({245, 184, 0}{226, 182.5, 0})
2.06,32,({244.5, 186, 0}{245, 184, 0})
8.86,22,({244.5, 186, 0}{253, 188.5, 0})
10.59,43,({244.5, 186, 0}{241, 196, 0})
18.67,45,({244.5, 186, 0}{242, 204.5, 0})
18.74,56,({244.5, 186, 0}{226, 183, 0})
0.5,35,({302, 124, 0}{302, 123.5, 0})
6.08,24,({302, 124, 0}{303, 130, 0})
11.05,36,({302, 124, 0}{313, 125, 0})
11.7,15,({302, 124, 0}{298, 135, 0})
11.93,29,({302, 124, 0}{312, 130.5, 0})
0.5,34,({302, 123.5, 0}{302, 124, 0})
6.58,24,({302, 123.5, 0}{303, 130, 0})
11.1,36,({302, 123.5, 0}{313, 125, 0})
12.18,15,({302, 123.5, 0}{298, 135, 0})
12.21,29,({302, 123.5, 0}{312, 130.5, 0})
5.59,29,({313, 125, 0}{312, 130.5, 0})
6,27,({313, 125, 0}{313, 131, 0})
11.05,34,({313, 125, 0}{302, 124, 0})
11.1,35,({313, 125, 0}{302, 123.5, 0})
11.18,24,({313, 125, 0}{303, 130, 0})
15.44,13,({264.5, 225, 0}{272, 211.5, 0})
15.5,50,({264.5, 225, 0}{264.5, 240.5, 0})
19.7,30,({264.5, 225, 0}{256.5, 207, 0})
19.8,41,({264.5, 225, 0}{250.5, 211, 0})
19.8,40,({264.5, 225, 0}{250.5, 211, 0})
0,39,({343.5, 143, 0}{343.5, 143, 0})
16,20,({343.5, 143, 0}{327.5, 143, 0})
18.34,17,({343.5, 143, 0}{340, 161, 0})
18.34,16,({343.5, 143, 0}{340, 161, 0})
23.76,26,({343.5, 143, 0}{347, 166.5, 0})
0,38,({343.5, 143, 0}{343.5, 143, 0})
16,20,({343.5, 143, 0}{327.5, 143, 0})
18.34,17,({343.5, 143, 0}{340, 161, 0})
18.34,16,({343.5, 143, 0}{340, 161, 0})
23.76,26,({343.5, 143, 0}{347, 166.5, 0})
0,41,({250.5, 211, 0}{250.5, 211, 0})
7.21,30,({250.5, 211, 0}{256.5, 207, 0})
10.7,45,({250.5, 211, 0}{242, 204.5, 0})
17.76,43,({250.5, 211, 0}{241, 196, 0})
19.8,37,({250.5, 211, 0}{264.5, 225, 0})
0,40,({250.5, 211, 0}{250.5, 211, 0})
7.21,30,({250.5, 211, 0}{256.5, 207, 0})
10.7,45,({250.5, 211, 0}{242, 204.5, 0})
17.76,43,({250.5, 211, 0}{241, 196, 0})
19.8,37,({250.5, 211, 0}{264.5, 225, 0})
1.58,44,({271.5, 126, 0}{271, 124.5, 0})
14.21,57,({271.5, 126, 0}{260.5, 117, 0})
15.3,31,({271.5, 126, 0}{286.5, 129, 0})
15.51,47,({271.5, 126, 0}{256, 126.5, 0})
15.57,46,({271.5, 126, 0}{256, 127.5, 0})
8.56,45,({241, 196, 0}{242, 204.5, 0})
10.59,33,({241, 196, 0}{244.5, 186, 0})
12.65,32,({241, 196, 0}{245, 184, 0})
14.15,22,({241, 196, 0}{253, 188.5, 0})
17.76,41,({241, 196, 0}{250.5, 211, 0})
1.58,42,({271, 124.5, 0}{271.5, 126, 0})
12.9,57,({271, 124.5, 0}{260.5, 117, 0})
15.13,47,({271, 124.5, 0}{256, 126.5, 0})
15.21,52,({271, 124.5, 0}{278, 111, 0})
15.3,46,({271, 124.5, 0}{256, 127.5, 0})
8.56,43,({242, 204.5, 0}{241, 196, 0})
10.7,41,({242, 204.5, 0}{250.5, 211, 0})
10.7,40,({242, 204.5, 0}{250.5, 211, 0})
14.71,30,({242, 204.5, 0}{256.5, 207, 0})
18.67,33,({242, 204.5, 0}{244.5, 186, 0})
1,47,({256, 127.5, 0}{256, 126.5, 0})
11.42,57,({256, 127.5, 0}{260.5, 117, 0})
15.3,44,({256, 127.5, 0}{271, 124.5, 0})
15.57,42,({256, 127.5, 0}{271.5, 126, 0})
23.32,58,({256, 127.5, 0}{236, 139.5, 0})
1,46,({256, 126.5, 0}{256, 127.5, 0})
10.51,57,({256, 126.5, 0}{260.5, 117, 0})
15.13,44,({256, 126.5, 0}{271, 124.5, 0})
15.51,42,({256, 126.5, 0}{271.5, 126, 0})
23.85,58,({256, 126.5, 0}{236, 139.5, 0})
9.3,54,({233.5, 160, 0}{228, 167.5, 0})
9.71,53,({233.5, 160, 0}{228, 168, 0})
20.65,58,({233.5, 160, 0}{236, 139.5, 0})
23.72,55,({233.5, 160, 0}{226, 182.5, 0})
24.19,56,({233.5, 160, 0}{226, 183, 0})
13.51,51,({292, 111.5, 0}{278.5, 111, 0})
14.01,52,({292, 111.5, 0}{278, 111, 0})
15.62,35,({292, 111.5, 0}{302, 123.5, 0})
16.01,34,({292, 111.5, 0}{302, 124, 0})
18.34,31,({292, 111.5, 0}{286.5, 129, 0})
15.5,37,({264.5, 240.5, 0}{264.5, 225, 0})
24.23,59,({264.5, 240.5, 0}{242, 231.5, 0})
29.95,13,({264.5, 240.5, 0}{272, 211.5, 0})
32.65,41,({264.5, 240.5, 0}{250.5, 211, 0})
32.65,40,({264.5, 240.5, 0}{250.5, 211, 0})
0.5,52,({278.5, 111, 0}{278, 111, 0})
13.51,49,({278.5, 111, 0}{292, 111.5, 0})
15.44,44,({278.5, 111, 0}{271, 124.5, 0})
16.55,42,({278.5, 111, 0}{271.5, 126, 0})
18.97,57,({278.5, 111, 0}{260.5, 117, 0})
0.5,51,({278, 111, 0}{278.5, 111, 0})
14.01,49,({278, 111, 0}{292, 111.5, 0})
15.21,44,({278, 111, 0}{271, 124.5, 0})
16.35,42,({278, 111, 0}{271.5, 126, 0})
18.5,57,({278, 111, 0}{260.5, 117, 0})
0.5,54,({228, 168, 0}{228, 167.5, 0})
9.71,48,({228, 168, 0}{233.5, 160, 0})
14.64,55,({228, 168, 0}{226, 182.5, 0})
