Minor_dist,Minor_link,Minor_points
48.58,14,({242.5, 260, 0}{287, 279.5, 0})
48.58,13,({242.5, 260, 0}{287, 279.5, 0})
62.62,16,({242.5, 260, 0}{213.5, 204.5, 0})
62.62,15,({242.5, 260, 0}{213.5, 204.5, 0})
22.46,14,({265, 275, 0}{287, 279.5, 0})
22.46,13,({265, 275, 0}{287, 279.5, 0})
27.04,17,({265, 275, 0}{242.5, 260, 0})
44.05,12,({265, 275, 0}{309, 277, 0})
44.05,11,({265, 275, 0}{309, 277, 0})
13.15,3,({277, 162.5, 0}{275, 149.5, 0})
45.28,1,({277, 162.5, 0}{322, 167.5, 0})
55.01,2,({277, 162.5, 0}{331, 173, 0})
59.42,9,({277, 162.5, 0}{240, 116, 0})
69.9,10,({277, 162.5, 0}{284.5, 93, 0})
10.55,2,({322, 167.5, 0}{331, 173, 0})
32.44,4,({322, 167.5, 0}{350.5, 152, 0})
45.28,0,({322, 167.5, 0}{277, 162.5, 0})
50.33,3,({322, 167.5, 0}{275, 149.5, 0})
61.17,6,({322, 167.5, 0}{355, 219, 0})
10.55,1,({331, 173, 0}{322, 167.5, 0})
28.66,4,({331, 173, 0}{350.5, 152, 0})
51.88,6,({331, 173, 0}{355, 219, 0})
52.1,5,({331, 173, 0}{354.5, 219.5, 0})
54.66,12,({331, 173, 0}{385, 181.5, 0})
13.15,0,({275, 149.5, 0}{277, 162.5, 0})
48.45,9,({275, 149.5, 0}{240, 116, 0})
50.33,1,({275, 149.5, 0}{322, 167.5, 0})
57.29,10,({275, 149.5, 0}{284.5, 93, 0})
60.73,2,({275, 149.5, 0}{331, 173, 0})
28.66,2,({350.5, 152, 0}{331, 173, 0})
32.44,1,({350.5, 152, 0}{322, 167.5, 0})
45.39,12,({350.5, 152, 0}{385, 181.5, 0})
53.98,11,({350.5, 152, 0}{336, 100, 0})
67.15,6,({350.5, 152, 0}{355, 219, 0})
0.71,6,({354.5, 219.5, 0}{355, 219, 0})
48.73,12,({354.5, 219.5, 0}{385, 181.5, 0})
51.1,8,({354.5, 219.5, 0}{313.5, 250, 0})
51.5,7,({354.5, 219.5, 0}{313, 250, 0})
52.1,2,({354.5, 219.5, 0}{331, 173, 0})
0.71,5,({355, 219, 0}{354.5, 219.5, 0})
48.02,12,({355, 219, 0}{385, 181.5, 0})
51.8,8,({355, 219, 0}{313.5, 250, 0})
51.88,2,({355, 219, 0}{331, 173, 0})
52.2,7,({355, 219, 0}{313, 250, 0})
0.5,8,({313, 250, 0}{313.5, 250, 0})
51.5,5,({313, 250, 0}{354.5, 219.5, 0})
52.2,6,({313, 250, 0}{355, 219, 0})
79.08,2,({313, 250, 0}{331, 173, 0})
82.99,1,({313, 250, 0}{322, 167.5, 0})
0.5,7,({313.5, 250, 0}{313, 250, 0})
51.1,5,({313.5, 250, 0}{354.5, 219.5, 0})
51.8,6,({313.5, 250, 0}{355, 219, 0})
78.96,2,({313.5, 250, 0}{331, 173, 0})
82.94,1,({313.5, 250, 0}{322, 167.5, 0})
48.45,3,({240, 116, 0}{275, 149.5, 0})
50.09,10,({240, 116, 0}{284.5, 93, 0})
59.42,0,({240, 116, 0}{277, 162.5, 0})
93.06,13,({240, 116, 0}{214.5, 205.5, 0})
93.82,14,({240, 116, 0}{213.5, 206, 0})
50.09,9,({284.5, 93, 0}{240, 116, 0})
51.97,11,({284.5, 93, 0}{336, 100, 0})
57.29,3,({284.5, 93, 0}{275, 149.5, 0})
69.9,0,({284.5, 93, 0}{277, 162.5, 0})
83.41,1,({284.5, 93, 0}{322, 167.5, 0})
51.97,10,({336, 100, 0}{284.5, 93, 0})
53.98,4,({336, 100, 0}{350.5, 152, 0})
68.94,1,({336, 100, 0}{322, 167.5, 0})
73.17,2,({336, 100, 0}{331, 173, 0})
78.56,3,({336, 100, 0}{275, 149.5, 0})
45.39,4,({385, 181.5, 0}{350.5, 152, 0})
48.02,6,({385, 181.5, 0}{355, 219, 0})
48.73,5,({385, 181.5, 0}{354.5, 219.5, 0})
54.66,2,({385, 181.5, 0}{331, 173, 0})
64.54,1,({385, 181.5, 0}{322, 167.5, 0})
1.12,14,({214.5, 205.5, 0}{213.5, 206, 0})
75.86,0,({214.5, 205.5, 0}{277, 162.5, 0})
82.44,3,({214.5, 205.5, 0}{275, 149.5, 0})
93.06,9,({214.5, 205.5, 0}{240, 116, 0})
108.09,7,({214.5, 205.5, 0}{313, 250, 0})
1.12,13,({213.5, 206, 0}{214.5, 205.5, 0})
76.97,0,({213.5, 206, 0}{277, 162.5, 0})
83.51,3,({213.5, 206, 0}{275, 149.5, 0})
93.82,9,({213.5, 206, 0}{240, 116, 0})
108.79,7,({213.5, 206, 0}{313, 250, 0})
20.06,3,({285.5, 186, 0}{265.5, 187.5, 0})
35.2,4,({285.5, 186, 0}{251, 179, 0})
50.48,1,({285.5, 186, 0}{327.5, 214, 0})
51.17,2,({285.5, 186, 0}{328, 214.5, 0})
62.07,9,({285.5, 186, 0}{223.5, 183, 0})
0.71,2,({327.5, 214, 0}{328, 214.5, 0})
27.89,5,({327.5, 214, 0}{354.5, 221, 0})
28.02,6,({327.5, 214, 0}{354.5, 221.5, 0})
50.48,0,({327.5, 214, 0}{285.5, 186, 0})
56.08,11,({327.5, 214, 0}{379.5, 235, 0})
0.71,1,({328, 214.5, 0}{327.5, 214, 0})
27.29,5,({328, 214.5, 0}{354.5, 221, 0})
27.41,6,({328, 214.5, 0}{354.5, 221.5, 0})
51.17,0,({328, 214.5, 0}{285.5, 186, 0})
55.43,11,({328, 214.5, 0}{379.5, 235, 0})
16.81,4,({265.5, 187.5, 0}{251, 179, 0})
20.06,0,({265.5, 187.5, 0}{285.5, 186, 0})
42.24,9,({265.5, 187.5, 0}{223.5, 183, 0})
50.54,10,({265.5, 187.5, 0}{243.5, 233, 0})
56.54,14,({265.5, 187.5, 0}{213, 208.5, 0})
16.81,3,({251, 179, 0}{265.5, 187.5, 0})
27.79,9,({251, 179, 0}{223.5, 183, 0})
35.2,0,({251, 179, 0}{285.5, 186, 0})
43.19,12,({251, 179, 0}{219, 150, 0})
48.11,14,({251, 179, 0}{213, 208.5, 0})
0.5,6,({354.5, 221, 0}{354.5, 221.5, 0})
27.29,2,({354.5, 221, 0}{328, 214.5, 0})
27.89,1,({354.5, 221, 0}{327.5, 214, 0})
28.65,11,({354.5, 221, 0}{379.5, 235, 0})
33.56,13,({354.5, 221, 0}{370.5, 250.5, 0})
0.5,5,({354.5, 221.5, 0}{354.5, 221, 0})
27.41,2,({354.5, 221.5, 0}{328, 214.5, 0})
28.02,1,({354.5, 221.5, 0}{327.5, 214, 0})
28.41,11,({354.5, 221.5, 0}{379.5, 235, 0})
33.12,13,({354.5, 221.5, 0}{370.5, 250.5, 0})
62.9,4,({276.5, 121.5, 0}{251, 179, 0})
64.18,12,({276.5, 121.5, 0}{219, 150, 0})
65.12,0,({276.5, 121.5, 0}{285.5, 186, 0})
66.91,3,({276.5, 121.5, 0}{265.5, 187.5, 0})
81.19,9,({276.5, 121.5, 0}{223.5, 183, 0})
49.9,5,({385, 181.5, 0}{354.5, 221, 0})
50.3,6,({385, 181.5, 0}{354.5, 221.5, 0})
53.78,11,({385, 181.5, 0}{379.5, 235, 0})
65.86,2,({385, 181.5, 0}{328, 214.5, 0})
66.05,1,({385, 181.5, 0}{327.5, 214, 0})
27.58,14,({223.5, 183, 0}{213, 208.5, 0})
27.79,4,({223.5, 183, 0}{251, 179, 0})
33.31,12,({223.5, 183, 0}{219, 150, 0})
42.24,3,({223.5, 183, 0}{265.5, 187.5, 0})
53.85,10,({223.5, 183, 0}{243.5, 233, 0})
39.12,14,({243.5, 233, 0}{213, 208.5, 0})
50.54,3,({243.5, 233, 0}{265.5, 187.5, 0})
53.85,9,({243.5, 233, 0}{223.5, 183, 0})
54.52,4,({243.5, 233, 0}{251, 179, 0})
63.03,0,({243.5, 233, 0}{285.5, 186, 0})
17.92,13,({379.5, 235, 0}{370.5, 250.5, 0})
23.26,15,({379.5, 235, 0}{369.5, 256, 0})
28.41,6,({379.5, 235, 0}{354.5, 221.5, 0})
28.65,5,({379.5, 235, 0}{354.5, 221, 0})
53.78,8,({379.5, 235, 0}{385, 181.5, 0})
33.31,9,({219, 150, 0}{223.5, 183, 0})
43.19,4,({219, 150, 0}{251, 179, 0})
58.81,14,({219, 150, 0}{213, 208.5, 0})
59.74,3,({219, 150, 0}{265.5, 187.5, 0})
64.18,7,({219, 150, 0}{276.5, 121.5, 0})
5.59,15,({370.5, 250.5, 0}{369.5, 256, 0})
17.92,11,({370.5, 250.5, 0}{379.5, 235, 0})
33.12,6,({370.5, 250.5, 0}{354.5, 221.5, 0})
33.56,5,({370.5, 250.5, 0}{354.5, 221, 0})
55.7,2,({370.5, 250.5, 0}{328, 214.5, 0})
27.58,9,({213, 208.5, 0}{223.5, 183, 0})
39.12,10,({213, 208.5, 0}{243.5, 233, 0})
48.11,4,({213, 208.5, 0}{251, 179, 0})
56.54,3,({213, 208.5, 0}{265.5, 187.5, 0})
58.81,12,({213, 208.5, 0}{219, 150, 0})
5.59,13,({369.5, 256, 0}{370.5, 250.5, 0})
23.26,11,({369.5, 256, 0}{379.5, 235, 0})
37.62,6,({369.5, 256, 0}{354.5, 221.5, 0})
38.08,5,({369.5, 256, 0}{354.5, 221, 0})
58.69,2,({369.5, 256, 0}{328, 214.5, 0})
14.42,2,({285.5, 196, 0}{273.5, 188, 0})
17.22,3,({285.5, 196, 0}{293, 211.5, 0})
21.24,1,({285.5, 196, 0}{276, 177, 0})
23.01,4,({285.5, 196, 0}{262.5, 195.5, 0})
50.21,13,({285.5, 196, 0}{250.5, 232, 0})
11.28,2,({276, 177, 0}{273.5, 188, 0})
21.24,0,({276, 177, 0}{285.5, 196, 0})
22.9,4,({276, 177, 0}{262.5, 195.5, 0})
38.46,3,({276, 177, 0}{293, 211.5, 0})
48.37,6,({276, 177, 0}{234, 201, 0})
11.28,1,({273.5, 188, 0}{276, 177, 0})
13.31,4,({273.5, 188, 0}{262.5, 195.5, 0})
14.42,0,({273.5, 188, 0}{285.5, 196, 0})
30.54,3,({273.5, 188, 0}{293, 211.5, 0})
41.58,6,({273.5, 188, 0}{234, 201, 0})
17.22,0,({293, 211.5, 0}{285.5, 196, 0})
30.54,2,({293, 211.5, 0}{273.5, 188, 0})
34.44,4,({293, 211.5, 0}{262.5, 195.5, 0})
38.46,1,({293, 211.5, 0}{276, 177, 0})
47.19,13,({293, 211.5, 0}{250.5, 232, 0})
13.31,2,({262.5, 195.5, 0}{273.5, 188, 0})
22.9,1,({262.5, 195.5, 0}{276, 177, 0})
23.01,0,({262.5, 195.5, 0}{285.5, 196, 0})
29.03,6,({262.5, 195.5, 0}{234, 201, 0})
29.12,7,({262.5, 195.5, 0}{234, 201.5, 0})
20.3,11,({330, 140, 0}{342.5, 124, 0})
20.3,10,({330, 140, 0}{342.5, 124, 0})
65.46,1,({330, 140, 0}{276, 177, 0})
71.53,0,({330, 140, 0}{285.5, 196, 0})
74.14,2,({330, 140, 0}{273.5, 188, 0})
0.5,7,({234, 201, 0}{234, 201.5, 0})
21.63,14,({234, 201, 0}{222, 183, 0})
29.03,4,({234, 201, 0}{262.5, 195.5, 0})
35.12,13,({234, 201, 0}{250.5, 232, 0})
35.42,15,({234, 201, 0}{242, 235.5, 0})
0.5,6,({234, 201.5, 0}{234, 201, 0})
22.05,14,({234, 201.5, 0}{222, 183, 0})
29.12,4,({234, 201.5, 0}{262.5, 195.5, 0})
34.68,13,({234, 201.5, 0}{250.5, 232, 0})
34.93,15,({234, 201.5, 0}{242, 235.5, 0})
0.71,9,({354.5, 221, 0}{355, 220.5, 0})
48.01,16,({354.5, 221, 0}{326.5, 260, 0})
48.13,17,({354.5, 221, 0}{327, 260.5, 0})
62.23,3,({354.5, 221, 0}{293, 211.5, 0})
73.39,0,({354.5, 221, 0}{285.5, 196, 0})
0.71,8,({355, 220.5, 0}{354.5, 221, 0})
48.71,16,({355, 220.5, 0}{326.5, 260, 0})
48.83,17,({355, 220.5, 0}{327, 260.5, 0})
62.65,3,({355, 220.5, 0}{293, 211.5, 0})
73.69,0,({355, 220.5, 0}{285.5, 196, 0})
0,11,({342.5, 124, 0}{342.5, 124, 0})
20.3,5,({342.5, 124, 0}{330, 140, 0})
85.04,1,({342.5, 124, 0}{276, 177, 0})
91.83,0,({342.5, 124, 0}{285.5, 196, 0})
94.11,2,({342.5, 124, 0}{273.5, 188, 0})
0,10,({342.5, 124, 0}{342.5, 124, 0})
20.3,5,({342.5, 124, 0}{330, 140, 0})
85.04,1,({342.5, 124, 0}{276, 177, 0})
91.83,0,({342.5, 124, 0}{285.5, 196, 0})
94.11,2,({342.5, 124, 0}{273.5, 188, 0})
33.71,18,({245, 133, 0}{216.5, 151, 0})
53.82,1,({245, 133, 0}{276, 177, 0})
55.04,14,({245, 133, 0}{222, 183, 0})
61.95,2,({245, 133, 0}{273.5, 188, 0})
64.9,4,({245, 133, 0}{262.5, 195.5, 0})
9.19,15,({250.5, 232, 0}{242, 235.5, 0})
34.68,7,({250.5, 232, 0}{234, 201.5, 0})
35.12,6,({250.5, 232, 0}{234, 201, 0})
38.42,4,({250.5, 232, 0}{262.5, 195.5, 0})
47.19,3,({250.5, 232, 0}{293, 211.5, 0})
21.63,6,({222, 183, 0}{234, 201, 0})
22.05,7,({222, 183, 0}{234, 201.5, 0})
32.47,18,({222, 183, 0}{216.5, 151, 0})
42.39,4,({222, 183, 0}{262.5, 195.5, 0})
51.74,2,({222, 183, 0}{273.5, 188, 0})
9.19,13,({242, 235.5, 0}{250.5, 232, 0})
34.93,7,({242, 235.5, 0}{234, 201.5, 0})
35.42,6,({242, 235.5, 0}{234, 201, 0})
44.95,4,({242, 235.5, 0}{262.5, 195.5, 0})
56.18,14,({242, 235.5, 0}{222, 183, 0})
0.71,17,({326.5, 260, 0}{327, 260.5, 0})
48.01,8,({326.5, 260, 0}{354.5, 221, 0})
48.71,9,({326.5, 260, 0}{355, 220.5, 0})
58.94,3,({326.5, 260, 0}{293, 211.5, 0})
76.01,0,({326.5, 260, 0}{285.5, 196, 0})
0.71,16,({327, 260.5, 0}{326.5, 260, 0})
48.13,8,({327, 260.5, 0}{354.5, 221, 0})
48.83,9,({327, 260.5, 0}{355, 220.5, 0})
59.64,3,({327, 260.5, 0}{293, 211.5, 0})
76.7,0,({327, 260.5, 0}{285.5, 196, 0})
32.47,14,({216.5, 151, 0}{222, 183, 0})
33.71,12,({216.5, 151, 0}{245, 133, 0})
52.97,6,({216.5, 151, 0}{234, 201, 0})
53.45,7,({216.5, 151, 0}{234, 201.5, 0})
64,4,({216.5, 151, 0}{262.5, 195.5, 0})
1.58,1,({285, 195, 0}{283.5, 194.5, 0})
35.42,2,({285, 195, 0}{251.5, 183.5, 0})
36.06,4,({285, 195, 0}{251, 183, 0})
50.06,10,({285, 195, 0}{257, 236.5, 0})
50.7,5,({285, 195, 0}{304, 242, 0})
1.58,0,({283.5, 194.5, 0}{285, 195, 0})
33.84,2,({283.5, 194.5, 0}{251.5, 183.5, 0})
34.47,4,({283.5, 194.5, 0}{251, 183, 0})
49.66,10,({283.5, 194.5, 0}{257, 236.5, 0})
50.22,11,({283.5, 194.5, 0}{254.5, 235.5, 0})
0.71,4,({251.5, 183.5, 0}{251, 183, 0})
21.55,12,({251.5, 183.5, 0}{230, 185, 0})
26.58,13,({251.5, 183.5, 0}{225, 181.5, 0})
33.84,1,({251.5, 183.5, 0}{283.5, 194.5, 0})
35.42,0,({251.5, 183.5, 0}{285, 195, 0})
15.56,7,({332.5, 217, 0}{343.5, 228, 0})
22.09,8,({332.5, 217, 0}{354.5, 219, 0})
22.64,9,({332.5, 217, 0}{355, 219.5, 0})
37.91,5,({332.5, 217, 0}{304, 242, 0})
40.01,14,({332.5, 217, 0}{333.5, 257, 0})
0.71,2,({251, 183, 0}{251.5, 183.5, 0})
21.1,12,({251, 183, 0}{230, 185, 0})
26.04,13,({251, 183, 0}{225, 181.5, 0})
34.47,1,({251, 183, 0}{283.5, 194.5, 0})
36.06,0,({251, 183, 0}{285, 195, 0})
32.07,15,({304, 242, 0}{331.5, 258.5, 0})
33.09,14,({304, 242, 0}{333.5, 257, 0})
37.91,3,({304, 242, 0}{332.5, 217, 0})
41.91,7,({304, 242, 0}{343.5, 228, 0})
47.32,10,({304, 242, 0}{257, 236.5, 0})
59.96,17,({275.5, 124.5, 0}{221, 149.5, 0})
63.42,4,({275.5, 124.5, 0}{251, 183, 0})
63.69,2,({275.5, 124.5, 0}{251.5, 183.5, 0})
70.46,1,({275.5, 124.5, 0}{283.5, 194.5, 0})
71.14,0,({275.5, 124.5, 0}{285, 195, 0})
14.21,8,({343.5, 228, 0}{354.5, 219, 0})
14.3,9,({343.5, 228, 0}{355, 219.5, 0})
15.56,3,({343.5, 228, 0}{332.5, 217, 0})
30.68,14,({343.5, 228, 0}{333.5, 257, 0})
32.78,15,({343.5, 228, 0}{331.5, 258.5, 0})
0.71,9,({354.5, 219, 0}{355, 219.5, 0})
14.21,7,({354.5, 219, 0}{343.5, 228, 0})
22.09,3,({354.5, 219, 0}{332.5, 217, 0})
43.42,14,({354.5, 219, 0}{333.5, 257, 0})
45.71,15,({354.5, 219, 0}{331.5, 258.5, 0})
0.71,8,({355, 219.5, 0}{354.5, 219, 0})
14.3,7,({355, 219.5, 0}{343.5, 228, 0})
22.64,3,({355, 219.5, 0}{332.5, 217, 0})
43.23,14,({355, 219.5, 0}{333.5, 257, 0})
45.53,15,({355, 219.5, 0}{331.5, 258.5, 0})
2.69,11,({257, 236.5, 0}{254.5, 235.5, 0})
15.01,16,({257, 236.5, 0}{249.5, 249.5, 0})
26.08,18,({257, 236.5, 0}{259, 262.5, 0})
47.32,5,({257, 236.5, 0}{304, 242, 0})
49.66,1,({257, 236.5, 0}{283.5, 194.5, 0})
2.69,10,({254.5, 235.5, 0}{257, 236.5, 0})
14.87,16,({254.5, 235.5, 0}{249.5, 249.5, 0})
27.37,18,({254.5, 235.5, 0}{259, 262.5, 0})
49.92,5,({254.5, 235.5, 0}{304, 242, 0})
50.22,1,({254.5, 235.5, 0}{283.5, 194.5, 0})
6.1,13,({230, 185, 0}{225, 181.5, 0})
21.1,4,({230, 185, 0}{251, 183, 0})
21.55,2,({230, 185, 0}{251.5, 183.5, 0})
36.62,17,({230, 185, 0}{221, 149.5, 0})
54.34,1,({230, 185, 0}{283.5, 194.5, 0})
6.1,12,({225, 181.5, 0}{230, 185, 0})
26.04,4,({225, 181.5, 0}{251, 183, 0})
26.58,2,({225, 181.5, 0}{251.5, 183.5, 0})
32.25,17,({225, 181.5, 0}{221, 149.5, 0})
59.93,1,({225, 181.5, 0}{283.5, 194.5, 0})
2.5,15,({333.5, 257, 0}{331.5, 258.5, 0})
30.68,7,({333.5, 257, 0}{343.5, 228, 0})
33.09,5,({333.5, 257, 0}{304, 242, 0})
40.01,3,({333.5, 257, 0}{332.5, 217, 0})
43.23,9,({333.5, 257, 0}{355, 219.5, 0})
2.5,14,({331.5, 258.5, 0}{333.5, 257, 0})
32.07,5,({331.5, 258.5, 0}{304, 242, 0})
32.78,7,({331.5, 258.5, 0}{343.5, 228, 0})
41.51,3,({331.5, 258.5, 0}{332.5, 217, 0})
45.53,9,({331.5, 258.5, 0}{355, 219.5, 0})
14.87,11,({249.5, 249.5, 0}{254.5, 235.5, 0})
15.01,10,({249.5, 249.5, 0}{257, 236.5, 0})
16.1,18,({249.5, 249.5, 0}{259, 262.5, 0})
55.01,5,({249.5, 249.5, 0}{304, 242, 0})
64.66,1,({249.5, 249.5, 0}{283.5, 194.5, 0})
32.25,13,({221, 149.5, 0}{225, 181.5, 0})
36.62,12,({221, 149.5, 0}{230, 185, 0})
44.97,4,({221, 149.5, 0}{251, 183, 0})
45.68,2,({221, 149.5, 0}{251.5, 183.5, 0})
59.96,6,({221, 149.5, 0}{275.5, 124.5, 0})
16.1,16,({259, 262.5, 0}{249.5, 249.5, 0})
26.08,10,({259, 262.5, 0}{257, 236.5, 0})
27.37,11,({259, 262.5, 0}{254.5, 235.5, 0})
49.45,5,({259, 262.5, 0}{304, 242, 0})
72.28,1,({259, 262.5, 0}{283.5, 194.5, 0})
19.92,2,({302, 188, 0}{283, 182, 0})
20.5,1,({302, 188, 0}{297.5, 208, 0})
42.93,3,({302, 188, 0}{340.5, 207, 0})
45.11,4,({302, 188, 0}{340.5, 164.5, 0})
46.06,5,({302, 188, 0}{341, 163.5, 0})
20.5,0,({297.5, 208, 0}{302, 188, 0})
29.77,2,({297.5, 208, 0}{283, 182, 0})
43.01,3,({297.5, 208, 0}{340.5, 207, 0})
57.69,8,({297.5, 208, 0}{249.5, 176, 0})
58.82,6,({297.5, 208, 0}{354.5, 222.5, 0})
19.92,0,({283, 182, 0}{302, 188, 0})
29.77,1,({283, 182, 0}{297.5, 208, 0})
34.03,8,({283, 182, 0}{249.5, 176, 0})
60,13,({283, 182, 0}{223, 182.5, 0})
60.1,4,({283, 182, 0}{340.5, 164.5, 0})
20.86,7,({340.5, 207, 0}{355, 222, 0})
20.89,6,({340.5, 207, 0}{354.5, 222.5, 0})
42.5,4,({340.5, 207, 0}{340.5, 164.5, 0})
42.93,0,({340.5, 207, 0}{302, 188, 0})
43.01,1,({340.5, 207, 0}{297.5, 208, 0})
1.12,5,({340.5, 164.5, 0}{341, 163.5, 0})
42.5,3,({340.5, 164.5, 0}{340.5, 207, 0})
45.11,0,({340.5, 164.5, 0}{302, 188, 0})
49.86,14,({340.5, 164.5, 0}{387, 146.5, 0})
59.3,7,({340.5, 164.5, 0}{355, 222, 0})
1.12,4,({341, 163.5, 0}{340.5, 164.5, 0})
43.5,3,({341, 163.5, 0}{340.5, 207, 0})
46.06,0,({341, 163.5, 0}{302, 188, 0})
49.04,14,({341, 163.5, 0}{387, 146.5, 0})
60.15,7,({341, 163.5, 0}{355, 222, 0})
0.71,7,({354.5, 222.5, 0}{355, 222, 0})
20.89,3,({354.5, 222.5, 0}{340.5, 207, 0})
35.15,12,({354.5, 222.5, 0}{377, 249.5, 0})
58.82,1,({354.5, 222.5, 0}{297.5, 208, 0})
59.67,4,({354.5, 222.5, 0}{340.5, 164.5, 0})
0.71,6,({355, 222, 0}{354.5, 222.5, 0})
20.86,3,({355, 222, 0}{340.5, 207, 0})
35.22,12,({355, 222, 0}{377, 249.5, 0})
59.18,1,({355, 222, 0}{297.5, 208, 0})
59.3,4,({355, 222, 0}{340.5, 164.5, 0})
27.29,13,({249.5, 176, 0}{223, 182.5, 0})
34.03,2,({249.5, 176, 0}{283, 182, 0})
49.58,15,({249.5, 176, 0}{212.5, 209, 0})
53.85,0,({249.5, 176, 0}{302, 188, 0})
57.69,1,({249.5, 176, 0}{297.5, 208, 0})
57.97,11,({308, 272.5, 0}{252, 257.5, 0})
65.35,1,({308, 272.5, 0}{297.5, 208, 0})
68.28,6,({308, 272.5, 0}{354.5, 222.5, 0})
68.99,7,({308, 272.5, 0}{355, 222, 0})
72.73,12,({308, 272.5, 0}{377, 249.5, 0})
23.58,11,({243.5, 235.5, 0}{252, 257.5, 0})
25.5,16,({243.5, 235.5, 0}{218, 236, 0})
40.78,15,({243.5, 235.5, 0}{212.5, 209, 0})
56.83,13,({243.5, 235.5, 0}{223, 182.5, 0})
59.8,8,({243.5, 235.5, 0}{249.5, 176, 0})
23.58,10,({252, 257.5, 0}{243.5, 235.5, 0})
40.23,16,({252, 257.5, 0}{218, 236, 0})
57.97,9,({252, 257.5, 0}{308, 272.5, 0})
62.55,15,({252, 257.5, 0}{212.5, 209, 0})
67.23,1,({252, 257.5, 0}{297.5, 208, 0})
35.15,6,({377, 249.5, 0}{354.5, 222.5, 0})
35.22,7,({377, 249.5, 0}{355, 222, 0})
56.02,3,({377, 249.5, 0}{340.5, 207, 0})
72.73,9,({377, 249.5, 0}{308, 272.5, 0})
89.68,1,({377, 249.5, 0}{297.5, 208, 0})
27.29,8,({223, 182.5, 0}{249.5, 176, 0})
28.5,15,({223, 182.5, 0}{212.5, 209, 0})
53.73,16,({223, 182.5, 0}{218, 236, 0})
56.83,10,({223, 182.5, 0}{243.5, 235.5, 0})
60,2,({223, 182.5, 0}{283, 182, 0})
49.04,5,({387, 146.5, 0}{341, 163.5, 0})
49.86,4,({387, 146.5, 0}{340.5, 164.5, 0})
76.31,3,({387, 146.5, 0}{340.5, 207, 0})
82,7,({387, 146.5, 0}{355, 222, 0})
82.66,6,({387, 146.5, 0}{354.5, 222.5, 0})
27.55,16,({212.5, 209, 0}{218, 236, 0})
28.5,13,({212.5, 209, 0}{223, 182.5, 0})
40.78,10,({212.5, 209, 0}{243.5, 235.5, 0})
49.58,8,({212.5, 209, 0}{249.5, 176, 0})
62.55,11,({212.5, 209, 0}{252, 257.5, 0})
25.5,10,({218, 236, 0}{243.5, 235.5, 0})
27.55,15,({218, 236, 0}{212.5, 209, 0})
40.23,11,({218, 236, 0}{252, 257.5, 0})
53.73,13,({218, 236, 0}{223, 182.5, 0})
67.77,8,({218, 236, 0}{249.5, 176, 0})
0,1,({309, 189.5, 0}{309, 189.5, 0})
23.02,2,({309, 189.5, 0}{308, 212.5, 0})
27.83,3,({309, 189.5, 0}{282.5, 181, 0})
32.5,4,({309, 189.5, 0}{292.5, 217.5, 0})
47.46,5,({309, 189.5, 0}{344.5, 158, 0})
0,0,({309, 189.5, 0}{309, 189.5, 0})
23.02,2,({309, 189.5, 0}{308, 212.5, 0})
27.83,3,({309, 189.5, 0}{282.5, 181, 0})
32.5,4,({309, 189.5, 0}{292.5, 217.5, 0})
47.46,5,({309, 189.5, 0}{344.5, 158, 0})
16.29,4,({308, 212.5, 0}{292.5, 217.5, 0})
23.02,1,({308, 212.5, 0}{309, 189.5, 0})
23.02,0,({308, 212.5, 0}{309, 189.5, 0})
38.92,8,({308, 212.5, 0}{279.5, 239, 0})
39.28,9,({308, 212.5, 0}{279, 239, 0})
27.83,1,({282.5, 181, 0}{309, 189.5, 0})
27.83,0,({282.5, 181, 0}{309, 189.5, 0})
37.85,4,({282.5, 181, 0}{292.5, 217.5, 0})
40.53,2,({282.5, 181, 0}{308, 212.5, 0})
53.54,12,({282.5, 181, 0}{229, 183, 0})
16.29,2,({292.5, 217.5, 0}{308, 212.5, 0})
25.12,8,({292.5, 217.5, 0}{279.5, 239, 0})
25.39,9,({292.5, 217.5, 0}{279, 239, 0})
32.5,1,({292.5, 217.5, 0}{309, 189.5, 0})
32.5,0,({292.5, 217.5, 0}{309, 189.5, 0})
44.03,14,({344.5, 158, 0}{387, 146.5, 0})
44.51,15,({344.5, 158, 0}{387.5, 146.5, 0})
47.46,1,({344.5, 158, 0}{309, 189.5, 0})
47.46,0,({344.5, 158, 0}{309, 189.5, 0})
63.95,7,({344.5, 158, 0}{355.5, 221, 0})
2.06,7,({353.5, 221.5, 0}{355.5, 221, 0})
46.38,2,({353.5, 221.5, 0}{308, 212.5, 0})
54.81,1,({353.5, 221.5, 0}{309, 189.5, 0})
54.81,0,({353.5, 221.5, 0}{309, 189.5, 0})
61.13,4,({353.5, 221.5, 0}{292.5, 217.5, 0})
2.06,6,({355.5, 221, 0}{353.5, 221.5, 0})
48.25,2,({355.5, 221, 0}{308, 212.5, 0})
56.16,1,({355.5, 221, 0}{309, 189.5, 0})
56.16,0,({355.5, 221, 0}{309, 189.5, 0})
63.1,4,({355.5, 221, 0}{292.5, 217.5, 0})
0.5,9,({279.5, 239, 0}{279, 239, 0})
25.12,4,({279.5, 239, 0}{292.5, 217.5, 0})
37.64,11,({279.5, 239, 0}{243.5, 228, 0})
38.92,2,({279.5, 239, 0}{308, 212.5, 0})
39.56,10,({279.5, 239, 0}{242.5, 225, 0})
0.5,8,({279, 239, 0}{279.5, 239, 0})
