Major_dist,Major_link,Major_points
23.02,4,({325.5, 146, 0}{302.5, 145, 0})
0.71,9,({326, 145.5, 0}{325.5, 146, 0})
13.79,17,({326, 145.5, 0}{335.5, 155.5, 0})
15.31,14,({326, 145.5, 0}{335.5, 157.5, 0})
20.84,22,({326, 145.5, 0}{344, 156, 0})
23.51,4,({326, 145.5, 0}{302.5, 145, 0})
16.51,16,({335, 177.5, 0}{334.5, 194, 0})
16.51,15,({335, 177.5, 0}{334.5, 194, 0})
20.01,14,({335, 177.5, 0}{335.5, 157.5, 0})
22.01,17,({335, 177.5, 0}{335.5, 155.5, 0})
23.31,22,({335, 177.5, 0}{344, 156, 0})
0.5,13,({305.5, 126, 0}{306, 126, 0})
19.24,4,({305.5, 126, 0}{302.5, 145, 0})
28.28,9,({305.5, 126, 0}{325.5, 146, 0})
28.29,10,({305.5, 126, 0}{326, 145.5, 0})
32.07,2,({305.5, 126, 0}{289, 153.5, 0})
0.5,12,({306, 126, 0}{305.5, 126, 0})
19.32,4,({306, 126, 0}{302.5, 145, 0})
27.93,10,({306, 126, 0}{326, 145.5, 0})
27.93,9,({306, 126, 0}{325.5, 146, 0})
32.33,2,({306, 126, 0}{289, 153.5, 0})
2,17,({335.5, 157.5, 0}{335.5, 155.5, 0})
8.63,22,({335.5, 157.5, 0}{344, 156, 0})
15.24,9,({335.5, 157.5, 0}{325.5, 146, 0})
15.31,10,({335.5, 157.5, 0}{326, 145.5, 0})
20.01,11,({335.5, 157.5, 0}{335, 177.5, 0})
0,16,({334.5, 194, 0}{334.5, 194, 0})
16.51,11,({334.5, 194, 0}{335, 177.5, 0})
19.45,8,({334.5, 194, 0}{321, 208, 0})
31.14,30,({334.5, 194, 0}{357.5, 215, 0})
34.31,24,({334.5, 194, 0}{323.5, 226.5, 0})
0,15,({334.5, 194, 0}{334.5, 194, 0})
16.51,11,({334.5, 194, 0}{335, 177.5, 0})
19.45,8,({334.5, 194, 0}{321, 208, 0})
31.14,30,({334.5, 194, 0}{357.5, 215, 0})
34.31,24,({334.5, 194, 0}{323.5, 226.5, 0})
2,14,({335.5, 155.5, 0}{335.5, 157.5, 0})
8.51,22,({335.5, 155.5, 0}{344, 156, 0})
13.79,10,({335.5, 155.5, 0}{326, 145.5, 0})
13.79,9,({335.5, 155.5, 0}{325.5, 146, 0})
22.01,11,({335.5, 155.5, 0}{335, 177.5, 0})
8.85,23,({247.5, 221, 0}{241, 227, 0})
19.85,20,({247.5, 221, 0}{232.5, 208, 0})
26.17,19,({247.5, 221, 0}{229.5, 202, 0})
26.66,6,({247.5, 221, 0}{272, 210.5, 0})
28.15,7,({247.5, 221, 0}{241.5, 193.5, 0})
6.71,20,({229.5, 202, 0}{232.5, 208, 0})
14.71,7,({229.5, 202, 0}{241.5, 193.5, 0})
26.17,18,({229.5, 202, 0}{247.5, 221, 0})
27.52,23,({229.5, 202, 0}{241, 227, 0})
41.44,28,({229.5, 202, 0}{198.5, 174.5, 0})
6.71,19,({232.5, 208, 0}{229.5, 202, 0})
17.07,7,({232.5, 208, 0}{241.5, 193.5, 0})
19.85,18,({232.5, 208, 0}{247.5, 221, 0})
20.81,23,({232.5, 208, 0}{241, 227, 0})
39.58,6,({232.5, 208, 0}{272, 210.5, 0})
32.33,3,({241, 124.5, 0}{268.5, 141.5, 0})
37.12,32,({241, 124.5, 0}{204, 127.5, 0})
55.01,40,({241, 124.5, 0}{187, 114, 0})
56.08,2,({241, 124.5, 0}{289, 153.5, 0})
57.97,0,({241, 124.5, 0}{289, 157, 0})
8.51,17,({344, 156, 0}{335.5, 155.5, 0})
8.63,14,({344, 156, 0}{335.5, 157.5, 0})
13.65,27,({344, 156, 0}{357.5, 158, 0})
13.73,26,({344, 156, 0}{357.5, 158.5, 0})
20.84,10,({344, 156, 0}{326, 145.5, 0})
8.85,18,({241, 227, 0}{247.5, 221, 0})
20.81,20,({241, 227, 0}{232.5, 208, 0})
27.52,19,({241, 227, 0}{229.5, 202, 0})
33.5,7,({241, 227, 0}{241.5, 193.5, 0})
35.12,6,({241, 227, 0}{272, 210.5, 0})
1,25,({323.5, 226.5, 0}{323.5, 227.5, 0})
18.67,8,({323.5, 226.5, 0}{321, 208, 0})
33.43,31,({323.5, 226.5, 0}{311, 257.5, 0})
34.31,16,({323.5, 226.5, 0}{334.5, 194, 0})
34.31,15,({323.5, 226.5, 0}{334.5, 194, 0})
1,24,({323.5, 227.5, 0}{323.5, 226.5, 0})
19.66,8,({323.5, 227.5, 0}{321, 208, 0})
32.5,31,({323.5, 227.5, 0}{311, 257.5, 0})
35.26,16,({323.5, 227.5, 0}{334.5, 194, 0})
35.26,15,({323.5, 227.5, 0}{334.5, 194, 0})
0.5,27,({357.5, 158.5, 0}{357.5, 158, 0})
13.73,22,({357.5, 158.5, 0}{344, 156, 0})
22.02,14,({357.5, 158.5, 0}{335.5, 157.5, 0})
22.2,17,({357.5, 158.5, 0}{335.5, 155.5, 0})
25.62,35,({357.5, 158.5, 0}{365, 134, 0})
0.5,26,({357.5, 158, 0}{357.5, 158.5, 0})
13.65,22,({357.5, 158, 0}{344, 156, 0})
22.01,14,({357.5, 158, 0}{335.5, 157.5, 0})
22.14,17,({357.5, 158, 0}{335.5, 155.5, 0})
25.14,35,({357.5, 158, 0}{365, 134, 0})
7.52,29,({198.5, 174.5, 0}{198, 167, 0})
41.44,19,({198.5, 174.5, 0}{229.5, 202, 0})
47.01,7,({198.5, 174.5, 0}{241.5, 193.5, 0})
47.32,32,({198.5, 174.5, 0}{204, 127.5, 0})
47.73,20,({198.5, 174.5, 0}{232.5, 208, 0})
7.52,28,({198, 167, 0}{198.5, 174.5, 0})
39.95,32,({198, 167, 0}{204, 127.5, 0})
47.09,19,({198, 167, 0}{229.5, 202, 0})
50.94,7,({198, 167, 0}{241.5, 193.5, 0})
53.58,20,({198, 167, 0}{232.5, 208, 0})
31.14,16,({357.5, 215, 0}{334.5, 194, 0})
31.14,15,({357.5, 215, 0}{334.5, 194, 0})
35.89,24,({357.5, 215, 0}{323.5, 226.5, 0})
36.22,25,({357.5, 215, 0}{323.5, 227.5, 0})
37.17,8,({357.5, 215, 0}{321, 208, 0})
27.74,36,({311, 257.5, 0}{286.5, 270.5, 0})
31.1,39,({311, 257.5, 0}{292.5, 282.5, 0})
32.5,25,({311, 257.5, 0}{323.5, 227.5, 0})
33.43,24,({311, 257.5, 0}{323.5, 226.5, 0})
44.2,37,({311, 257.5, 0}{270, 274, 0})
21.71,40,({204, 127.5, 0}{187, 114, 0})
37.12,21,({204, 127.5, 0}{241, 124.5, 0})
39.95,29,({204, 127.5, 0}{198, 167, 0})
47.32,28,({204, 127.5, 0}{198.5, 174.5, 0})
66,3,({204, 127.5, 0}{268.5, 141.5, 0})
10.55,38,({264, 265, 0}{269.5, 274, 0})
10.82,37,({264, 265, 0}{270, 274, 0})
23.16,36,({264, 265, 0}{286.5, 270.5, 0})
26.57,43,({264, 265, 0}{273, 290, 0})
33.44,39,({264, 265, 0}{292.5, 282.5, 0})
0,35,({365, 134, 0}{365, 134, 0})
25.14,27,({365, 134, 0}{357.5, 158, 0})
25.62,26,({365, 134, 0}{357.5, 158.5, 0})
30.41,22,({365, 134, 0}{344, 156, 0})
36.5,17,({365, 134, 0}{335.5, 155.5, 0})
0,34,({365, 134, 0}{365, 134, 0})
25.14,27,({365, 134, 0}{357.5, 158, 0})
25.62,26,({365, 134, 0}{357.5, 158.5, 0})
30.41,22,({365, 134, 0}{344, 156, 0})
36.5,17,({365, 134, 0}{335.5, 155.5, 0})
13.42,39,({286.5, 270.5, 0}{292.5, 282.5, 0})
16.87,37,({286.5, 270.5, 0}{270, 274, 0})
17.36,38,({286.5, 270.5, 0}{269.5, 274, 0})
23.16,33,({286.5, 270.5, 0}{264, 265, 0})
23.72,43,({286.5, 270.5, 0}{273, 290, 0})
0.5,38,({270, 274, 0}{269.5, 274, 0})
10.82,33,({270, 274, 0}{264, 265, 0})
16.28,43,({270, 274, 0}{273, 290, 0})
16.87,36,({270, 274, 0}{286.5, 270.5, 0})
24.05,39,({270, 274, 0}{292.5, 282.5, 0})
0.5,37,({269.5, 274, 0}{270, 274, 0})
10.55,33,({269.5, 274, 0}{264, 265, 0})
16.38,43,({269.5, 274, 0}{273, 290, 0})
17.36,36,({269.5, 274, 0}{286.5, 270.5, 0})
24.52,39,({269.5, 274, 0}{292.5, 282.5, 0})
13.42,36,({292.5, 282.5, 0}{286.5, 270.5, 0})
20.89,43,({292.5, 282.5, 0}{273, 290, 0})
24.05,37,({292.5, 282.5, 0}{270, 274, 0})
24.52,38,({292.5, 282.5, 0}{269.5, 274, 0})
31.1,31,({292.5, 282.5, 0}{311, 257.5, 0})
21.71,32,({187, 114, 0}{204, 127.5, 0})
54.13,29,({187, 114, 0}{198, 167, 0})
55.01,21,({187, 114, 0}{241, 124.5, 0})
61.58,28,({187, 114, 0}{198.5, 174.5, 0})
86.01,3,({187, 114, 0}{268.5, 141.5, 0})
0,42,({202.5, 256, 0}{202.5, 256, 0})
48.2,23,({202.5, 256, 0}{241, 227, 0})
56.6,20,({202.5, 256, 0}{232.5, 208, 0})
57.01,18,({202.5, 256, 0}{247.5, 221, 0})
60.37,19,({202.5, 256, 0}{229.5, 202, 0})
0,41,({202.5, 256, 0}{202.5, 256, 0})
48.2,23,({202.5, 256, 0}{241, 227, 0})
56.6,20,({202.5, 256, 0}{232.5, 208, 0})
57.01,18,({202.5, 256, 0}{247.5, 221, 0})
60.37,19,({202.5, 256, 0}{229.5, 202, 0})
16.28,37,({273, 290, 0}{270, 274, 0})
16.38,38,({273, 290, 0}{269.5, 274, 0})
20.89,39,({273, 290, 0}{292.5, 282.5, 0})
23.72,36,({273, 290, 0}{286.5, 270.5, 0})
26.57,33,({273, 290, 0}{264, 265, 0})
41.59,16,({223.5, 187.5, 0}{230.5, 228.5, 0})
44.95,13,({223.5, 187.5, 0}{244, 227.5, 0})
47.63,12,({223.5, 187.5, 0}{253.5, 224.5, 0})
47.63,11,({223.5, 187.5, 0}{253.5, 224.5, 0})
57.99,23,({223.5, 187.5, 0}{216, 245, 0})
3.35,3,({275.5, 146, 0}{278.5, 144.5, 0})
17.36,2,({275.5, 146, 0}{262.5, 134.5, 0})
17.73,6,({275.5, 146, 0}{289, 157.5, 0})
20.94,7,({275.5, 146, 0}{293, 157.5, 0})
35.72,8,({275.5, 146, 0}{300, 172, 0})
17.36,1,({262.5, 134.5, 0}{275.5, 146, 0})
18.87,3,({262.5, 134.5, 0}{278.5, 144.5, 0})
22.85,5,({262.5, 134.5, 0}{241.5, 125.5, 0})
35.09,6,({262.5, 134.5, 0}{289, 157.5, 0})
38.2,7,({262.5, 134.5, 0}{293, 157.5, 0})
3.35,1,({278.5, 144.5, 0}{275.5, 146, 0})
16.71,6,({278.5, 144.5, 0}{289, 157.5, 0})
18.87,2,({278.5, 144.5, 0}{262.5, 134.5, 0})
19.47,7,({278.5, 144.5, 0}{293, 157.5, 0})
34.91,8,({278.5, 144.5, 0}{300, 172, 0})
23.11,8,({282, 186.5, 0}{300, 172, 0})
23.75,14,({282, 186.5, 0}{300, 202, 0})
23.82,15,({282, 186.5, 0}{300.5, 201.5, 0})
25.3,9,({282, 186.5, 0}{304, 174, 0})
26.66,18,({282, 186.5, 0}{306.5, 197, 0})
22.85,2,({241.5, 125.5, 0}{262.5, 134.5, 0})
38.08,10,({241.5, 125.5, 0}{203.5, 128, 0})
39.7,1,({241.5, 125.5, 0}{275.5, 146, 0})
41.59,3,({241.5, 125.5, 0}{278.5, 144.5, 0})
57.27,6,({241.5, 125.5, 0}{289, 157.5, 0})
4,7,({289, 157.5, 0}{293, 157.5, 0})
16.71,3,({289, 157.5, 0}{278.5, 144.5, 0})
17.73,1,({289, 157.5, 0}{275.5, 146, 0})
18.2,8,({289, 157.5, 0}{300, 172, 0})
22.3,9,({289, 157.5, 0}{304, 174, 0})
4,6,({293, 157.5, 0}{289, 157.5, 0})
16.1,8,({293, 157.5, 0}{300, 172, 0})
19.47,3,({293, 157.5, 0}{278.5, 144.5, 0})
19.83,9,({293, 157.5, 0}{304, 174, 0})
20.94,1,({293, 157.5, 0}{275.5, 146, 0})
4.47,9,({300, 172, 0}{304, 174, 0})
16.1,7,({300, 172, 0}{293, 157.5, 0})
18.2,6,({300, 172, 0}{289, 157.5, 0})
23.11,4,({300, 172, 0}{282, 186.5, 0})
25.83,18,({300, 172, 0}{306.5, 197, 0})
4.47,8,({304, 174, 0}{300, 172, 0})
19.83,7,({304, 174, 0}{293, 157.5, 0})
22.3,6,({304, 174, 0}{289, 157.5, 0})
23.14,18,({304, 174, 0}{306.5, 197, 0})
25.3,4,({304, 174, 0}{282, 186.5, 0})
38.08,5,({203.5, 128, 0}{241.5, 125.5, 0})
50.92,21,({203.5, 128, 0}{168, 164.5, 0})
52.33,22,({203.5, 128, 0}{166.5, 165, 0})
56.85,24,({203.5, 128, 0}{159.5, 164, 0})
58.83,31,({203.5, 128, 0}{153.5, 159, 0})
0,12,({253.5, 224.5, 0}{253.5, 224.5, 0})
9.96,13,({253.5, 224.5, 0}{244, 227.5, 0})
23.35,16,({253.5, 224.5, 0}{230.5, 228.5, 0})
33.46,17,({253.5, 224.5, 0}{286.5, 219, 0})
33.62,27,({253.5, 224.5, 0}{266.5, 255.5, 0})
0,11,({253.5, 224.5, 0}{253.5, 224.5, 0})
9.96,13,({253.5, 224.5, 0}{244, 227.5, 0})
23.35,16,({253.5, 224.5, 0}{230.5, 228.5, 0})
33.46,17,({253.5, 224.5, 0}{286.5, 219, 0})
33.62,27,({253.5, 224.5, 0}{266.5, 255.5, 0})
9.96,12,({244, 227.5, 0}{253.5, 224.5, 0})
9.96,11,({244, 227.5, 0}{253.5, 224.5, 0})
13.54,16,({244, 227.5, 0}{230.5, 228.5, 0})
33.02,23,({244, 227.5, 0}{216, 245, 0})
35.92,27,({244, 227.5, 0}{266.5, 255.5, 0})
0.71,15,({300, 202, 0}{300.5, 201.5, 0})
8.2,18,({300, 202, 0}{306.5, 197, 0})
21.71,17,({300, 202, 0}{286.5, 219, 0})
23.75,4,({300, 202, 0}{282, 186.5, 0})
27.89,25,({300, 202, 0}{327, 209, 0})
0.71,14,({300.5, 201.5, 0}{300, 202, 0})
7.5,18,({300.5, 201.5, 0}{306.5, 197, 0})
22.41,17,({300.5, 201.5, 0}{286.5, 219, 0})
23.82,4,({300.5, 201.5, 0}{282, 186.5, 0})
27.54,25,({300.5, 201.5, 0}{327, 209, 0})
13.54,13,({230.5, 228.5, 0}{244, 227.5, 0})
21.97,23,({230.5, 228.5, 0}{216, 245, 0})
23.35,12,({230.5, 228.5, 0}{253.5, 224.5, 0})
23.35,11,({230.5, 228.5, 0}{253.5, 224.5, 0})
41.59,0,({230.5, 228.5, 0}{223.5, 187.5, 0})
21.71,14,({286.5, 219, 0}{300, 202, 0})
22.41,15,({286.5, 219, 0}{300.5, 201.5, 0})
29.73,18,({286.5, 219, 0}{306.5, 197, 0})
32.81,4,({286.5, 219, 0}{282, 186.5, 0})
33.46,12,({286.5, 219, 0}{253.5, 224.5, 0})
7.5,15,({306.5, 197, 0}{300.5, 201.5, 0})
8.2,14,({306.5, 197, 0}{300, 202, 0})
23.14,9,({306.5, 197, 0}{304, 174, 0})
23.75,25,({306.5, 197, 0}{327, 209, 0})
24.44,26,({306.5, 197, 0}{327.5, 209.5, 0})
0.71,20,({316.5, 130.5, 0}{317, 131, 0})
35.79,7,({316.5, 130.5, 0}{293, 157.5, 0})
38.54,6,({316.5, 130.5, 0}{289, 157.5, 0})
40.5,3,({316.5, 130.5, 0}{278.5, 144.5, 0})
43.83,1,({316.5, 130.5, 0}{275.5, 146, 0})
0.71,19,({317, 131, 0}{316.5, 130.5, 0})
35.75,7,({317, 131, 0}{293, 157.5, 0})
38.55,6,({317, 131, 0}{289, 157.5, 0})
40.8,3,({317, 131, 0}{278.5, 144.5, 0})
44.13,1,({317, 131, 0}{275.5, 146, 0})
1.58,22,({168, 164.5, 0}{166.5, 165, 0})
8.51,24,({168, 164.5, 0}{159.5, 164, 0})
14.01,28,({168, 164.5, 0}{156.5, 172.5, 0})
15.04,30,({168, 164.5, 0}{153.5, 160.5, 0})
15.51,31,({168, 164.5, 0}{153.5, 159, 0})
1.58,21,({166.5, 165, 0}{168, 164.5, 0})
7.07,24,({166.5, 165, 0}{159.5, 164, 0})
12.5,28,({166.5, 165, 0}{156.5, 172.5, 0})
13.76,30,({166.5, 165, 0}{153.5, 160.5, 0})
14.32,31,({166.5, 165, 0}{153.5, 159, 0})
21.97,16,({216, 245, 0}{230.5, 228.5, 0})
33.02,13,({216, 245, 0}{244, 227.5, 0})
42.74,12,({216, 245, 0}{253.5, 224.5, 0})
42.74,11,({216, 245, 0}{253.5, 224.5, 0})
51.2,29,({216, 245, 0}{266, 256, 0})
6.95,30,({159.5, 164, 0}{153.5, 160.5, 0})
7.07,22,({159.5, 164, 0}{166.5, 165, 0})
7.81,31,({159.5, 164, 0}{153.5, 159, 0})
8.51,21,({159.5, 164, 0}{168, 164.5, 0})
9.01,28,({159.5, 164, 0}{156.5, 172.5, 0})
0.71,26,({327, 209, 0}{327.5, 209.5, 0})
19.53,32,({327, 209, 0}{328, 228.5, 0})
22.02,33,({327, 209, 0}{326, 231, 0})
23.75,18,({327, 209, 0}{306.5, 197, 0})
27.54,15,({327, 209, 0}{300.5, 201.5, 0})
0.71,25,({327.5, 209.5, 0}{327, 209, 0})
19.01,32,({327.5, 209.5, 0}{328, 228.5, 0})
21.55,33,({327.5, 209.5, 0}{326, 231, 0})
24.44,18,({327.5, 209.5, 0}{306.5, 197, 0})
28.16,15,({327.5, 209.5, 0}{300.5, 201.5, 0})
0.71,29,({266.5, 255.5, 0}{266, 256, 0})
30.07,35,({266.5, 255.5, 0}{296.5, 257.5, 0})
33.62,12,({266.5, 255.5, 0}{253.5, 224.5, 0})
33.62,11,({266.5, 255.5, 0}{253.5, 224.5, 0})
35.92,13,({266.5, 255.5, 0}{244, 227.5, 0})
9.01,24,({156.5, 172.5, 0}{159.5, 164, 0})
12.37,30,({156.5, 172.5, 0}{153.5, 160.5, 0})
12.5,22,({156.5, 172.5, 0}{166.5, 165, 0})
13.83,31,({156.5, 172.5, 0}{153.5, 159, 0})
14.01,21,({156.5, 172.5, 0}{168, 164.5, 0})
0.71,27,({266, 256, 0}{266.5, 255.5, 0})
30.54,35,({266, 256, 0}{296.5, 257.5, 0})
33.89,12,({266, 256, 0}{253.5, 224.5, 0})
33.89,11,({266, 256, 0}{253.5, 224.5, 0})
36,13,({266, 256, 0}{244, 227.5, 0})
1.5,31,({153.5, 160.5, 0}{153.5, 159, 0})
6.95,24,({153.5, 160.5, 0}{159.5, 164, 0})
12.37,28,({153.5, 160.5, 0}{156.5, 172.5, 0})
13.76,22,({153.5, 160.5, 0}{166.5, 165, 0})
15.04,21,({153.5, 160.5, 0}{168, 164.5, 0})
1.5,30,({153.5, 159, 0}{153.5, 160.5, 0})
7.81,24,({153.5, 159, 0}{159.5, 164, 0})
13.83,28,({153.5, 159, 0}{156.5, 172.5, 0})
14.32,22,({153.5, 159, 0}{166.5, 165, 0})
15.23,36,({153.5, 159, 0}{139.5, 153, 0})
3.2,33,({328, 228.5, 0}{326, 231, 0})
19.01,26,({328, 228.5, 0}{327.5, 209.5, 0})
19.53,25,({328, 228.5, 0}{327, 209, 0})
38.14,18,({328, 228.5, 0}{306.5, 197, 0})
38.54,15,({328, 228.5, 0}{300.5, 201.5, 0})
3.2,32,({326, 231, 0}{328, 228.5, 0})
21.55,26,({326, 231, 0}{327.5, 209.5, 0})
22.02,25,({326, 231, 0}{327, 209, 0})
38.95,14,({326, 231, 0}{300, 202, 0})
38.99,15,({326, 231, 0}{300.5, 201.5, 0})
8.38,37,({351.5, 163, 0}{359.5, 165.5, 0})
47.06,20,({351.5, 163, 0}{317, 131, 0})
47.76,19,({351.5, 163, 0}{316.5, 130.5, 0})
48.76,9,({351.5, 163, 0}{304, 174, 0})
52.12,25,({351.5, 163, 0}{327, 209, 0})
30.07,27,({296.5, 257.5, 0}{266.5, 255.5, 0})
30.54,29,({296.5, 257.5, 0}{266, 256, 0})
39.65,33,({296.5, 257.5, 0}{326, 231, 0})
39.78,17,({296.5, 257.5, 0}{286.5, 219, 0})
42.82,32,({296.5, 257.5, 0}{328, 228.5, 0})
15.23,31,({139.5, 153, 0}{153.5, 159, 0})
15.88,30,({139.5, 153, 0}{153.5, 160.5, 0})
22.83,24,({139.5, 153, 0}{159.5, 164, 0})
25.87,28,({139.5, 153, 0}{156.5, 172.5, 0})
29.55,22,({139.5, 153, 0}{166.5, 165, 0})
8.38,34,({359.5, 165.5, 0}{351.5, 163, 0})
54.3,25,({359.5, 165.5, 0}{327, 209, 0})
54.41,26,({359.5, 165.5, 0}{327.5, 209.5, 0})
54.74,20,({359.5, 165.5, 0}{317, 131, 0})
55.44,19,({359.5, 165.5, 0}{316.5, 130.5, 0})
46.4,6,({260.5, 159.5, 0}{223.5, 187.5, 0})
56.59,1,({260.5, 159.5, 0}{301.5, 198.5, 0})
60.14,2,({260.5, 159.5, 0}{304.5, 200.5, 0})
60.83,3,({260.5, 159.5, 0}{304.5, 201.5, 0})
63.33,5,({260.5, 159.5, 0}{291, 215, 0})
3.61,2,({301.5, 198.5, 0}{304.5, 200.5, 0})
4.24,3,({301.5, 198.5, 0}{304.5, 201.5, 0})
19.56,5,({301.5, 198.5, 0}{291, 215, 0})
46.61,7,({301.5, 198.5, 0}{294, 244.5, 0})
48.27,9,({301.5, 198.5, 0}{312.5, 245.5, 0})
1,3,({304.5, 200.5, 0}{304.5, 201.5, 0})
3.61,1,({304.5, 200.5, 0}{301.5, 198.5, 0})
19.81,5,({304.5, 200.5, 0}{291, 215, 0})
45.24,7,({304.5, 200.5, 0}{294, 244.5, 0})
45.71,9,({304.5, 200.5, 0}{312.5, 245.5, 0})
1,2,({304.5, 201.5, 0}{304.5, 200.5, 0})
4.24,1,({304.5, 201.5, 0}{301.5, 198.5, 0})
19.09,5,({304.5, 201.5, 0}{291, 215, 0})
44.26,7,({304.5, 201.5, 0}{294, 244.5, 0})
44.72,9,({304.5, 201.5, 0}{312.5, 245.5, 0})
61.52,2,({348, 157, 0}{304.5, 200.5, 0})
61.85,12,({348, 157, 0}{405, 133, 0})
62.23,3,({348, 157, 0}{304.5, 201.5, 0})
62.33,1,({348, 157, 0}{301.5, 198.5, 0})
81.32,5,({348, 157, 0}{291, 215, 0})
19.09,3,({291, 215, 0}{304.5, 201.5, 0})
19.56,1,({291, 215, 0}{301.5, 198.5, 0})
19.81,2,({291, 215, 0}{304.5, 200.5, 0})
29.65,7,({291, 215, 0}{294, 244.5, 0})
37.32,9,({291, 215, 0}{312.5, 245.5, 0})
46.4,0,({223.5, 187.5, 0}{260.5, 159.5, 0})
57.56,11,({223.5, 187.5, 0}{215.5, 244.5, 0})
72.89,5,({223.5, 187.5, 0}{291, 215, 0})
78.12,14,({223.5, 187.5, 0}{149, 164, 0})
78.77,1,({223.5, 187.5, 0}{301.5, 198.5, 0})
18.53,9,({294, 244.5, 0}{312.5, 245.5, 0})
18.53,8,({294, 244.5, 0}{312.5, 245.5, 0})
29.65,5,({294, 244.5, 0}{291, 215, 0})
44.26,3,({294, 244.5, 0}{304.5, 201.5, 0})
45.24,2,({294, 244.5, 0}{304.5, 200.5, 0})
0,9,({312.5, 245.5, 0}{312.5, 245.5, 0})
18.53,7,({312.5, 245.5, 0}{294, 244.5, 0})
37.32,5,({312.5, 245.5, 0}{291, 215, 0})
44.72,3,({312.5, 245.5, 0}{304.5, 201.5, 0})
45.71,2,({312.5, 245.5, 0}{304.5, 200.5, 0})
0,8,({312.5, 245.5, 0}{312.5, 245.5, 0})
18.53,7,({312.5, 245.5, 0}{294, 244.5, 0})
37.32,5,({312.5, 245.5, 0}{291, 215, 0})
44.72,3,({312.5, 245.5, 0}{304.5, 201.5, 0})
45.71,2,({312.5, 245.5, 0}{304.5, 200.5, 0})
42.62,16,({304.5, 36, 0}{344, 20, 0})
128.58,4,({304.5, 36, 0}{348, 157, 0})
131.1,0,({304.5, 36, 0}{260.5, 159.5, 0})
139.68,12,({304.5, 36, 0}{405, 133, 0})
154.01,21,({304.5, 36, 0}{155, 73, 0})
39.05,18,({215.5, 244.5, 0}{228, 281.5, 0})
56.27,27,({215.5, 244.5, 0}{237, 296.5, 0})
57.56,6,({215.5, 244.5, 0}{223.5, 187.5, 0})
78.5,7,({215.5, 244.5, 0}{294, 244.5, 0})
81.06,5,({215.5, 244.5, 0}{291, 215, 0})
36.01,23,({405, 133, 0}{437.5, 148.5, 0})
41.5,25,({405, 133, 0}{438.5, 157.5, 0})
61.85,4,({405, 133, 0}{348, 157, 0})
83.84,17,({405, 133, 0}{412.5, 216.5, 0})
95.66,20,({405, 133, 0}{410.5, 228.5, 0})
32.02,26,({373, 246.5, 0}{405, 247.5, 0})
41.6,20,({373, 246.5, 0}{410.5, 228.5, 0})
49.6,17,({373, 246.5, 0}{412.5, 216.5, 0})
53.71,24,({373, 246.5, 0}{341.5, 290, 0})
60.51,9,({373, 246.5, 0}{312.5, 245.5, 0})
1.12,15,({149, 164, 0}{148, 163.5, 0})
13.76,22,({149, 164, 0}{136, 168.5, 0})
17.41,19,({149, 164, 0}{138, 150.5, 0})
78.12,6,({149, 164, 0}{223.5, 187.5, 0})
91.2,21,({149, 164, 0}{155, 73, 0})
1.12,14,({148, 163.5, 0}{149, 164, 0})
13,22,({148, 163.5, 0}{136, 168.5, 0})
16.4,19,({148, 163.5, 0}{138, 150.5, 0})
79.22,6,({148, 163.5, 0}{223.5, 187.5, 0})
90.77,21,({148, 163.5, 0}{155, 73, 0})
42.62,10,({344, 20, 0}{304.5, 36, 0})
128.41,12,({344, 20, 0}{405, 133, 0})
137.06,4,({344, 20, 0}{348, 157, 0})
158.92,23,({344, 20, 0}{437.5, 148.5, 0})
162.58,0,({344, 20, 0}{260.5, 159.5, 0})
12.17,20,({412.5, 216.5, 0}{410.5, 228.5, 0})
31.89,26,({412.5, 216.5, 0}{405, 247.5, 0})
49.6,13,({412.5, 216.5, 0}{373, 246.5, 0})
64.47,25,({412.5, 216.5, 0}{438.5, 157.5, 0})
72.45,23,({412.5, 216.5, 0}{437.5, 148.5, 0})
17.49,27,({228, 281.5, 0}{237, 296.5, 0})
39.05,11,({228, 281.5, 0}{215.5, 244.5, 0})
75.66,7,({228, 281.5, 0}{294, 244.5, 0})
91.6,5,({228, 281.5, 0}{291, 215, 0})
91.85,9,({228, 281.5, 0}{312.5, 245.5, 0})
16.4,15,({138, 150.5, 0}{148, 163.5, 0})
17.41,14,({138, 150.5, 0}{149, 164, 0})
18.11,22,({138, 150.5, 0}{136, 168.5, 0})
79.34,21,({138, 150.5, 0}{155, 73, 0})
93.16,6,({138, 150.5, 0}{223.5, 187.5, 0})
12.17,17,({410.5, 228.5, 0}{412.5, 216.5, 0})
19.78,26,({410.5, 228.5, 0}{405, 247.5, 0})
41.6,13,({410.5, 228.5, 0}{373, 246.5, 0})
76.32,25,({410.5, 228.5, 0}{438.5, 157.5, 0})
84.43,23,({410.5, 228.5, 0}{437.5, 148.5, 0})
79.34,19,({155, 73, 0}{138, 150.5, 0})
90.77,15,({155, 73, 0}{148, 163.5, 0})
91.2,14,({155, 73, 0}{149, 164, 0})
97.37,22,({155, 73, 0}{136, 168.5, 0})
133.43,6,({155, 73, 0}{223.5, 187.5, 0})
13,15,({136, 168.5, 0}{148, 163.5, 0})
13.76,14,({136, 168.5, 0}{149, 164, 0})
18.11,19,({136, 168.5, 0}{138, 150.5, 0})
89.54,6,({136, 168.5, 0}{223.5, 187.5, 0})
97.37,21,({136, 168.5, 0}{155, 73, 0})
