Major_dist,Major_link,Major_points
12.75,32,({334, 210.5, 0}{339.5, 199, 0})
0,21,({334, 210.5, 0}{334, 210.5, 0})
6.5,18,({334, 210.5, 0}{334, 217, 0})
6.96,14,({334, 210.5, 0}{331.5, 217, 0})
10.06,30,({334, 210.5, 0}{338.5, 201.5, 0})
12.75,32,({334, 210.5, 0}{339.5, 199, 0})
8.06,20,({261, 237, 0}{265, 244, 0})
15.81,38,({261, 237, 0}{252, 250, 0})
17.9,19,({261, 237, 0}{271.5, 251.5, 0})
21.69,31,({261, 237, 0}{251.5, 217.5, 0})
21.98,1,({261, 237, 0}{282, 230.5, 0})
0,25,({282, 262, 0}{282, 262, 0})
5,15,({282, 262, 0}{282, 257, 0})
14.85,19,({282, 262, 0}{271.5, 251.5, 0})
15.7,7,({282, 262, 0}{291.5, 249.5, 0})
21.98,12,({282, 262, 0}{303, 255.5, 0})
0,24,({282, 262, 0}{282, 262, 0})
5,15,({282, 262, 0}{282, 257, 0})
14.85,19,({282, 262, 0}{271.5, 251.5, 0})
15.7,7,({282, 262, 0}{291.5, 249.5, 0})
21.98,12,({282, 262, 0}{303, 255.5, 0})
0,27,({323.5, 193.5, 0}{323.5, 193.5, 0})
10.4,11,({323.5, 193.5, 0}{317.5, 202, 0})
16.62,40,({323.5, 193.5, 0}{321.5, 177, 0})
16.92,32,({323.5, 193.5, 0}{339.5, 199, 0})
16.98,39,({323.5, 193.5, 0}{319.5, 177, 0})
0,26,({323.5, 193.5, 0}{323.5, 193.5, 0})
10.4,11,({323.5, 193.5, 0}{317.5, 202, 0})
16.62,40,({323.5, 193.5, 0}{321.5, 177, 0})
16.92,32,({323.5, 193.5, 0}{339.5, 199, 0})
16.98,39,({323.5, 193.5, 0}{319.5, 177, 0})
12,35,({283.5, 184, 0}{271.5, 184, 0})
15.88,33,({283.5, 184, 0}{297.5, 176.5, 0})
15.98,16,({283.5, 184, 0}{298.5, 189.5, 0})
16.12,34,({283.5, 184, 0}{297.5, 176, 0})
16.45,17,({283.5, 184, 0}{299, 189.5, 0})
15.12,35,({263, 196.5, 0}{271.5, 184, 0})
23.94,31,({263, 196.5, 0}{251.5, 217.5, 0})
24.01,28,({263, 196.5, 0}{283.5, 184, 0})
26.08,43,({263, 196.5, 0}{241, 210.5, 0})
26.5,5,({263, 196.5, 0}{285.5, 210.5, 0})
2.69,32,({338.5, 201.5, 0}{339.5, 199, 0})
10.06,22,({338.5, 201.5, 0}{334, 210.5, 0})
10.06,21,({338.5, 201.5, 0}{334, 210.5, 0})
15.63,44,({338.5, 201.5, 0}{354, 199.5, 0})
16.14,18,({338.5, 201.5, 0}{334, 217, 0})
12.62,43,({251.5, 217.5, 0}{241, 210.5, 0})
21.69,23,({251.5, 217.5, 0}{261, 237, 0})
23.94,29,({251.5, 217.5, 0}{263, 196.5, 0})
29.74,20,({251.5, 217.5, 0}{265, 244, 0})
30.5,4,({251.5, 217.5, 0}{282, 217, 0})
2.69,30,({339.5, 199, 0}{338.5, 201.5, 0})
12.75,22,({339.5, 199, 0}{334, 210.5, 0})
12.75,21,({339.5, 199, 0}{334, 210.5, 0})
14.51,44,({339.5, 199, 0}{354, 199.5, 0})
16.92,27,({339.5, 199, 0}{323.5, 193.5, 0})
0.5,34,({297.5, 176.5, 0}{297.5, 176, 0})
12.66,45,({297.5, 176.5, 0}{299.5, 164, 0})
13.04,16,({297.5, 176.5, 0}{298.5, 189.5, 0})
13.09,17,({297.5, 176.5, 0}{299, 189.5, 0})
15.88,28,({297.5, 176.5, 0}{283.5, 184, 0})
0.5,33,({297.5, 176, 0}{297.5, 176.5, 0})
12.17,45,({297.5, 176, 0}{299.5, 164, 0})
13.54,16,({297.5, 176, 0}{298.5, 189.5, 0})
13.58,17,({297.5, 176, 0}{299, 189.5, 0})
16.12,28,({297.5, 176, 0}{283.5, 184, 0})
12,28,({271.5, 184, 0}{283.5, 184, 0})
15.12,29,({271.5, 184, 0}{263, 196.5, 0})
27.06,33,({271.5, 184, 0}{297.5, 176.5, 0})
27.2,34,({271.5, 184, 0}{297.5, 176, 0})
27.55,16,({271.5, 184, 0}{298.5, 189.5, 0})
3.54,41,({339, 257.5, 0}{342.5, 257, 0})
15.95,42,({339, 257.5, 0}{349.5, 245.5, 0})
23.48,37,({339, 257.5, 0}{349.5, 236.5, 0})
26.5,8,({339, 257.5, 0}{316.5, 243.5, 0})
27.02,9,({339, 257.5, 0}{322, 236.5, 0})
9,42,({349.5, 236.5, 0}{349.5, 245.5, 0})
19.78,13,({349.5, 236.5, 0}{330.5, 231, 0})
21.66,41,({349.5, 236.5, 0}{342.5, 257, 0})
23.48,36,({349.5, 236.5, 0}{339, 257.5, 0})
24.91,18,({349.5, 236.5, 0}{334, 217, 0})
14.32,20,({252, 250, 0}{265, 244, 0})
15.81,23,({252, 250, 0}{261, 237, 0})
19.56,19,({252, 250, 0}{271.5, 251.5, 0})
30.81,15,({252, 250, 0}{282, 257, 0})
32.31,25,({252, 250, 0}{282, 262, 0})
2,40,({319.5, 177, 0}{321.5, 177, 0})
16.98,27,({319.5, 177, 0}{323.5, 193.5, 0})
16.98,26,({319.5, 177, 0}{323.5, 193.5, 0})
22.01,33,({319.5, 177, 0}{297.5, 176.5, 0})
22.02,34,({319.5, 177, 0}{297.5, 176, 0})
2,39,({321.5, 177, 0}{319.5, 177, 0})
16.62,27,({321.5, 177, 0}{323.5, 193.5, 0})
16.62,26,({321.5, 177, 0}{323.5, 193.5, 0})
24.01,33,({321.5, 177, 0}{297.5, 176.5, 0})
24.02,34,({321.5, 177, 0}{297.5, 176, 0})
3.54,36,({342.5, 257, 0}{339, 257.5, 0})
13.46,42,({342.5, 257, 0}{349.5, 245.5, 0})
21.66,37,({342.5, 257, 0}{349.5, 236.5, 0})
28.64,13,({342.5, 257, 0}{330.5, 231, 0})
28.99,9,({342.5, 257, 0}{322, 236.5, 0})
9,37,({349.5, 245.5, 0}{349.5, 236.5, 0})
13.46,41,({349.5, 245.5, 0}{342.5, 257, 0})
15.95,36,({349.5, 245.5, 0}{339, 257.5, 0})
23.9,13,({349.5, 245.5, 0}{330.5, 231, 0})
28.94,9,({349.5, 245.5, 0}{322, 236.5, 0})
12.62,31,({241, 210.5, 0}{251.5, 217.5, 0})
26.08,29,({241, 210.5, 0}{263, 196.5, 0})
33.2,23,({241, 210.5, 0}{261, 237, 0})
40.4,35,({241, 210.5, 0}{271.5, 184, 0})
41,38,({241, 210.5, 0}{252, 250, 0})
14.51,32,({354, 199.5, 0}{339.5, 199, 0})
15.63,30,({354, 199.5, 0}{338.5, 201.5, 0})
22.83,22,({354, 199.5, 0}{334, 210.5, 0})
22.83,21,({354, 199.5, 0}{334, 210.5, 0})
26.58,18,({354, 199.5, 0}{334, 217, 0})
12.17,34,({299.5, 164, 0}{297.5, 176, 0})
12.66,33,({299.5, 164, 0}{297.5, 176.5, 0})
23.85,39,({299.5, 164, 0}{319.5, 177, 0})
25.5,17,({299.5, 164, 0}{299, 189.5, 0})
25.52,16,({299.5, 164, 0}{298.5, 189.5, 0})
1.58,1,({231.5, 230.5, 0}{230, 231, 0})
19.81,6,({231.5, 230.5, 0}{217, 244, 0})
23.65,2,({231.5, 230.5, 0}{254.5, 236, 0})
26.2,3,({231.5, 230.5, 0}{257, 236.5, 0})
26.22,7,({231.5, 230.5, 0}{246.5, 209, 0})
1.58,0,({230, 231, 0}{231.5, 230.5, 0})
18.38,6,({230, 231, 0}{217, 244, 0})
25,2,({230, 231, 0}{254.5, 236, 0})
27.41,9,({230, 231, 0}{203.5, 224, 0})
27.5,7,({230, 231, 0}{246.5, 209, 0})
2.55,3,({254.5, 236, 0}{257, 236.5, 0})
7.5,5,({254.5, 236, 0}{259, 242, 0})
8,4,({254.5, 236, 0}{254.5, 244, 0})
23.65,0,({254.5, 236, 0}{231.5, 230.5, 0})
25,1,({254.5, 236, 0}{230, 231, 0})
2.55,2,({257, 236.5, 0}{254.5, 236, 0})
5.85,5,({257, 236.5, 0}{259, 242, 0})
7.91,4,({257, 236.5, 0}{254.5, 244, 0})
26.2,0,({257, 236.5, 0}{231.5, 230.5, 0})
26.68,16,({257, 236.5, 0}{283, 230.5, 0})
4.92,5,({254.5, 244, 0}{259, 242, 0})
7.91,3,({254.5, 244, 0}{257, 236.5, 0})
8,2,({254.5, 244, 0}{254.5, 236, 0})
26.67,0,({254.5, 244, 0}{231.5, 230.5, 0})
27.74,1,({254.5, 244, 0}{230, 231, 0})
4.92,4,({259, 242, 0}{254.5, 244, 0})
5.85,3,({259, 242, 0}{257, 236.5, 0})
7.5,2,({259, 242, 0}{254.5, 236, 0})
24.05,18,({259, 242, 0}{281.5, 250.5, 0})
26.61,16,({259, 242, 0}{283, 230.5, 0})
16.64,11,({217, 244, 0}{208, 258, 0})
18.38,1,({217, 244, 0}{230, 231, 0})
19.81,0,({217, 244, 0}{231.5, 230.5, 0})
21.15,10,({217, 244, 0}{219.5, 265, 0})
22.36,15,({217, 244, 0}{207, 264, 0})
15.51,8,({246.5, 209, 0}{232, 203.5, 0})
19.14,13,({246.5, 209, 0}{264.5, 202.5, 0})
19.65,12,({246.5, 209, 0}{265.5, 204, 0})
25.68,21,({246.5, 209, 0}{249.5, 183.5, 0})
26.22,0,({246.5, 209, 0}{231.5, 230.5, 0})
15.51,7,({232, 203.5, 0}{246.5, 209, 0})
24.5,14,({232, 203.5, 0}{207.5, 203.5, 0})
26.58,21,({232, 203.5, 0}{249.5, 183.5, 0})
27,0,({232, 203.5, 0}{231.5, 230.5, 0})
27.57,1,({232, 203.5, 0}{230, 231, 0})
19.45,27,({203.5, 224, 0}{185, 230, 0})
20.41,25,({203.5, 224, 0}{193, 206.5, 0})
20.89,14,({203.5, 224, 0}{207.5, 203.5, 0})
24.13,6,({203.5, 224, 0}{217, 244, 0})
25.83,28,({203.5, 224, 0}{186, 205, 0})
12.21,19,({219.5, 265, 0}{209.5, 272, 0})
12.54,15,({219.5, 265, 0}{207, 264, 0})
13.46,11,({219.5, 265, 0}{208, 258, 0})
14.04,17,({219.5, 265, 0}{205.5, 264, 0})
15.21,20,({219.5, 265, 0}{222, 280, 0})
6.08,15,({208, 258, 0}{207, 264, 0})
6.5,17,({208, 258, 0}{205.5, 264, 0})
13.46,10,({208, 258, 0}{219.5, 265, 0})
14.08,19,({208, 258, 0}{209.5, 272, 0})
16.64,6,({208, 258, 0}{217, 244, 0})
1.8,13,({265.5, 204, 0}{264.5, 202.5, 0})
12.35,22,({265.5, 204, 0}{277, 199.5, 0})
19.65,7,({265.5, 204, 0}{246.5, 209, 0})
26,21,({265.5, 204, 0}{249.5, 183.5, 0})
27.02,35,({265.5, 204, 0}{282.5, 183, 0})
1.8,12,({264.5, 202.5, 0}{265.5, 204, 0})
12.85,22,({264.5, 202.5, 0}{277, 199.5, 0})
19.14,7,({264.5, 202.5, 0}{246.5, 209, 0})
24.21,21,({264.5, 202.5, 0}{249.5, 183.5, 0})
26.54,35,({264.5, 202.5, 0}{282.5, 183, 0})
14.81,25,({207.5, 203.5, 0}{193, 206.5, 0})
20.89,9,({207.5, 203.5, 0}{203.5, 224, 0})
21.55,28,({207.5, 203.5, 0}{186, 205, 0})
24.5,8,({207.5, 203.5, 0}{232, 203.5, 0})
24.91,32,({207.5, 203.5, 0}{183, 199, 0})
1.5,17,({207, 264, 0}{205.5, 264, 0})
6.08,11,({207, 264, 0}{208, 258, 0})
8.38,19,({207, 264, 0}{209.5, 272, 0})
12.54,10,({207, 264, 0}{219.5, 265, 0})
21.71,30,({207, 264, 0}{186, 269.5, 0})
20.06,18,({283, 230.5, 0}{281.5, 250.5, 0})
26.61,5,({283, 230.5, 0}{259, 242, 0})
26.68,3,({283, 230.5, 0}{257, 236.5, 0})
27,24,({283, 230.5, 0}{283.5, 257.5, 0})
29.03,2,({283, 230.5, 0}{254.5, 236, 0})
1.5,15,({205.5, 264, 0}{207, 264, 0})
6.5,11,({205.5, 264, 0}{208, 258, 0})
8.94,19,({205.5, 264, 0}{209.5, 272, 0})
14.04,10,({205.5, 264, 0}{219.5, 265, 0})
20.26,30,({205.5, 264, 0}{186, 269.5, 0})
7.28,24,({281.5, 250.5, 0}{283.5, 257.5, 0})
20.06,16,({281.5, 250.5, 0}{283, 230.5, 0})
24.05,5,({281.5, 250.5, 0}{259, 242, 0})
27.77,4,({281.5, 250.5, 0}{254.5, 244, 0})
28.22,3,({281.5, 250.5, 0}{257, 236.5, 0})
8.38,15,({209.5, 272, 0}{207, 264, 0})
8.94,17,({209.5, 272, 0}{205.5, 264, 0})
12.21,10,({209.5, 272, 0}{219.5, 265, 0})
14.08,11,({209.5, 272, 0}{208, 258, 0})
14.6,23,({209.5, 272, 0}{221, 281, 0})
1.41,23,({222, 280, 0}{221, 281, 0})
11.51,29,({222, 280, 0}{222.5, 291.5, 0})
14.84,19,({222, 280, 0}{209.5, 272, 0})
15.21,10,({222, 280, 0}{219.5, 265, 0})
21.93,15,({222, 280, 0}{207, 264, 0})
14.08,31,({249.5, 183.5, 0}{253.5, 170, 0})
20.88,38,({249.5, 183.5, 0}{243.5, 163.5, 0})
24.21,13,({249.5, 183.5, 0}{264.5, 202.5, 0})
25.3,44,({249.5, 183.5, 0}{265, 163.5, 0})
25.68,7,({249.5, 183.5, 0}{246.5, 209, 0})
12.35,12,({277, 199.5, 0}{265.5, 204, 0})
12.85,13,({277, 199.5, 0}{264.5, 202.5, 0})
17.39,35,({277, 199.5, 0}{282.5, 183, 0})
23.71,45,({277, 199.5, 0}{298.5, 189.5, 0})
31.58,16,({277, 199.5, 0}{283, 230.5, 0})
1.41,20,({221, 281, 0}{222, 280, 0})
10.61,29,({221, 281, 0}{222.5, 291.5, 0})
14.6,19,({221, 281, 0}{209.5, 272, 0})
16.07,10,({221, 281, 0}{219.5, 265, 0})
22.02,15,({221, 281, 0}{207, 264, 0})
7.28,18,({283.5, 257.5, 0}{281.5, 250.5, 0})
27,16,({283.5, 257.5, 0}{283, 230.5, 0})
28.99,5,({283.5, 257.5, 0}{259, 242, 0})
31.99,4,({283.5, 257.5, 0}{254.5, 244, 0})
33.81,3,({283.5, 257.5, 0}{257, 236.5, 0})
7.16,28,({193, 206.5, 0}{186, 205, 0})
12.5,32,({193, 206.5, 0}{183, 199, 0})
14.81,14,({193, 206.5, 0}{207.5, 203.5, 0})
18.74,39,({193, 206.5, 0}{180, 193, 0})
20.41,9,({193, 206.5, 0}{203.5, 224, 0})
18.25,40,({244, 285, 0}{241, 303, 0})
19.01,42,({244, 285, 0}{244.5, 304, 0})
22.46,29,({244, 285, 0}{222.5, 291.5, 0})
22.56,20,({244, 285, 0}{222, 280, 0})
23.35,23,({244, 285, 0}{221, 281, 0})
19.45,9,({185, 230, 0}{203.5, 224, 0})
24.82,25,({185, 230, 0}{193, 206.5, 0})
25.02,28,({185, 230, 0}{186, 205, 0})
31.06,32,({185, 230, 0}{183, 199, 0})
31.66,37,({185, 230, 0}{176.5, 260.5, 0})
6.71,32,({186, 205, 0}{183, 199, 0})
7.16,25,({186, 205, 0}{193, 206.5, 0})
13.42,39,({186, 205, 0}{180, 193, 0})
20.52,41,({186, 205, 0}{185, 184.5, 0})
21.55,14,({186, 205, 0}{207.5, 203.5, 0})
10.61,23,({222.5, 291.5, 0}{221, 281, 0})
11.51,20,({222.5, 291.5, 0}{222, 280, 0})
21.78,40,({222.5, 291.5, 0}{241, 303, 0})
22.46,26,({222.5, 291.5, 0}{244, 285, 0})
23.44,19,({222.5, 291.5, 0}{209.5, 272, 0})
1.8,33,({186, 269.5, 0}{185, 271, 0})
12.02,36,({186, 269.5, 0}{177.5, 261, 0})
13.09,37,({186, 269.5, 0}{176.5, 260.5, 0})
20.26,17,({186, 269.5, 0}{205.5, 264, 0})
21.71,15,({186, 269.5, 0}{207, 264, 0})
11.93,38,({253.5, 170, 0}{243.5, 163.5, 0})
13.21,44,({253.5, 170, 0}{265, 163.5, 0})
14.08,21,({253.5, 170, 0}{249.5, 183.5, 0})
31.78,35,({253.5, 170, 0}{282.5, 183, 0})
32.52,34,({253.5, 170, 0}{221, 169, 0})
6.71,39,({183, 199, 0}{180, 193, 0})
6.71,28,({183, 199, 0}{186, 205, 0})
12.5,25,({183, 199, 0}{193, 206.5, 0})
14.64,41,({183, 199, 0}{185, 184.5, 0})
24.91,14,({183, 199, 0}{207.5, 203.5, 0})
1.8,30,({185, 271, 0}{186, 269.5, 0})
12.5,36,({185, 271, 0}{177.5, 261, 0})
13.51,37,({185, 271, 0}{176.5, 260.5, 0})
21.66,17,({185, 271, 0}{205.5, 264, 0})
23.09,15,({185, 271, 0}{207, 264, 0})
23.16,38,({221, 169, 0}{243.5, 163.5, 0})
31.98,21,({221, 169, 0}{249.5, 183.5, 0})
32.52,31,({221, 169, 0}{253.5, 170, 0})
36.21,8,({221, 169, 0}{232, 203.5, 0})
37.05,14,({221, 169, 0}{207.5, 203.5, 0})
17.27,45,({282.5, 183, 0}{298.5, 189.5, 0})
17.39,22,({282.5, 183, 0}{277, 199.5, 0})
26.2,44,({282.5, 183, 0}{265, 163.5, 0})
26.54,13,({282.5, 183, 0}{264.5, 202.5, 0})
27.02,12,({282.5, 183, 0}{265.5, 204, 0})
1.12,37,({177.5, 261, 0}{176.5, 260.5, 0})
12.02,30,({177.5, 261, 0}{186, 269.5, 0})
12.5,33,({177.5, 261, 0}{185, 271, 0})
28.16,17,({177.5, 261, 0}{205.5, 264, 0})
29.65,15,({177.5, 261, 0}{207, 264, 0})
1.12,36,({176.5, 260.5, 0}{177.5, 261, 0})
13.09,30,({176.5, 260.5, 0}{186, 269.5, 0})
13.51,33,({176.5, 260.5, 0}{185, 271, 0})
29.21,17,({176.5, 260.5, 0}{205.5, 264, 0})
30.7,15,({176.5, 260.5, 0}{207, 264, 0})
11.93,31,({243.5, 163.5, 0}{253.5, 170, 0})
20.88,21,({243.5, 163.5, 0}{249.5, 183.5, 0})
21.5,44,({243.5, 163.5, 0}{265, 163.5, 0})
23.16,34,({243.5, 163.5, 0}{221, 169, 0})
41.62,8,({243.5, 163.5, 0}{232, 203.5, 0})
6.71,32,({180, 193, 0}{183, 199, 0})
9.86,41,({180, 193, 0}{185, 184.5, 0})
13.42,28,({180, 193, 0}{186, 205, 0})
18.74,25,({180, 193, 0}{193, 206.5, 0})
29.44,14,({180, 193, 0}{207.5, 203.5, 0})
3.64,42,({241, 303, 0}{244.5, 304, 0})
18.25,26,({241, 303, 0}{244, 285, 0})
21.78,29,({241, 303, 0}{222.5, 291.5, 0})
29.73,23,({241, 303, 0}{221, 281, 0})
29.83,20,({241, 303, 0}{222, 280, 0})
9.86,39,({185, 184.5, 0}{180, 193, 0})
14.64,32,({185, 184.5, 0}{183, 199, 0})
20.52,28,({185, 184.5, 0}{186, 205, 0})
23.41,25,({185, 184.5, 0}{193, 206.5, 0})
29.45,14,({185, 184.5, 0}{207.5, 203.5, 0})
3.64,40,({244.5, 304, 0}{241, 303, 0})
19.01,26,({244.5, 304, 0}{244, 285, 0})
25.3,29,({244.5, 304, 0}{222.5, 291.5, 0})
32.88,23,({244.5, 304, 0}{221, 281, 0})
32.9,20,({244.5, 304, 0}{222, 280, 0})
22.19,45,({307, 210, 0}{298.5, 189.5, 0})
31.56,16,({307, 210, 0}{283, 230.5, 0})
31.78,22,({307, 210, 0}{277, 199.5, 0})
36.46,35,({307, 210, 0}{282.5, 183, 0})
41.93,12,({307, 210, 0}{265.5, 204, 0})
13.21,31,({265, 163.5, 0}{253.5, 170, 0})
21.5,38,({265, 163.5, 0}{243.5, 163.5, 0})
25.3,21,({265, 163.5, 0}{249.5, 183.5, 0})
26.2,35,({265, 163.5, 0}{282.5, 183, 0})
37.95,22,({265, 163.5, 0}{277, 199.5, 0})
17.27,35,({298.5, 189.5, 0}{282.5, 183, 0})
22.19,43,({298.5, 189.5, 0}{307, 210, 0})
23.71,22,({298.5, 189.5, 0}{277, 199.5, 0})
36.05,12,({298.5, 189.5, 0}{265.5, 204, 0})
36.4,13,({298.5, 189.5, 0}{264.5, 202.5, 0})
3.04,1,({215.5, 185, 0}{215, 188, 0})
14.6,4,({215.5, 185, 0}{224.5, 196.5, 0})
15.69,6,({215.5, 185, 0}{207.5, 198.5, 0})
19.14,9,({215.5, 185, 0}{226, 201, 0})
20.08,5,({215.5, 185, 0}{196.5, 191.5, 0})
3.04,0,({215, 188, 0}{215.5, 185, 0})
12.75,4,({215, 188, 0}{224.5, 196.5, 0})
12.9,6,({215, 188, 0}{207.5, 198.5, 0})
17.03,9,({215, 188, 0}{226, 201, 0})
18.83,5,({215, 188, 0}{196.5, 191.5, 0})
1,3,({197, 157, 0}{197, 156, 0})
12.75,12,({197, 157, 0}{185.5, 151.5, 0})
15,17,({197, 157, 0}{185, 148, 0})
15.4,18,({197, 157, 0}{182, 153.5, 0})
22.59,20,({197, 157, 0}{187.5, 136.5, 0})
1,2,({197, 156, 0}{197, 157, 0})
12.35,12,({197, 156, 0}{185.5, 151.5, 0})
14.42,17,({197, 156, 0}{185, 148, 0})
15.21,18,({197, 156, 0}{182, 153.5, 0})
21.69,20,({197, 156, 0}{187.5, 136.5, 0})
4.74,9,({224.5, 196.5, 0}{226, 201, 0})
6.71,8,({224.5, 196.5, 0}{230.5, 199.5, 0})
12.75,1,({224.5, 196.5, 0}{215, 188, 0})
14.6,0,({224.5, 196.5, 0}{215.5, 185, 0})
17.12,6,({224.5, 196.5, 0}{207.5, 198.5, 0})
5.59,16,({196.5, 191.5, 0}{195.5, 197, 0})
12.78,15,({196.5, 191.5, 0}{185.5, 185, 0})
13.04,14,({196.5, 191.5, 0}{185.5, 184.5, 0})
13.04,6,({196.5, 191.5, 0}{207.5, 198.5, 0})
16.53,21,({196.5, 191.5, 0}{180, 192.5, 0})
12.09,16,({207.5, 198.5, 0}{195.5, 197, 0})
12.9,1,({207.5, 198.5, 0}{215, 188, 0})
13.04,5,({207.5, 198.5, 0}{196.5, 191.5, 0})
15.03,23,({207.5, 198.5, 0}{208.5, 213.5, 0})
15.69,0,({207.5, 198.5, 0}{215.5, 185, 0})
2.5,11,({247, 184, 0}{249.5, 184, 0})
15.44,13,({247, 184, 0}{253.5, 170, 0})
22.64,8,({247, 184, 0}{230.5, 199.5, 0})
23.16,31,({247, 184, 0}{259.5, 203.5, 0})
25.74,4,({247, 184, 0}{224.5, 196.5, 0})
4.74,9,({230.5, 199.5, 0}{226, 201, 0})
6.71,4,({230.5, 199.5, 0}{224.5, 196.5, 0})
19.3,1,({230.5, 199.5, 0}{215, 188, 0})
20.86,0,({230.5, 199.5, 0}{215.5, 185, 0})
22.64,7,({230.5, 199.5, 0}{247, 184, 0})
4.74,8,({226, 201, 0}{230.5, 199.5, 0})
4.74,4,({226, 201, 0}{224.5, 196.5, 0})
17.03,1,({226, 201, 0}{215, 188, 0})
18.67,6,({226, 201, 0}{207.5, 198.5, 0})
19.14,0,({226, 201, 0}{215.5, 185, 0})
19.1,19,({222.5, 134, 0}{241.5, 136, 0})
29.12,34,({222.5, 134, 0}{239, 110, 0})
31.95,35,({222.5, 134, 0}{243, 109.5, 0})
32.42,38,({222.5, 134, 0}{233.5, 103.5, 0})
33.68,3,({222.5, 134, 0}{197, 156, 0})
2.5,7,({249.5, 184, 0}{247, 184, 0})
14.56,13,({249.5, 184, 0}{253.5, 170, 0})
21.91,31,({249.5, 184, 0}{259.5, 203.5, 0})
24.52,8,({249.5, 184, 0}{230.5, 199.5, 0})
25.7,25,({249.5, 184, 0}{265, 163.5, 0})
3.54,17,({185.5, 151.5, 0}{185, 148, 0})
4.03,18,({185.5, 151.5, 0}{182, 153.5, 0})
12.35,3,({185.5, 151.5, 0}{197, 156, 0})
12.75,2,({185.5, 151.5, 0}{197, 157, 0})
15.13,20,({185.5, 151.5, 0}{187.5, 136.5, 0})
13.21,25,({253.5, 170, 0}{265, 163.5, 0})
13.21,24,({253.5, 170, 0}{265, 163.5, 0})
14.56,11,({253.5, 170, 0}{249.5, 184, 0})
15.44,7,({253.5, 170, 0}{247, 184, 0})
19.45,29,({253.5, 170, 0}{267, 156, 0})
0.5,15,({185.5, 184.5, 0}{185.5, 185, 0})
9.55,22,({185.5, 184.5, 0}{179, 191.5, 0})
9.71,21,({185.5, 184.5, 0}{180, 192.5, 0})
13.04,5,({185.5, 184.5, 0}{196.5, 191.5, 0})
16.01,16,({185.5, 184.5, 0}{195.5, 197, 0})
0.5,14,({185.5, 185, 0}{185.5, 184.5, 0})
9.19,22,({185.5, 185, 0}{179, 191.5, 0})
9.3,21,({185.5, 185, 0}{180, 192.5, 0})
12.78,5,({185.5, 185, 0}{196.5, 191.5, 0})
15.62,16,({185.5, 185, 0}{195.5, 197, 0})
5.59,5,({195.5, 197, 0}{196.5, 191.5, 0})
12.09,6,({195.5, 197, 0}{207.5, 198.5, 0})
12.21,27,({195.5, 197, 0}{185.5, 204, 0})
12.53,26,({195.5, 197, 0}{184.5, 203, 0})
15.62,15,({195.5, 197, 0}{185.5, 185, 0})
3.54,12,({185, 148, 0}{185.5, 151.5, 0})
6.26,18,({185, 148, 0}{182, 153.5, 0})
11.77,20,({185, 148, 0}{187.5, 136.5, 0})
14.42,3,({185, 148, 0}{197, 156, 0})
15,2,({185, 148, 0}{197, 157, 0})
4.03,12,({182, 153.5, 0}{185.5, 151.5, 0})
6.26,17,({182, 153.5, 0}{185, 148, 0})
15.21,3,({182, 153.5, 0}{197, 156, 0})
15.4,2,({182, 153.5, 0}{197, 157, 0})
17.87,20,({182, 153.5, 0}{187.5, 136.5, 0})
19.1,10,({241.5, 136, 0}{222.5, 134, 0})
21.91,28,({241.5, 136, 0}{261, 146, 0})
26.12,34,({241.5, 136, 0}{239, 110, 0})
26.54,35,({241.5, 136, 0}{243, 109.5, 0})
30.36,32,({241.5, 136, 0}{270.5, 145, 0})
11.77,17,({187.5, 136.5, 0}{185, 148, 0})
15.13,12,({187.5, 136.5, 0}{185.5, 151.5, 0})
17.87,18,({187.5, 136.5, 0}{182, 153.5, 0})
21.69,3,({187.5, 136.5, 0}{197, 156, 0})
22.59,2,({187.5, 136.5, 0}{197, 157, 0})
1.41,22,({180, 192.5, 0}{179, 191.5, 0})
9.3,15,({180, 192.5, 0}{185.5, 185, 0})
9.71,14,({180, 192.5, 0}{185.5, 184.5, 0})
11.42,26,({180, 192.5, 0}{184.5, 203, 0})
12.75,27,({180, 192.5, 0}{185.5, 204, 0})
1.41,21,({179, 191.5, 0}{180, 192.5, 0})
9.19,15,({179, 191.5, 0}{185.5, 185, 0})
9.55,14,({179, 191.5, 0}{185.5, 184.5, 0})
12.75,26,({179, 191.5, 0}{184.5, 203, 0})
13.12,30,({179, 191.5, 0}{166.5, 187.5, 0})
12.3,33,({208.5, 213.5, 0}{203, 224.5, 0})
15.03,6,({208.5, 213.5, 0}{207.5, 198.5, 0})
21.01,16,({208.5, 213.5, 0}{195.5, 197, 0})
21.51,9,({208.5, 213.5, 0}{226, 201, 0})
23.35,4,({208.5, 213.5, 0}{224.5, 196.5, 0})
0,25,({265, 163.5, 0}{265, 163.5, 0})
7.76,29,({265, 163.5, 0}{267, 156, 0})
13.21,13,({265, 163.5, 0}{253.5, 170, 0})
17.95,28,({265, 163.5, 0}{261, 146, 0})
19.3,32,({265, 163.5, 0}{270.5, 145, 0})
0,24,({265, 163.5, 0}{265, 163.5, 0})
7.76,29,({265, 163.5, 0}{267, 156, 0})
13.21,13,({265, 163.5, 0}{253.5, 170, 0})
17.95,28,({265, 163.5, 0}{261, 146, 0})
19.3,32,({265, 163.5, 0}{270.5, 145, 0})
1.41,27,({184.5, 203, 0}{185.5, 204, 0})
11.42,21,({184.5, 203, 0}{180, 192.5, 0})
12.53,16,({184.5, 203, 0}{195.5, 197, 0})
