time points - x,y,z
{-16.684205, -86.612715, 9.935316}
{-5.535468, -86.916624, 10.031398}
{5.535782, -86.91657, 10.031426}
{16.688125, -86.61221, 9.935566}
{27.968326, -86.063453, 9.744802}
{39.297243, -85.354645, 9.466722}
{50.571195, -84.570768, 9.111066}
{61.65434, -83.779105, 8.688141}
{72.348229, -83.023898, 8.207769}
{82.328944, -82.328944, 7.67895}
{91.037158, -81.70245, 7.110474}
{97.494404, -81.138871, 6.514512}
{-95.778261, -86.426686, 7.880235}
{-86.280027, -86.800804, 8.065358}
{-76.225817, -86.748243, 8.196644}
{-67.158478, -85.01871, 8.327555}
{-59.057485, -84.02776, 8.631739}
{-49.689569, -84.668709, 9.102391}
{-39.051424, -85.429323, 9.470891}
{-27.921972, -86.130829, 9.754603}
{-16.686655, -86.679077, 9.946959}
{-5.537462, -86.984487, 10.04275}
{5.538258, -86.984365, 10.042822}
{16.696583, -86.677965, 9.947596}
{27.984694, -86.12562, 9.757446}
{39.32282, -85.412234, 9.479619}
{50.606076, -84.626244, 9.123356}
{61.696045, -83.82964, 8.699196}
{72.39195, -83.069729, 8.216643}
{82.367387, -82.367387, 7.684874}
{91.062795, -81.736942, 7.112578}
{97.502968, -81.169848, 6.513207}
{-95.760148, -86.308003, 8.346084}
{-86.214643, -86.691702, 8.524833}
{-75.470737, -86.91809, 8.620087}
{-65.019199, -86.74339, 8.634741}
{-56.203617, -85.161408, 8.800231}
{-48.343487, -84.600886, 9.065482}
{-38.631214, -85.331787, 9.441182}
{-27.806411, -86.01556, 9.728601}
{-16.657313, -86.553434, 9.923305}
{-5.531663, -86.853979, 10.020604}
{5.533488, -86.853738, 10.020715}
{16.680307, -86.55129, 9.924288}
{27.953233, -86.005883, 9.73298}
{39.273696, -85.301339, 9.45469}
{50.539303, -84.522117, 9.099419}
{61.616142, -83.735101, 8.677654}
{72.308089, -82.984284, 8.199313}
{82.293355, -82.293355, 7.673392}
{91.013331, -81.670498, 7.108461}
{97.486423, -81.11016, 6.51569}
{-95.764654, -86.28161, 8.815457}
{-86.193969, -86.690592, 8.994708}
{-75.445793, -86.920179, 9.084383}
{-64.642713, -86.929338, 9.088664}
{-54.66549, -86.343123, 8.997109}
{-46.245471, -85.321654, 9.138927}
{-37.938058, -85.358006, 9.425509}
{-27.647528, -86.021941, 9.723489}
{-16.632205, -86.552768, 9.92179}
{-5.529599, -86.851448, 10.020014}
{5.533387, -86.850974, 10.020241}
{16.679964, -86.548611, 9.923789}
{27.952571, -86.003352, 9.732458}
{39.272664, -85.298996, 9.454159}
{50.537905, -84.519979, 9.098905}
{61.614467, -83.733167, 8.677191}
{72.306327, -82.982543, 8.19894}
{82.291791, -82.291791, 7.673146}
{91.012281, -81.669093, 7.108371}
{97.486071, -81.108898, 6.515741}
{-95.792875, -86.274978, 9.286416}
{-86.220897, -86.726624, 9.472377}
{-75.445208, -86.972282, 9.561025}
{-64.530586, -86.958666, 9.558932}
{-53.969004, -86.678888, 9.47891}
{-44.367116, -85.744729, 9.315036}
{-36.23792, -85.39082, 9.440893}
{-27.272719, -86.074894, 9.732606}
{-16.578844, -86.608333, 9.931063}
{-5.526879, -86.907571, 10.029428}
{5.535428, -86.906858, 10.02978}
{16.686916, -86.602793, 9.933831}
{27.965988, -86.054551, 9.742981}
{39.293593, -85.346402, 9.464867}
{50.566251, -84.563244, 9.10927}
{61.64842, -83.772299, 8.686524}
{72.342014, -83.017771, 8.206466}
{82.323441, -82.323441, 7.678095}
{91.033479, -81.69751, 7.110167}
{97.493173, -81.134433, 6.514696}
{-95.840841, -86.089317, 9.729981}
{-86.291912, -86.596144, 9.925423}
{-75.469522, -86.870774, 10.018147}
{-64.448356, -86.846781, 10.013856}
{-53.523073, -86.534519, 9.923159}
{-43.76255, -85.99996, 9.807942}
{-35.0153, -85.682282, 9.591557}
{-26.215019, -86.001038, 9.599454}
{-16.406333, -86.528028, 9.896083}
{-5.511009, -86.821245, 10.01267}
{5.532252, -86.819856, 10.014879}
{16.6761, -86.518447, 9.918154}
{27.945124, -85.974856, 9.726563}
{39.261061, -85.272619, 9.448169}
{50.522196, -84.495912, 9.093112}
{61.595642, -83.7114, 8.671974}
{72.286512, -82.962946, 8.194728}
{82.274179, -82.274179, 7.670367}
{91.000455, -81.653274, 7.107351}
{97.482102, -81.094678, 6.516312}
{-95.927647, -86.00122, 10.181831}
{-86.443753, -86.598346, 10.397937}
{-75.536581, -86.931182, 10.50206}
{-64.386218, -86.912118, 10.498781}
{-53.201584, -86.54537, 10.388039}
{-42.48351, -85.916957, 10.169262}
{-33.666221, -85.16936, 9.86876}
{-25.752639, -85.585448, 9.810106}
{-16.172573, -86.595456, 9.908775}
{-5.495088, -86.907206, 10.02712}
{5.535428, -86.906858, 10.02978}
{16.686916, -86.602793, 9.933831}
{27.965988, -86.054551, 9.742981}
{39.293593, -85.346402, 9.464867}
{50.566251, -84.563244, 9.10927}
{61.64842, -83.772299, 8.686524}
{72.342014, -83.017771, 8.206466}
{82.323441, -82.323441, 7.678095}
{91.033479, -81.69751, 7.110167}
{97.493173, -81.134433, 6.514696}
{-96.043925, -85.696115, 10.586274}
{-86.669408, -86.406161, 10.828237}
{-75.648957, -86.826374, 10.952084}
{-64.366879, -86.841488, 10.956851}
{-53.038767, -86.437491, 10.847598}
{-41.897853, -85.734337, 10.625147}
{-31.844525, -84.889231, 10.306666}
{-23.783049, -85.121326, 9.944757}
{-15.436205, -86.419701, 9.906205}
{-5.437328, -86.855598, 10.018465}
{5.533387, -86.850974, 10.020241}
{16.679964, -86.548611, 9.923789}
{27.952571, -86.003352, 9.732458}
{39.272664, -85.298996, 9.454159}
{50.537905, -84.519979, 9.098905}
{61.614467, -83.733167, 8.677191}
{72.306327, -82.982543, 8.19894}
{82.291791, -82.291791, 7.673146}
{91.012281, -81.669093, 7.108371}
{97.486071, -81.108898, 6.515741}
{-96.20396, -85.324222, 10.9667}
{-87.006435, -86.185156, 11.245825}
{-75.830687, -86.740618, 11.40057}
{-64.389061, -86.835353, 11.420824}
{-52.956668, -86.406747, 11.320923}
{-41.494305, -85.617676, 11.098479}
{-30.768667, -84.670231, 10.775716}
{-21.898258, -83.811998, 10.415332}
{-14.31537, -84.626862, 9.980324}
{-5.009131, -86.8423, 10.013149}
{5.533488, -86.853738, 10.020715}
{16.680307, -86.55129, 9.924288}
{27.953233, -86.005883, 9.73298}
{39.273696, -85.301339, 9.45469}
{50.539303, -84.522117, 9.099419}
{61.616142, -83.735101, 8.677654}
{72.308089, -82.984284, 8.199313}
{82.293355, -82.293355, 7.673392}
{91.013331, -81.670498, 7.108461}
{97.486423, -81.11016, 6.51569}
{-96.416008, -84.894893, 11.332407}
{-87.49113, -85.948587, 11.663459}
{-76.258382, -86.755166, 11.858104}
{-64.62204, -86.903699, 11.913679}
{-52.953359, -86.526173, 11.826218}
{-41.149939, -85.640396, 11.600238}
{-29.875527, -84.562501, 11.249643}
{-19.887715, -83.519301, 10.801375}
{-12.249471, -83.549363, 10.322776}
{-4.307507, -85.369645, 10.095201}
{5.619351, -86.955122, 10.013936}
{16.696583, -86.677965, 9.947596}
{27.984694, -86.12562, 9.757446}
{39.32282, -85.412234, 9.479619}
{50.606076, -84.626244, 9.123356}
{61.696045, -83.82964, 8.699196}
{72.39195, -83.069729, 8.216643}
{82.367387, -82.367387, 7.684874}
{91.062795, -81.736942, 7.112578}
{97.502968, -81.169848, 6.513207}
{-96.653853, -84.109692, 11.591803}
{-88.095189, -85.341504, 11.979725}
{-77.023392, -86.359253, 12.234824}
{-65.170123, -86.825164, 12.328177}
{-53.11918, -86.485373, 12.270049}
{-40.973849, -85.523788, 12.054636}
{-29.215899, -84.31028, 11.701263}
{-18.441757, -83.123614, 11.242563}
{-9.36524, -82.232976, 10.739034}
{-2.074664, -83.103495, 10.265231}
{6.574888, -85.919226, 9.993739}
{16.688125, -86.61221, 9.935566}
{27.968326, -86.063453, 9.744802}
{39.297243, -85.354645, 9.466722}
{50.571195, -84.570768, 9.111066}
{61.65434, -83.779105, 8.688141}
{72.348229, -83.023898, 8.207769}
{82.328944, -82.328944, 7.67895}
{91.037158, -81.70245, 7.110474}
{97.494404, -81.138871, 6.514512}
{-96.92899, -83.190773, 11.802406}
{-88.862612, -84.572058, 12.259294}
{-77.95543, -85.881647, 12.589319}
{-65.99731, -86.710873, 12.744411}
{-53.592353, -86.56151, 12.731861}
{-40.933522, -85.554861, 12.538635}
{-28.70954, -84.192592, 12.186601}
{-17.363741, -82.857072, 11.715693}
{-7.359494, -81.72342, 11.163461}
{0.532153, -81.532581, 10.567317}
{8.001264, -83.59806, 10.101931}
{17.178479, -85.925272, 9.920942}
{27.976363, -86.094012, 9.751033}
{39.309796, -85.382951, 9.473074}
{50.588204, -84.596608, 9.11722}
{61.674903, -83.805166, 8.693519}
{72.369593, -83.044937, 8.212231}
{82.34784, -82.34784, 7.681872}
{91.049773, -81.719407, 7.111517}
{97.498621, -81.154102, 6.513875}
{-97.201073, -82.012397, 11.885867}
{-89.707424, -83.429172, 12.408902}
{-79.16284, -84.965359, 12.822873}
{-66.681497, -86.217584, 13.072415}
{-53.869614, -86.50924, 13.110205}
{-41.173304, -85.537277, 12.959655}
{-28.479929, -84.036391, 12.618325}
{-16.652593, -82.56108, 12.143347}
{-6.026794, -81.338986, 11.580054}
{3.066547, -80.523946, 10.982008}
{10.369924, -81.004755, 10.418887}
{18.514465, -83.879667, 9.940858}
{28.241128, -85.548382, 9.714422}
{39.271035, -85.295295, 9.45332}
{50.535699, -84.516603, 9.098094}
{61.611824, -83.730113, 8.676461}
{72.303545, -82.979794, 8.19835}
{82.28932, -82.28932, 7.672757}
{91.010624, -81.666874, 7.108229}
{97.485515, -81.106903, 6.515821}
{-97.493833, -80.876297, 11.953254}
{-90.679921, -82.234687, 12.553615}
{-80.730984, -83.889634, 13.068469}
{-68.563334, -85.602796, 13.428057}
{-55.273642, -86.545558, 13.56214}
{-41.628809, -85.833302, 13.479149}
{-28.250276, -84.160691, 13.166745}
{-15.813452, -82.472908, 12.687133}
{-4.596128, -81.104179, 12.103019}
{5.319574, -80.085348, 11.456858}
{13.565072, -79.894623, 10.795829}
{20.706345, -81.009206, 10.213314}
{29.313708, -83.758679, 9.754919}
{39.486345, -85.070248, 9.469259}
{50.62489, -84.654931, 9.13002}
{61.718542, -83.855615, 8.705193}
{72.4155, -83.093127, 8.221459}
{82.388126, -82.388126, 7.688035}
{91.076582, -81.75554, 7.113684}
{97.507564, -81.186544, 6.512489}
{-97.699828, -79.588086, 11.812911}
{-91.46056, -80.728542, 12.45869}
{-82.246738, -82.246738, 13.046}
{-70.578419, -84.118135, 13.518869}
{-57.133372, -85.78839, 13.790943}
{-42.711717, -85.773602, 13.796956}
{-28.633409, -84.094978, 13.532363}
{-15.573738, -82.223626, 13.068084}
{-3.823538, -80.725049, 12.488468}
{6.721752, -79.637425, 11.843628}
{16.111883, -78.89178, 11.162885}
{23.942242, -79.094982, 10.485642}
{31.190033, -80.575233, 9.886107}
{40.195958, -82.96174, 9.428556}
{50.610146, -84.088317, 9.071559}
{61.595735, -83.698675, 8.669824}
{72.284343, -82.960799, 8.194265}
{82.272249, -82.272249, 7.670062}
{90.999158, -81.65154, 7.107238}
{97.481667, -81.093119, 6.516374}
{-97.911699, -78.549637, 11.695646}
{-92.261898, -79.453101, 12.396292}
{-83.889634, -80.730984, 13.068469}
{-73.050624, -82.509272, 13.662316}
{-59.832412, -84.638501, 14.095764}
{-44.664417, -85.776764, 14.247317}
{-29.268102, -84.423733, 14.085035}
{-15.21828, -82.300549, 13.64505}
{-2.806433, -80.591176, 13.053505}
{8.245403, -79.383228, 12.385854}
{18.240492, -78.5658, 11.67932}
{27.1569, -78.268095, 10.967061}
{34.994328, -78.759311, 10.23053}
{42.3935, -80.075923, 9.60072}
{51.534339, -82.0385, 9.121968}
{61.846339, -83.118168, 8.67534}
{72.433921, -82.9788, 8.218751}
{82.388126, -82.388126, 7.688035}
{91.076582, -81.75554, 7.113684}
{97.507564, -81.186544, 6.512489}
{-98.014701, -77.590742, 11.397109}
{-92.701031, -78.229667, 12.117336}
{-84.965359, -79.16284, 12.822873}
{-75.092843, -80.561345, 13.484759}
{-62.800577, -82.505527, 14.051465}
{-48.139037, -84.546608, 14.400859}
{-31.269214, -84.34505, 14.392106}
{-15.860422, -82.238095, 14.01282}
{-2.658705, -80.362147, 13.439053}
{8.880079, -79.044584, 12.777755}
{19.370651, -78.18059, 12.074858}
{29.090021, -77.618466, 11.350929}
{37.924355, -77.582807, 10.633093}
{46.013837, -78.169743, 9.885078}
{53.719125, -79.179946, 9.236535}
{62.671436, -80.650504, 8.694109}
{72.604214, -81.802374, 8.163871}
{82.322143, -82.0437, 7.666576}
{91.014793, -81.642576, 7.10607}
{97.485515, -81.106903, 6.515821}
{-98.115006, -76.881893, 11.103413}
{-93.096672, -77.317198, 11.846348}
{-85.881647, -77.95543, 12.589319}
{-76.870729, -78.952671, 13.312344}
{-65.827055, -80.481704, 13.986715}
{-51.848215, -82.485317, 14.538573}
{-34.593084, -83.624271, 14.765736}
{-17.169489, -82.308284, 14.525018}
{-2.540755, -80.334272, 13.967972}
{9.664322, -78.858759, 13.296949}
{20.565681, -77.912897, 12.579601}
{30.744108, -77.317176, 11.841289}
{40.374936, -76.93494, 11.087353}
{49.327682, -76.98318, 10.354226}
{57.674986, -77.499504, 9.602479}
{65.576486, -78.211004, 8.896653}
{73.840891, -79.210345, 8.242425}
{82.864501, -80.344082, 7.635886}
{91.116847, -80.976519, 7.095073}
{97.515861, -80.952976, 6.507319}
{-98.161171, -76.333787, 10.726964}
{-93.287581, -76.616232, 11.47843}
{-86.359253, -77.023392, 12.234824}
{-77.899394, -77.659936, 12.982866}
{-67.939829, -78.701134, 13.70915}
{-55.627929, -80.25356, 14.38119}
{-39.515843, -81.832447, 14.873353}
{-20.298989, -81.83883, 14.891368}
{-3.579627, -80.269655, 14.414956}
{9.70605, -78.71854, 13.751428}
{21.017292, -77.672972, 13.032898}
{31.492175, -77.041103, 12.292324}
{41.50707, -76.644628, 11.541269}
{51.150033, -76.386303, 10.784469}
{60.316353, -76.378034, 10.036702}
{68.945438, -76.719046, 9.284743}
{77.036559, -77.216447, 8.504532}
{84.669434, -77.790881, 7.806351}
{91.884087, -78.561448, 7.141185}
{97.736747, -79.364119, 6.472702}
{-98.199703, -75.759777, 10.334668}
{-93.439326, -75.907017, 11.094506}
{-86.755166, -76.258382, 11.858104}
{-78.596939, -76.771954, 12.62798}
{-69.320276, -77.408815, 13.386516}
{-58.533268, -78.496355, 14.124802}
{-44.417983, -79.840346, 14.802939}
{-25.792866, -80.612809, 15.155248}
{-6.235495, -80.017743, 14.913312}
{9.258558, -78.702648, 14.263764}
{21.250435, -77.53532, 13.537277}
{31.95471, -76.841943, 12.78796}
{42.174384, -76.299565, 12.026393}
{51.948496, -75.928605, 11.267527}
{61.460828, -75.780631, 10.498307}
{70.57145, -75.674821, 9.726138}
{79.019163, -75.839655, 8.967594}
{86.748243, -76.225817, 8.196644}
{93.226736, -76.532114, 7.39821}
{98.061617, -76.877654, 6.664415}
{-98.197184, -75.587629, 9.87812}
{-93.437676, -75.690686, 10.635669}
{-86.740618, -75.830687, 11.40057}
{-78.737074, -76.036501, 12.164465}
{-69.763361, -76.361089, 12.923722}
{-59.835351, -77.004949, 13.637652}
{-48.049736, -78.15617, 14.372581}
{-31.683012, -79.142233, 15.006936}
{-11.272118, -79.286293, 15.117577}
{6.941579, -78.57081, 14.63821}
{20.550199, -77.37241, 13.931376}
{31.548183, -76.508449, 13.196185}
{41.827461, -76.12189, 12.443445}
{51.716653, -75.884531, 11.684951}
{61.280175, -75.727008, 10.922583}
{70.456427, -75.615949, 10.157199}
{79.090787, -75.533901, 9.389402}
{86.91809, -75.470737, 8.620087}
{93.514979, -75.420752, 7.851504}
{98.176871, -75.548758, 7.105509}
{-98.207513, -75.473636, 9.426467}
{-93.474978, -75.549049, 10.185356}
{-86.826374, -75.648957, 10.952084}
{-78.908812, -75.791055, 11.71871}
{-70.1052, -76.006058, 12.482409}
{-60.564403, -76.361818, 13.241008}
{-50.017177, -77.004811, 13.99021}
{-36.56453, -77.83429, 14.709273}
{-18.061232, -78.246999, 15.175775}
{2.598519, -78.11784, 15.03866}
{19.214642, -77.497296, 14.396122}
{31.23027, -76.658874, 13.659615}
{41.728466, -76.171413, 12.907754}
{51.683762, -75.892032, 12.149454}
{61.270672, -75.716007, 11.38708}
{70.455519, -75.596455, 10.621631}
{79.092616, -75.510541, 9.853761}
{86.920179, -75.445793, 9.084383}
{93.516341, -75.395433, 8.315743}
{98.219202, -75.354202, 7.555453}
{-98.222955, -75.402286, 8.969132}
{-93.527872, -75.460817, 9.730731}
{-86.931182, -75.536581, 10.50206}
{-79.082866, -75.641128, 11.274091}
{-70.384627, -75.792914, 12.04402}
{-61.048865, -76.03124, 12.810465}
{-51.061311, -76.443889, 13.572001}
{-39.737174, -77.196694, 14.324855}
{-24.036221, -77.893901, 15.019908}
{-3.584056, -78.11025, 15.265929}
{16.018837, -77.756057, 14.879333}
{30.556006, -76.985934, 14.155756}
{41.61129, -76.322666, 13.401347}
{51.711138, -75.963018, 12.640095}
{61.341555, -75.750124, 11.874534}
{70.534312, -75.611937, 11.105653}
{79.162672, -75.515863, 10.334138}
{86.972282, -75.445208, 9.561025}
{93.546098, -75.39137, 8.788926}
{98.228133, -75.348067, 8.026747}
{-98.211911, -75.360221, 8.492779}
{-93.491298, -75.408422, 9.25177}
{-86.870774, -75.469522, 10.018147}
{-79.011347, -75.551214, 10.784913}
{-70.328082, -75.666483, 11.549875}
{-61.063166, -75.838569, 12.311913}
{-51.302977, -76.118543, 13.069802}
{-40.850337, -76.624113, 13.820964}
{-28.278786, -77.440138, 14.55404}
{-10.544595, -77.991863, 15.12664}
{10.544595, -77.991863, 15.12664}
{28.278786, -77.440138, 14.55404}
{40.850337, -76.624113, 13.820964}
{51.302977, -76.118543, 13.069802}
{61.063166, -75.838569, 12.311913}
{70.328082, -75.666483, 11.549875}
{79.011347, -75.551214, 10.784913}
{86.870774, -75.469522, 10.018147}
{93.491298, -75.408422, 9.25177}
{98.211911, -75.360221, 8.492779}
{-98.228133, -75.348067, 8.026747}
{-93.546098, -75.39137, 8.788926}
{-86.972282, -75.445208, 9.561025}
{-79.162672, -75.515863, 10.334138}
{-70.534312, -75.611937, 11.105653}
{-61.341555, -75.750124, 11.874534}
{-51.711138, -75.963018, 12.640095}
{-41.61129, -76.322666, 13.401347}
{-30.556006, -76.985934, 14.155756}
{-16.018837, -77.756057, 14.879333}
{3.584056, -78.11025, 15.265929}
{24.036221, -77.893901, 15.019908}
{39.737174, -77.196694, 14.324855}
{51.061311, -76.443889, 13.572001}
{61.048865, -76.03124, 12.810465}
{70.384627, -75.792914, 12.04402}
{79.082866, -75.641128, 11.274091}
{86.931182, -75.536581, 10.50206}
{93.527872, -75.460817, 9.730731}
{98.222955, -75.402286, 8.969132}
{-98.219202, -75.354202, 7.555453}
{-93.516341, -75.395433, 8.315743}
{-86.920179, -75.445793, 9.084383}
{-79.092616, -75.510541, 9.853761}
{-70.455519, -75.596455, 10.621631}
{-61.270672, -75.716007, 11.38708}
{-51.683762, -75.892032, 12.149454}
{-41.728466, -76.171413, 12.907754}
{-31.23027, -76.658874, 13.659615}
{-19.214642, -77.497296, 14.396122}
{-2.598519, -78.11784, 15.03866}
{18.061232, -78.246999, 15.175775}
{36.56453, -77.83429, 14.709273}
{50.017177, -77.004811, 13.99021}
{60.564403, -76.361818, 13.241008}
{70.1052, -76.006058, 12.482409}
{78.908812, -75.791055, 11.71871}
{86.826374, -75.648957, 10.952084}
{93.474978, -75.549049, 10.185356}
{98.207513, -75.473636, 9.426467}
{-98.176871, -75.548758, 7.105509}
{-93.514979, -75.420752, 7.851504}
{-86.91809, -75.470737, 8.620087}
{-79.090787, -75.533901, 9.389402}
{-70.456427, -75.615949, 10.157199}
{-61.280175, -75.727008, 10.922583}
{-51.716653, -75.884531, 11.684951}
{-41.827461, -76.12189, 12.443445}
{-31.548183, -76.508449, 13.196185}
{-20.550199, -77.37241, 13.931376}
{-6.941579, -78.57081, 14.63821}
{11.272118, -79.286293, 15.117577}
{31.683012, -79.142233, 15.006936}
{48.049736, -78.15617, 14.372581}
{59.835351, -77.004949, 13.637652}
{69.763361, -76.361089, 12.923722}
{78.737074, -76.036501, 12.164465}
{86.740618, -75.830687, 11.40057}
{93.437676, -75.690686, 10.635669}
{98.197184, -75.587629, 9.87812}
{-98.061617, -76.877654, 6.664415}
{-93.226736, -76.532114, 7.39821}
{-86.748243, -76.225817, 8.196644}
{-79.019163, -75.839655, 8.967594}
{-70.57145, -75.674821, 9.726138}
{-61.460828, -75.780631, 10.498307}
{-51.948496, -75.928605, 11.267527}
{-42.174384, -76.299565, 12.026393}
{-31.95471, -76.841943, 12.78796}
{-21.250435, -77.53532, 13.537277}
{-9.258558, -78.702648, 14.263764}
{6.235495, -80.017743, 14.913312}
{25.792866, -80.612809, 15.155248}
{44.417983, -79.840346, 14.802939}
{58.533268, -78.496355, 14.124802}
{69.320276, -77.408815, 13.386516}
{78.596939, -76.771954, 12.62798}
{86.755166, -76.258382, 11.858104}
{93.439326, -75.907017, 11.094506}
{98.199703, -75.759777, 10.334668}
{-97.736747, -79.364119, 6.472702}
{-91.884087, -78.561448, 7.141185}
{-84.669434, -77.790881, 7.806351}
{-77.036559, -77.216447, 8.504532}
{-68.945438, -76.719046, 9.284743}
{-60.316353, -76.378034, 10.036702}
{-51.150033, -76.386303, 10.784469}
{-41.50707, -76.644628, 11.541269}
{-31.492175, -77.041103, 12.292324}
{-21.017292, -77.672972, 13.032898}
{-9.70605, -78.71854, 13.751428}
{3.579627, -80.269655, 14.414956}
{20.298989, -81.83883, 14.891368}
{39.515843, -81.832447, 14.873353}
{55.627929, -80.25356, 14.38119}
{67.939829, -78.701134, 13.70915}
{77.899394, -77.659936, 12.982866}
{86.359253, -77.023392, 12.234824}
{93.287581, -76.616232, 11.47843}
{98.161171, -76.333787, 10.726964}
{-97.515861, -80.952976, 6.507319}
{-91.116847, -80.976519, 7.095073}
{-82.864501, -80.344082, 7.635886}
{-73.840891, -79.210345, 8.242425}
{-65.576486, -78.211004, 8.896653}
{-57.674986, -77.499504, 9.602479}
{-49.327682, -76.98318, 10.354226}
{-40.374936, -76.93494, 11.087353}
{-30.744108, -77.317176, 11.841289}
{-20.565681, -77.912897, 12.579601}
{-9.664322, -78.858759, 13.296949}
{2.540755, -80.334272, 13.967972}
{17.169489, -82.308284, 14.525018}
{34.593084, -83.624271, 14.765736}
{51.848215, -82.485317, 14.538573}
{65.827055, -80.481704, 13.986715}
{76.870729, -78.952671, 13.312344}
{85.881647, -77.95543, 12.589319}
{93.096672, -77.317198, 11.846348}
{98.115006, -76.881893, 11.103413}
{-97.485515, -81.106903, 6.515821}
{-91.014793, -81.642576, 7.10607}
{-82.322143, -82.0437, 7.666576}
{-72.604214, -81.802374, 8.163871}
{-62.671436, -80.650504, 8.694109}
{-53.719125, -79.179946, 9.236535}
{-46.013837, -78.169743, 9.885078}
{-37.924355, -77.582807, 10.633093}
{-29.090021, -77.618466, 11.350929}
{-19.370651, -78.18059, 12.074858}
{-8.880079, -79.044584, 12.777755}
{2.658705, -80.362147, 13.439053}
{15.860422, -82.238095, 14.01282}
{31.269214, -84.34505, 14.392106}
{48.139037, -84.546608, 14.400859}
{62.800577, -82.505527, 14.051465}
{75.092843, -80.561345, 13.484759}
{84.965359, -79.16284, 12.822873}
{92.701031, -78.229667, 12.117336}
{98.014701, -77.590742, 11.397109}
{-97.507564, -81.186544, 6.512489}
{-91.076582, -81.75554, 7.113684}
{-82.388126, -82.388126, 7.688035}
{-72.433921, -82.9788, 8.218751}
{-61.846339, -83.118168, 8.67534}
{-51.534339, -82.0385, 9.121968}
{-42.3935, -80.075923, 9.60072}
{-34.994328, -78.759311, 10.23053}
{-27.1569, -78.268095, 10.967061}
{-18.240492, -78.5658, 11.67932}
{-8.245403, -79.383228, 12.385854}
{2.806433, -80.591176, 13.053505}
{15.21828, -82.300549, 13.64505}
{29.268102, -84.423733, 14.085035}
{44.664417, -85.776764, 14.247317}
{59.832412, -84.638501, 14.095764}
{73.050624, -82.509272, 13.662316}
{83.889634, -80.730984, 13.068469}
{92.261898, -79.453101, 12.396292}
{97.911699, -78.549637, 11.695646}
{-97.481667, -81.093119, 6.516374}
{-90.999158, -81.65154, 7.107238}
{-82.272249, -82.272249, 7.670062}
{-72.284343, -82.960799, 8.194265}
{-61.595735, -83.698675, 8.669824}
{-50.610146, -84.088317, 9.071559}
{-40.195958, -82.96174, 9.428556}
{-31.190033, -80.575233, 9.886107}
{-23.942242, -79.094982, 10.485642}
{-16.111883, -78.89178, 11.162885}
{-6.721752, -79.637425, 11.843628}
{3.823538, -80.725049, 12.488468}
{15.573738, -82.223626, 13.068084}
{28.633409, -84.094978, 13.532363}
{42.711717, -85.773602, 13.796956}
{57.133372, -85.78839, 13.790943}
{70.578419, -84.118135, 13.518869}
{82.246738, -82.246738, 13.046}
{91.46056, -80.728542, 12.45869}
{97.699828, -79.588086, 11.812911}
{-97.507564, -81.186544, 6.512489}
{-91.076582, -81.75554, 7.113684}
{-82.388126, -82.388126, 7.688035}
{-72.4155, -83.093127, 8.221459}
{-61.718542, -83.855615, 8.705193}
{-50.62489, -84.654931, 9.13002}
{-39.486345, -85.070248, 9.469259}
{-29.313708, -83.758679, 9.754919}
{-20.706345, -81.009206, 10.213314}
{-13.565072, -79.894623, 10.795829}
{-5.319574, -80.085348, 11.456858}
{4.596128, -81.104179, 12.103019}
{15.813452, -82.472908, 12.687133}
{28.250276, -84.160691, 13.166745}
{41.628809, -85.833302, 13.479149}
{55.273642, -86.545558, 13.56214}
{68.563334, -85.602796, 13.428057}
{80.730984, -83.889634, 13.068469}
{90.679921, -82.234687, 12.553615}
{97.493833, -80.876297, 11.953254}
{-97.485515, -81.106903, 6.515821}
{-91.010624, -81.666874, 7.108229}
{-82.28932, -82.28932, 7.672757}
{-72.303545, -82.979794, 8.19835}
{-61.611824, -83.730113, 8.676461}
{-50.535699, -84.516603, 9.098094}
{-39.271035, -85.295295, 9.45332}
{-28.241128, -85.548382, 9.714422}
{-18.514465, -83.879667, 9.940858}
{-10.369924, -81.004755, 10.418887}
{-3.066547, -80.523946, 10.982008}
{6.026794, -81.338986, 11.580054}
{16.652593, -82.56108, 12.143347}
{28.479929, -84.036391, 12.618325}
{41.173304, -85.537277, 12.959655}
{53.869614, -86.50924, 13.110205}
{66.681497, -86.217584, 13.072415}
{79.16284, -84.965359, 12.822873}
{89.707424, -83.429172, 12.408902}
{97.201073, -82.012397, 11.885867}
{-97.498621, -81.154102, 6.513875}
{-91.049773, -81.719407, 7.111517}
{-82.34784, -82.34784, 7.681872}
{-72.369593, -83.044937, 8.212231}
{-61.674903, -83.805166, 8.693519}
{-50.588204, -84.596608, 9.11722}
{-39.309796, -85.382951, 9.473074}
{-27.976363, -86.094012, 9.751033}
{-17.178479, -85.925272, 9.920942}
{-8.001264, -83.59806, 10.101931}
{-0.532153, -81.532581, 10.567317}
{7.359494, -81.72342, 11.163461}
{17.363741, -82.857072, 11.715693}
{28.70954, -84.192592, 12.186601}
{40.933522, -85.554861, 12.538635}
{53.592353, -86.56151, 12.731861}
{65.99731, -86.710873, 12.744411}
{77.95543, -85.881647, 12.589319}
{88.862612, -84.572058, 12.259294}
{96.92899, -83.190773, 11.802406}
{-97.494404, -81.138871, 6.514512}
{-91.037158, -81.70245, 7.110474}
{-82.328944, -82.328944, 7.67895}
{-72.348229, -83.023898, 8.207769}
{-61.65434, -83.779105, 8.688141}
