density points - x,y,z
{4.564343, -58.282413, 4.868246}
{13.670161, -59.411992, 4.880503}
{22.70455, -61.021309, 4.888945}
{31.68101, -62.67305, 4.89515}
{40.62443, -64.180426, 4.901271}
{49.562876, -65.486743, 4.9082}
{58.521881, -66.592971, 4.916208}
{67.521731, -67.521731, 4.925309}
{76.576786, -68.300869, 4.935413}
{90.61911, -68.88856, 5.031813}
{-90.617934, -68.887169, 5.032122}
{-76.574636, -68.29932, 4.934847}
{-67.519935, -67.519935, 4.924649}
{-58.520424, -66.590861, 4.915463}
{-49.561737, -65.484229, 4.907382}
{-40.623578, -64.177393, 4.900396}
{-31.680407, -62.669355, 4.894238}
{-22.704157, -61.016804, 4.888018}
{-13.669942, -59.4066, 4.879579}
{-4.564275, -58.276338, 4.867324}
{4.564275, -58.276338, 4.867324}
{13.669942, -59.4066, 4.879579}
{22.704157, -61.016804, 4.888018}
{31.680407, -62.669355, 4.894238}
{40.623578, -64.177393, 4.900396}
{49.561737, -65.484229, 4.907382}
{58.520424, -66.590861, 4.915463}
{67.519935, -67.519935, 4.924649}
{76.574636, -68.29932, 4.934847}
{90.617934, -68.887169, 5.032122}
{-90.56178, -68.820915, 5.046761}
{-76.47235, -68.225776, 4.907969}
{-67.434629, -67.434618, 4.893353}
{-58.451347, -66.490538, 4.88017}
{-49.50776, -65.364601, 4.86865}
{-40.583209, -64.032867, 4.858962}
{-31.651868, -62.493031, 4.851048}
{-22.68555, -60.801413, 4.844155}
{-13.659582, -59.148331, 4.835863}
{-4.561065, -57.984919, 4.823604}
{4.561065, -57.984919, 4.823604}
{13.659582, -59.148331, 4.835863}
{22.68555, -60.801413, 4.844155}
{31.651868, -62.493031, 4.851048}
{40.583209, -64.032867, 4.858962}
{49.50776, -65.364601, 4.86865}
{58.451347, -66.490538, 4.88017}
{67.434627, -67.434627, 4.89335}
{76.472348, -68.225801, 4.907965}
{90.56178, -68.820946, 5.046758}
{-90.591086, -68.855015, 5.039176}
{-76.525616, -68.263781, 4.921964}
{-67.479006, -67.478875, 4.909628}
{-58.48727, -66.54268, 4.898514}
{-49.535805, -65.426885, 4.888772}
{-40.604173, -64.108157, 4.880482}
{-31.666685, -62.584952, 4.873476}
{-22.695212, -60.913796, 4.866928}
{-13.664967, -59.283211, 4.858561}
{-4.562735, -58.137214, 4.846325}
{4.562735, -58.137214, 4.846325}
{13.664967, -59.283211, 4.858561}
{22.695212, -60.913796, 4.866928}
{31.666685, -62.584952, 4.873476}
{40.604173, -64.108157, 4.880482}
{49.535805, -65.426885, 4.888772}
{58.48726, -66.542747, 4.898509}
{67.479006, -67.479006, 4.909619}
{76.525594, -68.264036, 4.921943}
{90.591072, -68.855424, 5.039146}
{-90.576962, -68.835482, 5.043118}
{-76.49954, -68.243483, 4.915234}
{-67.457294, -67.456314, 4.901693}
{-58.469626, -66.516699, 4.88953}
{-49.522054, -65.396121, 4.878896}
{-40.593869, -64.071215, 4.869906}
{-31.659401, -62.539867, 4.862452}
{-22.690463, -60.858701, 4.855733}
{-13.662322, -59.217122, 4.847403}
{-4.561915, -58.062619, 4.835161}
{4.561915, -58.062619, 4.835161}
{13.662322, -59.217122, 4.847403}
{22.690463, -60.858701, 4.855733}
{31.659401, -62.539867, 4.862452}
{40.593869, -64.071215, 4.869906}
{49.522024, -65.396315, 4.878884}
{58.469619, -66.517115, 4.889498}
{67.457214, -67.457214, 4.901627}
{76.499457, -68.245257, 4.915078}
{90.57671, -68.838501, 5.042884}
{-90.622845, -68.874403, 5.032268}
{-76.580542, -68.29509, 4.936885}
{-67.524881, -67.519773, 4.92664}
{-58.524364, -66.594267, 4.917486}
{-49.564713, -65.48999, 4.909532}
{-40.625814, -64.184963, 4.902669}
{-31.681963, -62.678883, 4.896592}
{-22.705171, -61.028421, 4.89041}
{-13.670506, -59.420501, 4.881963}
{-4.56445, -58.292, 4.869703}
{4.56445, -58.292, 4.869703}
{13.670506, -59.420501, 4.881963}
{22.705171, -61.028421, 4.89041}
{31.681963, -62.678883, 4.896592}
{40.625777, -64.185215, 4.902653}
{49.564675, -65.490712, 4.909491}
{58.52418, -66.596303, 4.917384}
{67.524567, -67.524567, 4.926351}
{76.580181, -68.303314, 4.936307}
{90.620965, -68.890758, 5.031327}
{-90.556297, -68.71367, 5.056327}
{-76.445954, -68.165634, 4.903306}
{-67.411815, -67.390249, 4.886213}
{-58.432585, -66.452353, 4.870978}
{-49.492949, -65.326879, 4.858037}
{-40.572029, -63.991108, 4.847393}
{-31.643876, -62.443118, 4.838949}
{-22.680337, -60.740301, 4.831874}
{-13.656673, -59.074873, 4.823622}
{-4.560162, -57.901883, 4.81133}
{4.560162, -57.901883, 4.81133}
{13.656673, -59.074873, 4.823622}
{22.680337, -60.740301, 4.831874}
{31.643876, -62.443118, 4.838949}
{40.571897, -63.992033, 4.847347}
{49.492615, -65.330854, 4.857787}
{58.431935, -66.46227, 4.870264}
{67.410614, -67.410614, 4.884559}
{76.443507, -68.205122, 4.900406}
{90.545859, -68.802266, 5.050876}
{-90.680834, -68.521535, 5.047601}
{-76.616152, -68.164868, 4.951403}
{-67.549081, -67.480366, 4.937278}
{-58.542049, -66.593943, 4.927013}
{-49.577903, -65.50935, 4.918951}
{-40.635352, -64.216377, 4.912316}
{-31.688547, -62.719098, 4.90655}
{-22.709461, -61.077427, 4.900529}
{-13.672889, -59.479112, 4.892048}
{-4.565187, -58.358007, 4.879763}
{4.565187, -58.358007, 4.879763}
{13.672889, -59.479112, 4.892048}
{22.709461, -61.077427, 4.900529}
{31.688547, -62.719098, 4.90655}
{40.635084, -64.218244, 4.912201}
{49.577101, -65.518095, 4.918411}
{58.540056, -66.619297, 4.925507}
{67.544138, -67.544138, 4.933548}
{76.603607, -68.320196, 4.942482}
{90.633751, -68.905917, 5.027967}
{-90.797027, -66.757419, 5.142006}
{-76.505709, -67.478645, 4.945276}
{-67.431283, -67.151919, 4.901764}
{-58.439308, -66.366231, 4.875738}
{-49.495558, -65.297424, 4.859667}
{-40.57282, -63.98385, 4.84778}
{-31.643994, -62.442232, 4.838994}
{-22.680337, -60.740301, 4.831874}
{-13.656673, -59.074873, 4.823622}
{-4.560162, -57.901883, 4.81133}
{4.560162, -57.901883, 4.81133}
{13.656673, -59.074873, 4.823622}
{22.680337, -60.740301, 4.831874}
{31.643876, -62.443118, 4.838949}
{40.571897, -63.992033, 4.847347}
{49.492615, -65.330854, 4.857787}
{58.431935, -66.46227, 4.870264}
{67.410614, -67.410614, 4.884559}
{76.443507, -68.205122, 4.900406}
{90.545859, -68.802266, 5.050876}
{-91.089785, -63.150239, 5.026207}
{-77.48002, -65.201366, 5.089175}
{-67.605467, -66.616343, 4.966046}
{-58.548054, -66.317372, 4.928821}
{-49.573361, -65.409516, 4.913136}
{-40.627438, -64.170955, 4.903311}
{-31.682151, -62.677479, 4.896637}
{-22.705171, -61.028421, 4.89041}
{-13.670506, -59.420501, 4.881963}
{-4.56445, -58.292, 4.869703}
{4.56445, -58.292, 4.869703}
{13.670506, -59.420501, 4.881963}
{22.705171, -61.028421, 4.89041}
{31.681963, -62.678883, 4.896592}
{40.625777, -64.185215, 4.902653}
{49.564675, -65.490712, 4.909491}
{58.52418, -66.596303, 4.917384}
{67.524567, -67.524567, 4.926351}
{76.580181, -68.303314, 4.936307}
{90.620965, -68.890758, 5.031327}
{-92.931411, -59.993829, 4.90829}
{-79.738797, -61.154518, 5.021916}
{-68.695685, -63.778112, 5.095099}
{-58.551805, -65.583842, 4.939031}
{-49.546577, -65.163091, 4.89025}
{-40.598703, -64.033416, 4.871451}
{-31.65967, -62.537849, 4.862515}
{-22.690463, -60.858701, 4.855733}
{-13.662322, -59.217122, 4.847403}
{-4.561915, -58.062619, 4.835161}
{4.561915, -58.062619, 4.835161}
{13.662322, -59.217122, 4.847403}
{22.690463, -60.858701, 4.855733}
{31.659401, -62.539867, 4.862452}
{40.593869, -64.071215, 4.869906}
{49.522024, -65.396315, 4.878884}
{58.469619, -66.517115, 4.889498}
{67.457214, -67.457214, 4.901627}
{76.499457, -68.245257, 4.915078}
{90.57671, -68.838501, 5.042884}
{-94.02867, -59.584546, 4.933455}
{-82.643379, -58.588201, 4.863326}
{-70.86999, -60.058592, 4.99926}
{-59.797105, -63.104939, 5.080456}
{-49.604894, -64.782129, 4.916782}
{-40.615414, -64.019302, 4.884319}
{-31.66736, -62.579896, 4.873724}
{-22.695212, -60.913796, 4.866928}
{-13.664967, -59.283211, 4.858561}
{-4.562735, -58.137214, 4.846325}
{4.562735, -58.137214, 4.846325}
{13.664967, -59.283211, 4.858561}
{22.695212, -60.913796, 4.866928}
{31.666685, -62.584952, 4.873476}
{40.604173, -64.108157, 4.880482}
{49.535805, -65.426885, 4.888772}
{58.48726, -66.542747, 4.898509}
{67.479006, -67.479006, 4.909619}
{76.525594, -68.264036, 4.921943}
{90.591072, -68.855424, 5.039146}
{-94.17575, -59.431528, 4.912672}
{-83.645472, -58.163609, 4.889856}
{-73.521618, -57.341469, 4.844383}
{-61.792009, -59.698533, 4.977865}
{-50.615484, -63.107438, 5.030378}
{-40.612837, -63.801945, 4.868913}
{-31.653033, -62.484268, 4.851372}
{-22.68555, -60.801413, 4.844155}
{-13.659582, -59.148331, 4.835863}
{-4.561065, -57.984919, 4.823604}
{4.561065, -57.984919, 4.823604}
{13.659582, -59.148331, 4.835863}
{22.68555, -60.801413, 4.844155}
{31.651868, -62.493031, 4.851048}
{40.583209, -64.032867, 4.858962}
{49.50776, -65.364601, 4.86865}
{58.451347, -66.490538, 4.88017}
{67.434627, -67.434627, 4.89335}
{76.472348, -68.225801, 4.907965}
{90.56178, -68.820946, 5.046758}
{-94.214466, -59.788256, 4.922868}
{-83.801472, -58.485422, 4.907814}
{-74.588999, -57.538321, 4.91004}
{-64.287234, -57.533962, 4.844267}
{-52.512877, -60.569551, 4.942308}
{-41.290905, -63.392362, 4.981252}
{-31.682808, -62.6514, 4.895097}
{-22.704157, -61.016804, 4.888018}
{-13.669942, -59.4066, 4.879579}
{-4.564275, -58.276338, 4.867324}
{4.564275, -58.276338, 4.867324}
{13.669942, -59.4066, 4.879579}
{22.704157, -61.016804, 4.888018}
{31.680407, -62.669355, 4.894238}
{40.623578, -64.177393, 4.900396}
{49.561737, -65.484229, 4.907382}
{58.520424, -66.590861, 4.915463}
{67.519935, -67.519935, 4.924649}
{76.574636, -68.29932, 4.934847}
{90.617934, -68.887169, 5.032122}
{-94.215491, -59.990593, 4.912829}
{-83.822553, -58.612988, 4.8979}
{-74.610761, -57.660958, 4.899911}
{-65.357085, -57.625848, 4.896053}
{-54.669541, -58.823365, 4.849511}
{-42.892829, -61.387948, 4.920127}
{-31.869009, -62.5563, 4.938291}
{-22.70455, -61.021309, 4.888945}
{-13.670161, -59.411992, 4.880503}
{-4.564343, -58.282413, 4.868246}
{4.564343, -58.282413, 4.868246}
{13.670161, -59.411992, 4.880503}
{22.70455, -61.021309, 4.888945}
{31.68101, -62.67305, 4.89515}
{40.62443, -64.180426, 4.901271}
{49.562876, -65.486743, 4.9082}
{58.521881, -66.592971, 4.916208}
{67.521731, -67.521731, 4.925309}
{76.576786, -68.300869, 4.935413}
{90.61911, -68.88856, 5.031813}
{-94.189879, -60.203263, 4.888457}
{-83.796165, -58.696318, 4.870889}
{-74.611482, -57.664936, 4.873353}
{-65.424369, -57.718888, 4.872935}
{-56.008993, -58.84674, 4.837329}
{-45.00644, -61.118758, 4.91818}
{-33.096814, -62.185245, 4.958185}
{-22.696595, -60.929789, 4.870189}
{-13.665737, -59.302384, 4.86181}
{-4.562973, -58.158844, 4.849574}
{4.562973, -58.158844, 4.849574}
{13.665737, -59.302384, 4.86181}
{22.696595, -60.929789, 4.870189}
{31.668806, -62.598047, 4.876686}
{40.607174, -64.118892, 4.883562}
{49.539817, -65.435772, 4.89165}
{58.492393, -66.550201, 4.901132}
{67.485345, -67.485345, 4.911945}
{76.533193, -68.269499, 4.923941}
{90.595242, -68.860343, 5.038058}
{-94.143838, -60.827027, 4.900924}
{-83.729993, -59.233073, 4.885961}
{-74.594064, -58.138107, 4.887625}
{-65.467716, -58.232534, 4.887112}
{-56.39664, -59.447874, 4.885559}
{-46.523134, -61.085256, 4.855626}
{-34.978979, -61.899534, 4.912809}
{-23.492097, -61.049018, 4.947192}
{-13.67262, -59.472502, 4.890907}
{-4.565104, -58.350565, 4.878626}
{4.565104, -58.350565, 4.878626}
{13.67262, -59.472502, 4.890907}
{22.708976, -61.071898, 4.899385}
{31.687803, -62.71456, 4.905424}
{40.634032, -64.214515, 4.911122}
{49.575697, -65.515003, 4.917403}
{58.538262, -66.6167, 4.924589}
{67.541928, -67.541928, 4.932735}
{76.600962, -68.318288, 4.941785}
{90.632308, -68.904206, 5.028346}
{-94.054238, -61.336645, 4.864897}
{-83.5875, -59.600166, 4.842709}
{-74.545209, -58.364195, 4.843534}
{-65.496424, -58.429575, 4.843196}
{-56.498297, -59.746926, 4.842494}
{-47.560137, -61.539493, 4.841799}
{-36.985192, -62.752413, 4.805444}
{-24.871532, -61.576533, 4.873166}
{-13.857705, -59.325394, 4.903509}
{-4.562973, -58.158844, 4.849574}
{4.562973, -58.158844, 4.849574}
{13.665737, -59.302384, 4.86181}
{22.696595, -60.929789, 4.870189}
{31.668806, -62.598047, 4.876686}
{40.607174, -64.118892, 4.883562}
{49.539817, -65.435772, 4.89165}
{58.492393, -66.550201, 4.901132}
{67.485345, -67.485345, 4.911945}
{76.533193, -68.269499, 4.923941}
{90.595242, -68.860343, 5.038058}
{-93.928003, -62.246289, 4.873797}
{-83.373848, -60.370874, 4.85198}
{-74.459555, -58.881873, 4.852927}
{-65.503052, -58.820009, 4.853132}
{-56.549679, -60.236767, 4.85217}
{-47.696208, -62.156357, 4.851402}
{-38.418034, -63.842379, 4.813021}
{-26.946855, -62.335056, 4.939185}
{-14.862902, -59.530678, 4.944913}
{-4.564343, -58.282413, 4.868246}
{4.564343, -58.282413, 4.868246}
{13.670161, -59.411992, 4.880503}
{22.70455, -61.021309, 4.888945}
{31.68101, -62.67305, 4.89515}
{40.62443, -64.180426, 4.901271}
{49.562876, -65.486743, 4.9082}
{58.521881, -66.592971, 4.916208}
{67.521731, -67.521731, 4.925309}
{76.576786, -68.300869, 4.935413}
{90.61911, -68.88856, 5.031813}
{-93.745036, -63.288295, 4.865543}
{-83.060471, -61.332961, 4.838152}
{-74.334772, -59.608395, 4.837895}
{-65.475475, -59.295596, 4.838704}
{-56.548075, -60.665194, 4.838642}
{-47.793857, -62.676149, 4.83868}
{-39.11607, -64.555165, 4.841744}
{-28.930576, -64.839368, 4.789438}
{-17.061505, -61.645162, 4.898232}
{-5.205196, -58.356632, 4.901422}
{4.564275, -58.276338, 4.867324}
{13.669942, -59.4066, 4.879579}
{22.704157, -61.016804, 4.888018}
{31.680407, -62.669355, 4.894238}
{40.623578, -64.177393, 4.900396}
{49.561737, -65.484229, 4.907382}
{58.520424, -66.590861, 4.915463}
{67.519935, -67.519935, 4.924649}
{76.574636, -68.29932, 4.934847}
{90.617934, -68.887169, 5.032122}
{-93.481038, -64.379336, 4.812448}
{-82.60648, -62.34436, 4.765489}
{-74.150166, -60.253993, 4.764787}
{-65.410726, -59.498947, 4.766283}
{-56.488808, -60.793072, 4.766777}
{-47.851878, -62.981584, 4.766521}
{-39.314814, -65.002136, 4.771715}
{-30.525663, -66.207142, 4.755436}
{-19.242471, -63.366147, 4.868936}
{-7.12606, -59.495373, 4.895336}
{4.430125, -58.022097, 4.897521}
{13.648488, -59.151036, 4.841799}
{22.683681, -60.801808, 4.845061}
{31.651415, -62.493118, 4.851245}
{40.583069, -64.032892, 4.859016}
{49.507709, -65.36461, 4.868668}
{58.451326, -66.490541, 4.880176}
{67.434618, -67.434629, 4.893353}
{76.472344, -68.225801, 4.907966}
{90.561779, -68.820947, 5.046759}
{-93.121824, -65.833508, 4.836342}
{-81.923723, -63.916107, 4.784926}
{-73.427956, -61.678658, 4.783608}
{-64.582549, -60.414095, 4.782923}
{-55.96559, -61.32381, 4.781459}
{-47.716292, -63.510496, 4.783653}
{-39.363601, -65.595242, 4.789397}
{-30.977005, -67.157408, 4.796567}
{-21.376949, -66.63101, 4.742459}
{-9.574338, -62.270388, 4.901598}
{2.698675, -58.84508, 4.987956}
{13.524052, -59.297146, 4.867743}
{22.670896, -60.915502, 4.868528}
{31.660648, -62.585245, 4.873873}
{40.602279, -64.108219, 4.880608}
{49.535106, -65.4269, 4.888818}
{58.486969, -66.54275, 4.898529}
{67.478875, -67.479006, 4.909628}
{76.52553, -68.264036, 4.921948}
{90.591051, -68.855423, 5.039149}
{-92.645039, -67.289013, 4.827101}
{-81.050417, -65.618174, 4.755834}
{-72.790393, -63.459025, 4.74962}
{-64.310669, -61.778548, 4.745637}
{-55.869667, -62.055667, 4.745404}
{-47.596693, -64.005811, 4.75043}
{-39.383638, -66.104606, 4.758051}
{-31.169073, -67.737206, 4.77044}
{-22.743711, -68.44223, 4.752446}
{-12.02678, -65.442628, 4.832787}
{-0.141205, -61.522716, 4.968264}
{12.415526, -59.610117, 4.961443}
{22.505147, -60.891846, 4.86903}
{31.61479, -62.546702, 4.86572}
{40.58019, -64.073012, 4.870909}
{49.517075, -65.39688, 4.879246}
{58.4676, -66.517318, 4.889646}
{67.456314, -67.457294, 4.901693}
{76.499028, -68.245292, 4.91511}
{90.576572, -68.838521, 5.042906}
{-92.059131, -68.732875, 4.872254}
{-79.958514, -67.339568, 4.805078}
{-71.954991, -65.268922, 4.798089}
{-63.956824, -63.031086, 4.7949}
{-55.709063, -62.503061, 4.794863}
{-47.331665, -64.283638, 4.797286}
{-39.247021, -66.544673, 4.801801}
{-31.202005, -68.283287, 4.811124}
{-23.010625, -69.380191, 4.821872}
{-13.993627, -68.809454, 4.769716}
{-2.541827, -65.051512, 4.875748}
{9.440884, -61.818115, 4.993964}
{21.673667, -61.187963, 4.972728}
{31.441675, -62.708193, 4.911737}
{40.552383, -64.192828, 4.90721}
{49.538169, -65.493048, 4.911108}
{58.513394, -66.597118, 4.918035}
{67.519773, -67.524881, 4.92664}
{76.577903, -68.303445, 4.936446}
{90.620229, -68.890829, 5.031419}
{-91.260403, -70.000423, 4.829787}
{-78.428336, -68.969668, 4.706101}
{-70.633607, -67.319612, 4.688565}
{-62.784708, -65.250083, 4.678191}
{-54.401313, -63.977463, 4.675951}
{-46.318782, -64.938375, 4.674244}
{-38.822791, -67.001293, 4.684806}
{-31.134525, -68.73548, 4.701686}
{-23.236246, -69.913821, 4.722341}
{-15.006379, -70.328124, 4.74136}
{-5.350945, -68.243415, 4.75535}
{6.380753, -64.78827, 4.874954}
{18.710111, -62.493678, 4.960233}
{30.660558, -62.546282, 4.917275}
{40.271812, -64.019909, 4.87138}
{49.383054, -65.339595, 4.866586}
{58.386755, -66.465359, 4.873902}
{67.390249, -67.411815, 4.886213}
{76.433688, -68.205626, 4.901217}
{90.542647, -68.802543, 5.05143}
{-90.485579, -71.15617, 4.907113}
{-76.858048, -70.419678, 4.820697}
{-69.136235, -69.136235, 4.807238}
{-61.57897, -67.252059, 4.798221}
{-53.887407, -65.223007, 4.794055}
{-46.112593, -65.223007, 4.794055}
{-38.42103, -67.252059, 4.798221}
{-30.863765, -69.136235, 4.807238}
{-23.141952, -70.419678, 4.820697}
{-15.078398, -71.20704, 4.832306}
{-6.575783, -71.238769, 4.826147}
{3.694673, -68.611668, 4.838563}
{15.554174, -65.775858, 4.935372}
{27.944037, -64.214312, 5.025435}
{39.604873, -64.350389, 4.993409}
{49.218784, -65.55336, 4.939457}
{58.395684, -66.631929, 4.933948}
{67.480366, -67.549081, 4.937278}
{76.57345, -68.322278, 4.944262}
{90.62407, -68.907079, 5.029141}
{-89.546289, -72.042862, 4.880157}
{-74.965258, -71.54794, 4.715478}
{-67.319612, -70.633607, 4.688565}
{-60.123829, -69.220463, 4.666731}
{-53.323039, -67.147624, 4.656242}
{-45.744659, -65.945884, 4.658244}
{-37.765856, -67.323077, 4.658607}
{-30.469729, -69.36109, 4.670801}
{-23.086505, -70.723986, 4.693237}
{-15.321412, -71.587411, 4.719519}
{-7.093307, -71.982386, 4.744374}
{1.752212, -71.44167, 4.719502}
{12.204471, -68.988813, 4.87293}
{24.044956, -66.806937, 4.989209}
{36.32184, -65.660714, 4.998762}
{47.958181, -65.627033, 4.978753}
{57.850878, -66.512918, 4.908101}
{67.151919, -67.431283, 4.901764}
{76.319704, -68.214094, 4.90885}
{90.505898, -68.807389, 5.056713}
{-88.784513, -72.837231, 4.937428}
{-73.246084, -72.534747, 4.817534}
{-65.268922, -71.954991, 4.798089}
{-57.824798, -71.088365, 4.779834}
{-50.808286, -69.760173, 4.765442}
{-43.676688, -68.217942, 4.759409}
{-36.442093, -68.342898, 4.759132}
{-29.472244, -69.938719, 4.766412}
{-22.453426, -71.206236, 4.781472}
{-14.96352, -72.03231, 4.799989}
{-6.936826, -72.587893, 4.819536}
{1.610091, -72.783253, 4.836536}
{10.752492, -72.091009, 4.79496}
{21.187334, -70.115879, 4.900752}
{32.846179, -68.449953, 4.995374}
{44.739134, -67.578834, 5.016518}
{56.215691, -67.188994, 5.032342}
{66.616343, -67.605467, 4.966046}
{76.156102, -68.339105, 4.955327}
{90.486112, -68.911413, 5.04406}
{-88.046385, -73.382422, 4.948436}
{-71.643463, -73.184561, 4.776564}
{-63.459025, -72.790393, 4.74962}
{-55.898037, -72.208143, 4.723207}
{-49.081009, -71.293535, 4.69979}
{-42.998455, -69.849251, 4.686324}
{-35.952069, -68.834472, 4.691877}
{-28.441959, -69.931006, 4.689056}
{-21.751195, -71.348384, 4.705211}
{-14.644419, -72.24174, 4.729064}
{-6.903086, -72.812864, 4.755006}
{1.408999, -73.168699, 4.77791}
{10.169516, -73.328717, 4.804471}
{19.38642, -72.887997, 4.809738}
{29.535938, -71.41422, 4.82165}
{40.853874, -69.946699, 4.903966}
{52.327556, -69.188746, 5.033942}
{63.778112, -68.695685, 5.095099}
{74.787519, -68.589352, 5.011094}
{90.066369, -68.917466, 5.090667}
{-87.464152, -73.817155, 4.978474}
{-70.278904, -73.689945, 4.808321}
{-61.678658, -73.427956, 4.783608}
{-53.612692, -73.05189, 4.758631}
{-46.239656, -72.477377, 4.73436}
{-39.636389, -71.546333, 4.713671}
{-33.304256, -70.260215, 4.705267}
{-26.66805, -70.235293, 4.705415}
{-20.298534, -71.517873, 4.713398}
{-13.702639, -72.459935, 4.733941}
{-6.342582, -73.040828, 4.758161}
{1.71197, -73.420473, 4.783116}
{10.307026, -73.676113, 4.802383}
{19.304869, -73.815052, 4.827469}
{28.655082, -73.657085, 4.830677}
{38.400741, -72.889356, 4.814898}
{48.930775, -71.761183, 4.918931}
{60.058592, -70.86999, 4.99926}
{71.081129, -70.405886, 5.041293}
{88.165423, -70.095463, 5.232488}
{-86.968357, -74.325687, 5.003713}
{-69.147743, -74.275958, 4.793343}
{-60.253993, -74.150166, 4.764787}
{-51.810337, -73.980801, 4.735644}
{-43.984299, -73.744717, 4.706653}
{-36.95835, -73.406545, 4.679382}
{-30.728989, -72.930156, 4.658247}
{-23.778166, -72.44106, 4.662713}
{-17.223822, -72.873595, 4.651106}
{-11.676308, -73.367814, 4.668778}
{-5.093217, -73.717139, 4.695891}
{2.433407, -73.960603, 4.725701}
{10.675502, -74.134599, 4.755912}
{19.433724, -74.263447, 4.785521}
{28.55743, -74.361906, 4.814086}
{37.937885, -74.439075, 4.841455}
{47.636895, -74.125464, 4.851113}
{57.341469, -73.521618, 4.844383}
{67.595249, -72.811428, 4.923816}
{86.441146, -72.567589, 5.250193}
{-86.836222, -74.467908, 5.018286}
{-68.757685, -74.428465, 4.85869}
{-59.608395, -74.334772, 4.837895}
{-50.832773, -74.20989, 4.816351}
{-42.591469, -74.037348, 4.794435}
{-35.097236, -73.78923, 4.772977}
{-28.578209, -73.424868, 4.753929}
{-22.913556, -72.913556, 4.743738}
{-16.660142, -72.724142, 4.74752}
{-10.443871, -73.255464, 4.750713}
{-4.105027, -73.671474, 4.768005}
{3.179461, -73.957268, 4.788713}
{11.254265, -74.153698, 4.810288}
{19.907406, -74.293842, 4.831721}
{28.969087, -74.397683, 4.852544}
{38.315388, -74.477052, 4.872557}
{47.858773, -74.539248, 4.89171}
{57.538321, -74.588999, 4.91004}
{67.311944, -74.629496, 4.927629}
{86.385832, -74.407724, 5.105846}
{-86.617953, -74.564083, 5.037929}
{-68.239288, -74.531902, 4.872937}
{-58.881873, -74.459555, 4.852927}
{-49.811534, -74.364211, 4.832077}
{-41.156413, -74.234255, 4.810614}
{-33.093922, -74.049569, 4.789072}
{-25.848733, -73.775749, 4.768605}
{-19.588017, -73.370258, 4.752197}
{-13.357485, -72.860532, 4.751857}
{-7.229134, -73.103995, 4.746397}
{-1.724419, -73.587182, 4.756378}
{4.793876, -73.924117, 4.775316}
{12.324871, -74.148738, 4.796816}
{20.610242, -74.303026, 4.818799}
{29.427382, -74.413898, 4.840379}
{38.612496, -74.496705, 4.861161}
{48.050267, -74.560463, 4.881005}
{57.660958, -74.610761, 4.899911}
{67.38992, -74.651244, 4.917953}
{86.255182, -74.669469, 5.103658}
{-86.422802, -74.628302, 5.06665}
{-67.819208, -74.601814, 4.866728}
{-58.364195, -74.545209, 4.843534}
{-49.156048, -74.471897, 4.819196}
{-40.308798, -74.373986, 4.793868}
{-31.986119, -74.23795, 4.768014}
{-24.415608, -74.039547, 4.742695}
{-17.883578, -73.737896, 4.720363}
{-12.573496, -73.291945, 4.707985}
{-6.430039, -72.915728, 4.719148}
{0.099733, -73.384243, 4.712589}
{6.198389, -73.800148, 4.729512}
{13.282826, -74.079784, 4.752715}
{21.227748, -74.26518, 4.777702}
{29.801169, -74.393694, 4.802822}
{38.81575, -74.486937, 4.82732}
{48.13548, -74.557116, 4.850863}
{57.664936, -74.611482, 4.873353}
{67.338173, -74.654589, 4.894821}
{86.218823, -74.674742, 5.106743}
{-86.413896, -74.664868, 5.064645}
{-67.741463, -74.641913, 4.904897}
{-58.138107, -74.594064, 4.887625}
{-48.714583, -74.532841, 4.869492}
{-39.554912, -74.452368, 4.85052}
{-30.780695, -74.342932, 4.830879}
{-22.563986, -74.18752, 4.811015}
{-15.134121, -73.955609, 4.791905}
{-8.726027, -73.601745, 4.775926}
{-2.981955, -73.114465, 4.771095}
{2.981955, -73.114465, 4.771095}
{8.726027, -73.601745, 4.775926}
{15.134121, -73.955609, 4.791905}
{22.563986, -74.18752, 4.811015}
{30.780695, -74.342932, 4.830879}
{39.554912, -74.452368, 4.85052}
{48.714583, -74.532841, 4.869492}
{58.138107, -74.594064, 4.887625}
{67.741463, -74.641913, 4.904897}
{86.413896, -74.664868, 5.064645}
{-86.218823, -74.674742, 5.106743}
{-67.338173, -74.654589, 4.894821}
{-57.664936, -74.611482, 4.873353}
{-48.13548, -74.557116, 4.850863}
{-38.81575, -74.486937, 4.82732}
{-29.801169, -74.393694, 4.802822}
{-21.227748, -74.26518, 4.777702}
{-13.282826, -74.079784, 4.752715}
{-6.198389, -73.800148, 4.729512}
{-0.099733, -73.384243, 4.712589}
{6.430039, -72.915728, 4.719148}
{12.573496, -73.291945, 4.707985}
{17.883578, -73.737896, 4.720363}
{24.415608, -74.039547, 4.742695}
{31.986119, -74.23795, 4.768014}
{40.308798, -74.373986, 4.793868}
{49.156048, -74.471897, 4.819196}
{58.364195, -74.545209, 4.843534}
{67.819208, -74.601814, 4.866728}
{86.422802, -74.628302, 5.06665}
{-86.255182, -74.669469, 5.103658}
{-67.38992, -74.651244, 4.917953}
{-57.660958, -74.610761, 4.899911}
{-48.050267, -74.560463, 4.881005}
{-38.612496, -74.496705, 4.861161}
{-29.427382, -74.413898, 4.840379}
{-20.610242, -74.303026, 4.818799}
