timestep, mesh 1 face centerpoint, mesh 1 color code, mesh 1 normal, Mesh 1 face centerpoint to Mesh 1 face n+1 centerpoint distance, Mesh 1 face centerpoint vector to Mesh 1 face n+1 centerpoint vector angle
75,(-95, -95, 23.25),(243,56,3),(0.15, -0.29, -0.94),0,0,
76,(94.75, -95.25, 23.5),(243,57,0),(0.11, 0.26, 0.96),0,0,
76,(94.75, -95.25, 23.5),(241,50,13),(0.11, 0.26, 0.96),0,0,
76,(94.75, -95.25, 23.5),(243,56,3),(0.11, 0.26, 0.96),0,0,
77,(95.5, 97, 23.75),(243,57,0),(-0.43, 0.3, 0.85),0,0,
77,(95.5, 97, 23.75),(241,51,13),(-0.43, 0.3, 0.85),0,0,
77,(95.5, 97, 23.75),(243,56,3),(-0.43, 0.3, 0.85),0,0,
78,(-100.25, 98.25, 24),(243,57,0),(-0.35, -0.21, -0.91),0,0,
78,(-100.25, 98.25, 24),(242,51,13),(-0.35, -0.21, -0.91),0,0,
78,(-100.25, 98.25, 24),(243,56,2),(-0.35, -0.21, -0.91),0,0,
79,(-100.5, -100.5, 24.25),(243,57,0),(0.15, -0.29, -0.94),0,0,
79,(-100.5, -100.5, 24.25),(242,51,12),(0.15, -0.29, -0.94),0,0,
79,(-100.5, -100.5, 24.25),(243,56,2),(0.15, -0.29, -0.94),0,0,
80,(101.25, -101.75, 24.5),(243,57,0),(0.11, 0.26, 0.96),0,0,
80,(101.25, -101.75, 24.5),(242,51,12),(0.11, 0.26, 0.96),0,0,
80,(101.25, -101.75, 24.5),(243,56,2),(0.11, 0.26, 0.96),0,0,
81,(103, 104.5, 24.75),(243,57,0),(-0.43, 0.3, 0.85),0,0,
81,(103, 104.5, 24.75),(242,51,11),(-0.43, 0.3, 0.85),0,0,
81,(103, 104.5, 24.75),(243,56,2),(-0.43, 0.3, 0.85),0,0,
82,(-106.25, 104.25, 25),(243,57,0),(-0.35, -0.21, -0.91),0,0,
82,(-106.25, 104.25, 25),(242,51,11),(-0.35, -0.21, -0.91),0,0,
82,(-106.25, 104.25, 25),(243,56,2),(-0.35, -0.21, -0.91),0,0,
83,(-108, -108, 25.25),(243,57,0),(0.15, -0.29, -0.94),0,0,
83,(-108, -108, 25.25),(242,52,11),(0.15, -0.29, -0.94),0,0,
83,(-108, -108, 25.25),(243,56,2),(0.15, -0.29, -0.94),0,0,
84,(107.25, -107.75, 25.5),(243,57,0),(0.11, 0.26, 0.96),0,0,
84,(107.25, -107.75, 25.5),(242,52,11),(0.11, 0.26, 0.96),0,0,
84,(107.25, -107.75, 25.5),(243,56,2),(0.11, 0.26, 0.96),0,0,
85,(108, 109.5, 25.75),(243,57,0),(-0.43, 0.3, 0.85),0,0,
85,(108, 109.5, 25.75),(242,52,10),(-0.43, 0.3, 0.85),0,0,
85,(108, 109.5, 25.75),(243,56,2),(-0.43, 0.3, 0.85),0,0,
86,(-111.75, 109.75, 26),(243,57,0),(-0.35, -0.21, -0.91),0,0,
86,(-111.75, 109.75, 26),(242,52,10),(-0.35, -0.21, -0.91),0,0,
86,(-111.75, 109.75, 26),(243,56,2),(-0.35, -0.21, -0.91),0,0,
87,(-112.5, -112.5, 26.25),(243,57,0),(0.15, -0.29, -0.95),0,0,
87,(-112.5, -112.5, 26.25),(242,52,10),(0.15, -0.29, -0.95),0,0,
87,(-112.5, -112.5, 26.25),(243,56,2),(0.15, -0.29, -0.95),0,0,
88,(113.25, -113.75, 26.5),(243,57,0),(0.11, 0.26, 0.96),0,0,
88,(113.25, -113.75, 26.5),(242,52,10),(0.11, 0.26, 0.96),0,0,
88,(113.25, -113.75, 26.5),(243,56,2),(0.11, 0.26, 0.96),0,0,
89,(113.5, 115, 26.75),(243,57,0),(-0.44, 0.3, 0.85),0,0,
89,(113.5, 115, 26.75),(242,52,9),(-0.44, 0.3, 0.85),0,0,
89,(113.5, 115, 26.75),(243,56,2),(-0.44, 0.3, 0.85),0,0,
90,(-116.75, 114.75, 27),(243,57,0),(-0.35, -0.21, -0.91),0,0,
90,(-116.75, 114.75, 27),(242,52,9),(-0.35, -0.21, -0.91),0,0,
90,(-116.75, 114.75, 27),(243,56,2),(-0.35, -0.21, -0.91),0,0,
91,(-117, -117, 27.25),(243,57,0),(0.15, -0.29, -0.95),0,0,
91,(-117, -117, 27.25),(242,52,9),(0.15, -0.29, -0.95),0,0,
91,(-117, -117, 27.25),(243,56,2),(0.15, -0.29, -0.95),0,0,
92,(118.75, -119.25, 27.5),(243,57,0),(0.11, 0.26, 0.96),0,0,
92,(118.75, -119.25, 27.5),(242,53,9),(0.11, 0.26, 0.96),0,0,
