O(-17466219396499000000000000.00,-1782891188592890000000000.00,-736731156692093000000000.00) Z(0.09,-0.48,-0.87) K1{-0.068223,0.870076,-0.488174} K2{-0.993956,-0.10146,-0.041925}
O(-10763500731334600000000000.00,9487637254253080000000000.00,-554774904488640000000000.00) Z(-0.26,-0.35,-0.90) K1{0.607284,0.663386,-0.437178} K2{-0.749609,0.660753,-0.038636}
O(-5950253336975880000000000.00,9599124735303370000000000.00,-348135008978922000000000.00) Z(-0.29,-0.21,-0.93) K1{-0.800502,-0.483359,0.354346} K2{0.526613,-0.849547,0.030811}
O(-2199764520773980000000000.00,8650153195647020000000000.00,-177261189617409000000000.00) Z(-0.27,-0.09,-0.96) K1{0.931906,0.231261,-0.279408} K2{-0.24641,0.968962,-0.019856}
O(3715723528765380000000000.00,5430275453144490000000000.00,108652377106614000000000.00) Z(-0.16,0.13,-0.98) K1{-0.810461,0.550563,0.200084} K2{-0.564635,-0.825176,-0.016511}
O(8774599539462150000000000.00,455719318204979000000000.00,374303467777643000000000.00) Z(0.03,0.29,-0.96) K1{-0.061968,0.955055,0.28988} K2{-0.997749,-0.051819,-0.042562}
O(11081609053311700000000000.00,-3189998371728540000000000.00,508557450671636000000000.00) Z(0.14,0.35,-0.93) K1{0.241051,0.896601,0.371486} K2{-0.960043,0.276362,-0.044058}
O(12885702978516600000000000.00,-8283475030123040000000000.00,634890250730857000000000.00) Z(0.28,0.37,-0.89) K1{0.464199,0.75731,0.459348} K2{-0.840463,0.540285,-0.04141}
O(12590929318245500000000000.00,-15700023371457800000000000.00,692765057208445000000000.00) Z(0.44,0.32,-0.84) K1{0.641848,0.538818,0.545625} K2{-0.625261,0.779657,-0.034402}
O(-9604068641891400000000000.00,390342907969337000000000.00,-418149961891092000000000.00) Z(0.03,-0.26,-0.97) K1{-0.050408,-0.965144,0.256821} K2{0.998231,-0.040572,0.043462}
