Plane_ID,Point_Index,X,Y,Z
basewall4,27,0.21261,-0.09391167541909172,0.28903113707270656
basewall4,28,0.22115111111111113,-0.09831882294793116,0.30259497624204457
basewall4,29,0.2351188888888889,-0.10278385953000406,0.3163369800411313
basewall4,30,0.255,-0.10730590961913161,0.3302544538091966
basewall5,0,0.09225,-0.412936,0.300015
basewall5,1,0.046301111111111126,-0.405600390936604,0.2946853780896924
basewall5,2,0.008125555555555553,-0.398153811636567,0.28927513173505004
basewall5,3,-0.022770000000000012,-0.3905931608660582,0.28378200776205137
basewall5,4,-0.04687888888888886,-0.38291533739124695,0.2782037529966749
basewall5,5,-0.06469444444444444,-0.3751172399783024,0.27253811426489905
basewall5,6,-0.07671000000000006,-0.3671957673933936,0.26678283839270245
basewall5,7,-0.08341888888888888,-0.35914781840269,0.26093567220606345
basewall5,8,-0.08531444444444453,-0.3509702917723606,0.25499436253096064
basewall5,9,-0.08288999999999996,-0.3426600862685748,0.24895665619337246
basewall5,10,-0.07663888888888887,-0.3342141006575016,0.24282030001927743
basewall5,11,-0.06705444444444442,-0.32562923370531044,0.23658304083465403
basewall5,12,-0.05463000000000001,-0.3169023841781703,0.23024262546548074
basewall5,13,-0.03985888888888883,-0.30803045084225056,0.2237968007377361
basewall5,14,-0.02323444444444439,-0.29901033246372033,0.21724331347739856
basewall5,15,-0.005249999999999977,-0.28983892780874887,0.2105799105104466
basewall5,16,0.01360111111111112,-0.2805131356435054,0.2038043386628588
basewall5,17,0.03282555555555555,-0.2710298547341591,0.19691434476061354
basewall5,18,0.051929999999999976,-0.26138598384687906,0.1899076756296894
basewall5,19,0.0704211111111111,-0.25157842174783474,0.1827820780960648
basewall5,20,0.08780555555555553,-0.2416040672031951,0.1755352989857183
basewall5,21,0.10358999999999999,-0.23145981897912954,0.16816508512462836
basewall5,22,0.11728111111111111,-0.22114257584180713,0.16066918333877345
basewall5,23,0.12838555555555556,-0.21064923655739712,0.1530453404541321
basewall5,24,0.13641000000000003,-0.19997669989206876,0.14529130329668277
basewall5,25,0.14086111111111113,-0.18912186461199118,0.13740481869240398
basewall5,26,0.14124555555555557,-0.1780816294833337,0.12938363346727424
basewall5,27,0.13707,-0.16685289327226543,0.12122549444727199
basewall5,28,0.1278411111111111,-0.15543255474495565,0.11292814845837579
basewall5,29,0.11306555555555556,-0.1438175126675736,0.10448934232656412
basewall5,30,0.09225,-0.13200466580628828,0.09590682287781538
basewall6,0,0.0,-0.255417,0.0
basewall6,1,0.01000175,-0.20950033333333334,0.0
basewall6,2,0.020014,-0.17141699999999999,0.0
basewall6,3,0.030047250000000005,-0.140667,0.0
basewall6,4,0.040112,-0.11675033333333334,0.0
basewall6,5,0.05021875,-0.099167,0.0
basewall6,6,0.06037800000000003,-0.08741699999999997,0.0
basewall6,7,0.07060025,-0.08100033333333334,0.0
basewall6,8,0.08089600000000002,-0.07941699999999996,0.0
basewall6,9,0.09127575,-0.08216700000000005,0.0
basewall6,10,0.10175000000000001,-0.08875033333333332,0.0
basewall6,11,0.11232924999999998,-0.09866700000000006,0.0
basewall6,12,0.12302400000000004,-0.11141699999999999,0.0
basewall6,13,0.13384475,-0.12650033333333338,0.0
basewall6,14,0.14480200000000001,-0.14341700000000002,0.0
basewall6,15,0.15590625000000002,-0.161667,0.0
basewall6,16,0.167168,-0.18075033333333335,0.0
basewall6,17,0.17859775,-0.20016699999999998,0.0
basewall6,18,0.19020600000000001,-0.21941699999999997,0.0
basewall6,19,0.20200325000000002,-0.2380003333333333,0.0
basewall6,20,0.21399999999999997,-0.255417,0.0
basewall6,21,0.22620674999999996,-0.271167,0.0
basewall6,22,0.23863399999999996,-0.2847503333333333,0.0
basewall6,23,0.25129225,-0.295667,0.0
basewall6,24,0.26419200000000004,-0.30341700000000005,0.0
basewall6,25,0.27734375000000006,-0.3075003333333334,0.0
basewall6,26,0.29075800000000007,-0.307417,0.0
basewall6,27,0.30444525000000006,-0.302667,0.0
basewall6,28,0.31841600000000003,-0.29275033333333333,0.0
basewall6,29,0.33268074999999997,-0.277167,0.0
basewall6,30,0.34725,-0.255417,0.0
basewall7,0,0.09225,-0.412936,-0.300015
basewall7,1,0.04636555555555555,-0.4040884270805482,-0.29358687411746776
basewall7,2,0.008374444444444462,-0.3953348350297948,-0.28722702920419596
basewall7,3,-0.022230000000000028,-0.3866613357136279,-0.28092537495913183
basewall7,4,-0.045954444444444464,-0.3780540409979357,-0.27467182108122246
basewall7,5,-0.06330555555555556,-0.3694990627486065,-0.268456277269415
basewall7,6,-0.07479000000000008,-0.3609825128315284,-0.2622686532226567
basewall7,7,-0.08091444444444446,-0.35249050311258956,-0.2560988586398947
basewall7,8,-0.08218555555555562,-0.34400914545767824,-0.24993680322007605
basewall7,9,-0.07910999999999996,-0.3355245517326827,-0.24377239666214806
basewall7,10,-0.07219444444444445,-0.32702283380349095,-0.23759554866505783
basewall7,11,-0.06194555555555553,-0.31849010353599133,-0.23139616892775255
basewall7,12,-0.048870000000000025,-0.3099124727960719,-0.2251641671491793
basewall7,13,-0.03347444444444442,-0.301276053449621,-0.21888945302828533
basewall7,14,-0.016265555555555533,-0.2925669573625268,-0.21256193626401781
basewall7,15,0.0022500000000000298,-0.28377129640067733,-0.20617152655532384
basewall7,16,0.02156555555555556,-0.274875182429961,-0.19970813360115064
basewall7,17,0.04117444444444446,-0.26586472731626587,-0.19316166710044536
basewall7,18,0.06057000000000001,-0.2567260429254802,-0.1865220367521551
basewall7,19,0.07924555555555551,-0.24744524112349206,-0.17977915225522711
basewall7,20,0.09669444444444442,-0.23800843377618977,-0.1729229233086085
basewall7,21,0.11240999999999998,-0.2284017327494615,-0.16594325961124648
basewall7,22,0.12588555555555553,-0.21861124990919534,-0.15883007086208814
basewall7,23,0.13661444444444443,-0.20862309712127963,-0.15157326676008073
basewall7,24,0.14409000000000002,-0.1984233862516024,-0.14416275700417133
basewall7,25,0.14780555555555558,-0.18799822916605202,-0.13658845129330716
basewall7,26,0.14725444444444444,-0.17733373773051658,-0.1288402593264354
basewall7,27,0.14193,-0.1664160238108843,-0.12090809080250317
basewall7,28,0.13132555555555556,-0.15523119927304335,-0.11278185542045766
basewall7,29,0.11493444444444445,-0.14376537598288197,-0.104451462879246
basewall7,30,0.09225,-0.13200466580628828,-0.09590682287781538
basewall8,0,0.255,-0.157727,-0.485435
basewall8,1,0.30085222222222224,-0.15405877911092164,-0.4741453488477575
basewall8,2,0.3387511111111111,-0.1504655976796379,-0.4630866459744687
basewall8,3,0.36921000000000004,-0.1469400908177036,-0.4522362245277723
basewall8,4,0.3927422222222222,-0.1434748936366735,-0.441571417655307
basewall8,5,0.4098611111111111,-0.14006264124810253,-0.43106955850471157
basewall8,6,0.42108000000000007,-0.1366959687635454,-0.4207079802236247
basewall8,7,0.42691222222222225,-0.13336751129455698,-0.41046401595968524
basewall8,8,0.4278711111111112,-0.1300699039526921,-0.40031499886053173
basewall8,9,0.42446999999999996,-0.12679578184950557,-0.3902382620738031
basewall8,10,0.41722222222222227,-0.12353778009655218,-0.3802111387471378
basewall8,11,0.4066411111111111,-0.12028853380538679,-0.37021096202817483
basewall8,12,0.39324000000000003,-0.11704067808756416,-0.3602150650645527
basewall8,13,0.37753222222222216,-0.11378684805463918,-0.35020078100391033
basewall8,14,0.3600311111111111,-0.1105196788181666,-0.34014544299388627
basewall8,15,0.34125,-0.10723180548970129,-0.3300263841821194
basewall8,16,0.3217022222222222,-0.10391586318079805,-0.31982093771624837
basewall8,17,0.3019011111111111,-0.10056448700301171,-0.3095064367439119
basewall8,18,0.28236,-0.09717031206789706,-0.29906021441274866
basewall8,19,0.26359222222222223,-0.09372597348700894,-0.2884596038703975
basewall8,20,0.2461111111111111,-0.09022410637190217,-0.27768193826449705
basewall8,21,0.23043000000000002,-0.08665734583413157,-0.2667045507426862
basewall8,22,0.21706222222222224,-0.08301832698525194,-0.2555047744526034
basewall8,23,0.2065211111111111,-0.07929968493681809,-0.24405994254188748
basewall8,24,0.19931999999999997,-0.07549405480038487,-0.2323473881581773
basewall8,25,0.19597222222222221,-0.07159407168750709,-0.22034444444911144
basewall8,26,0.19699111111111112,-0.06759237070973957,-0.20802844456232877
basewall8,27,0.20289,-0.06348158697863711,-0.19537672164546782
basewall8,28,0.21418222222222222,-0.059254355605754566,-0.18236660884616757
basewall8,29,0.23138111111111112,-0.054903311702646715,-0.1689754393120665
basewall8,30,0.255,-0.050421090380868394,-0.1551805461908034
basewall9,0,0.255,0.157727,-0.485435
basewall9,1,0.30082,0.1537700205476397,-0.47325663915844135
basewall9,2,0.3386266666666667,0.1499272226175379,-0.46142969378321097
basewall9,3,0.36894000000000005,0.14618918121259347,-0.4499251566436647
basewall9,4,0.39228,0.14254647133570517,-0.4387140205091585
basewall9,5,0.4091666666666667,0.13898966798977186,-0.4277672781490481
basewall9,6,0.42012000000000005,0.13550934617769236,-0.41705592233268934
basewall9,7,0.42566,0.13209608090236552,-0.4065509458294382
basewall9,8,0.4263066666666667,0.1287404471666901,-0.39622334140865045
basewall9,9,0.42257999999999996,0.12543301997356499,-0.38604410183968196
basewall9,10,0.41500000000000004,0.12216437432588895,-0.3759842198918885
basewall9,11,0.40408666666666665,0.11892508522656087,-0.36601468833462614
basewall9,12,0.39036000000000004,0.1157057276784795,-0.3561064999372504
basewall9,13,0.37433999999999995,0.11249687668454372,-0.3462306474691174
basewall9,14,0.3565466666666666,0.10928910724765235,-0.33635812369958296
basewall9,15,0.3375,0.1060729943707042,-0.32645992139800284
basewall9,16,0.31772,0.10283911305659808,-0.31650703333373287
basewall9,17,0.2977266666666667,0.09957803830823284,-0.30647045227612907
basewall9,18,0.27804,0.09628034512850728,-0.29632117099454713
basewall9,19,0.25918,0.09293660852032026,-0.286030182258343
basewall9,20,0.24166666666666667,0.08953740348657056,-0.2755684788368724
basewall9,21,0.22602,0.08607330503015703,-0.2649070534994914
basewall9,22,0.21276,0.08253488815397847,-0.25401689901555563
basewall9,23,0.20240666666666668,0.07891272786093373,-0.242869008154421
basewall9,24,0.19547999999999996,0.07519739915392161,-0.23143437368544345
basewall9,25,0.1925,0.07137947703584095,-0.21968398837797876
basewall9,26,0.19398666666666667,0.06744953650959058,-0.2075888450013828
basewall9,27,0.20046,0.06339815257806933,-0.19511993632501146
basewall9,28,0.21244000000000002,0.05921590024417599,-0.18224825511822051
basewall9,29,0.2304466666666667,0.0548933545108094,-0.1689447941503659
basewall9,30,0.255,0.050421090380868394,-0.1551805461908034
basewall10,0,0.09225,0.0,0.0
basewall10,1,0.04646222222222224,0.01111551870353542,-0.008075881840869235
basewall10,2,0.008747777777777743,0.021829629880363532,-0.015860124592085127
basewall10,3,-0.021419999999999995,0.03217240201501767,-0.02337457424524751
basewall10,4,-0.04456777777777782,0.04217390359203115,-0.0306410767919562
basewall10,5,-0.06122222222222223,0.051864203095937325,-0.03768147822381104
basewall10,6,-0.07191000000000008,0.06127336901126954,-0.04451762453241187
basewall10,7,-0.07715777777777777,0.07043146982256107,-0.05117136170935849
basewall10,8,-0.07749222222222224,0.07936857401434531,-0.05766453574625076
basewall10,9,-0.07343999999999995,0.08811475007115553,-0.06401899263468848
basewall10,10,-0.0655277777777778,0.09670006647752513,-0.07025657836627153
basewall10,11,-0.054282222222222176,0.10515459171798738,-0.07639913893259968
basewall10,12,-0.04022999999999999,0.1135083942770757,-0.08246852032527283
basewall10,13,-0.02389777777777774,0.12179154263932333,-0.08848656853589075
basewall10,14,-0.005812222222222163,0.13003410528926362,-0.09447512955605329
basewall10,15,0.013500000000000012,0.13826615071142995,-0.1004560493773603
basewall10,16,0.03351222222222222,0.14651774739035564,-0.10645117399141159
basewall10,17,0.05369777777777779,0.15481896381057392,-0.11248234938980697
basewall10,18,0.07353000000000004,0.1631998684566183,-0.11857142156414632
basewall10,19,0.09248222222222219,0.17169052981302196,-0.12474023650602944
basewall10,20,0.11002777777777778,0.18032101636431827,-0.13101064020705616
basewall10,21,0.12563999999999997,0.18912139659504063,-0.13740447865882632
basewall10,22,0.1387922222222222,0.19812173898972232,-0.14394359785293975
basewall10,23,0.1489577777777778,0.2073521120328967,-0.1506498437809963
basewall10,24,0.15561000000000003,0.21684258420909708,-0.1575450624345958
basewall10,25,0.15822222222222224,0.22662322400285675,-0.164651099805338
basewall10,26,0.15626777777777778,0.2367240998987091,-0.17198980188482282
basewall10,27,0.14922000000000002,0.24717528038118744,-0.17958301466465007
basewall10,28,0.1365522222222222,0.2580068339348251,-0.18745258413641955
basewall10,29,0.11773777777777777,0.2692488290441554,-0.1956203562917311
basewall10,30,0.09225,0.28093133419371175,-0.2041081771221846
