Plane_ID,Point_Index,X,Y,Z
basewall1,0,0.0,0.255,0.0
basewall1,1,0.0053295277777777785,0.3010777777777778,0.0
basewall1,2,0.01130288888888889,0.3396222222222222,0.0
basewall1,3,0.017897250000000003,0.3711,0.0
basewall1,4,0.02508977777777778,0.39597777777777776,0.0
basewall1,5,0.03285763888888889,0.4147222222222222,0.0
basewall1,6,0.04117800000000002,0.42780000000000007,0.0
basewall1,7,0.05002802777777778,0.4356777777777778,0.0
basewall1,8,0.059384888888888904,0.4388222222222223,0.0
basewall1,9,0.06922575,0.4377,0.0
basewall1,10,0.07952777777777778,0.4327777777777778,0.0
basewall1,11,0.09026813888888888,0.4245222222222222,0.0
basewall1,12,0.10142400000000003,0.4134,0.0
basewall1,13,0.11297252777777779,0.3998777777777778,0.0
basewall1,14,0.12489088888888891,0.3844222222222222,0.0
basewall1,15,0.13715625,0.3675,0.0
basewall1,16,0.14974577777777778,0.34957777777777777,0.0
basewall1,17,0.1626366388888889,0.3311222222222222,0.0
basewall1,18,0.17580600000000002,0.3126,0.0
basewall1,19,0.18923102777777778,0.2944777777777778,0.0
basewall1,20,0.20288888888888887,0.27722222222222226,0.0
basewall1,21,0.21675674999999997,0.26130000000000003,0.0
basewall1,22,0.23081177777777775,0.2471777777777778,0.0
basewall1,23,0.2450311388888889,0.2353222222222222,0.0
basewall1,24,0.25939200000000007,0.22619999999999998,0.0
basewall1,25,0.27387152777777785,0.22027777777777777,0.0
basewall1,26,0.2884468888888889,0.21802222222222223,0.0
basewall1,27,0.30309525000000004,0.21989999999999998,0.0
basewall1,28,0.3177937777777778,0.2263777777777778,0.0
basewall1,29,0.33251963888888886,0.23792222222222223,0.0
basewall1,30,0.34725,0.255,0.0
basewall2,0,0.09225,0.412936,0.300015
basewall2,1,0.04620444444444444,0.4078683367206876,0.2963331340480294
basewall2,2,0.007752222222222216,0.40238227654672526,0.29234728553133116
basewall2,3,-0.02357999999999999,0.39649089859470377,0.2880669569664307
basewall2,4,-0.04826555555555556,0.3902072819812138,0.28350165086985357
basewall2,5,-0.06677777777777777,0.38354450582284616,0.27866086975812515
basewall2,6,-0.07959000000000005,0.37651564923619146,0.27355411614777103
basewall2,7,-0.08717555555555556,0.3691337913378406,0.26819089255531664
basewall2,8,-0.09000777777777785,0.36141201124438416,0.26258070149728746
basewall2,9,-0.08855999999999992,0.35336338807241297,0.25673304549020903
basewall2,10,-0.08330555555555558,0.3450010009385177,0.2506574270506068
basewall2,11,-0.07471777777777772,0.33633792895928916,0.24436334869500628
basewall2,12,-0.06326999999999999,0.32738725125131796,0.2378603129399329
basewall2,13,-0.04943555555555551,0.3181620469311949,0.23115782230191223
basewall2,14,-0.03368777777777776,0.30867539511551073,0.22426537929746967
basewall2,15,-0.016500000000000015,0.2989403749208562,0.21719248644313077
basewall2,16,0.0016544444444444584,0.288970065463822,0.20994864625542103
basewall2,17,0.02030222222222222,0.2787775458609988,0.20254336125086586
basewall2,18,0.038970000000000005,0.2683758952289775,0.19498613394599082
basewall2,19,0.05718444444444443,0.25777819268434865,0.18728646685732137
basewall2,20,0.07447222222222222,0.24699751734370315,0.179453862501383
basewall2,21,0.09036,0.2360469483236316,0.17149782339470118
basewall2,22,0.10437444444444444,0.22493956474072477,0.1634278520538014
basewall2,23,0.11604222222222221,0.21368844571157342,0.15525345099520915
basewall2,24,0.12489000000000003,0.2023066703527682,0.14698412273544992
basewall2,25,0.13044444444444447,0.19080731778089993,0.13862936979104917
basewall2,26,0.13223222222222222,0.17920346711255936,0.13019869467853248
basewall2,27,0.12978,0.16750819746433718,0.12170159991442528
basewall2,28,0.12261444444444444,0.15573458795282408,0.11314758801525301
basewall2,29,0.1102622222222222,0.1438957176946109,0.10454616149754123
basewall2,30,0.09225,0.13200466580628828,0.09590682287781538
basewall3,0,0.255,0.0,0.0
basewall3,1,0.30101333333333335,0.002224428072668637,0.006846102705661678
basewall3,2,0.3393733333333333,0.004569527009862171,0.014063593069242698
basewall3,3,0.37056,0.007032361156745813,0.02164343605168997
basewall3,4,0.39505333333333337,0.009609994858484766,0.029576596613950384
basewall3,5,0.41333333333333333,0.012299492460244239,0.03785403971697085
basewall3,6,0.42588000000000004,0.015097918307189446,0.046466730321698305
basewall3,7,0.4331733333333333,0.018002336744485575,0.05540563338907958
basewall3,8,0.4356933333333334,0.021009812117297855,0.06466171388006166
basewall3,9,0.43392,0.02411740877079148,0.07422593675559137
basewall3,10,0.42833333333333334,0.027322191050131665,0.0840892669766157
basewall3,11,0.4194133333333333,0.03062122330048361,0.09424266950408147
basewall3,12,0.40764,0.034011569867012544,0.1046771092989357
basewall3,13,0.3934933333333333,0.037490295094883636,0.11538355132212517
basewall3,14,0.3774533333333333,0.041054463329262124,0.12635296053459685
basewall3,15,0.36,0.0447011389153132,0.13757630189729764
basewall3,16,0.3416133333333333,0.048427386198202076,0.1490445403711744
basewall3,17,0.32277333333333336,0.05223026952309396,0.16074864091717408
basewall3,18,0.30396,0.056106853235154075,0.1726795684962436
basewall3,19,0.2856533333333333,0.0600542016795476,0.18482828806932983
basewall3,20,0.26833333333333337,0.06406937920143975,0.19718576459737966
basewall3,21,0.25248000000000004,0.06814945014599574,0.20974296304134005
basewall3,22,0.23857333333333336,0.07229147885838078,0.22249084836215785
basewall3,23,0.22709333333333334,0.07649252968376008,0.23542038552078004
basewall3,24,0.21852,0.08074966696729885,0.24852253947815348
basewall3,25,0.21333333333333332,0.08505995505416228,0.2617882751952251
basewall3,26,0.21201333333333333,0.08942045828951556,0.2752085576329416
basewall3,27,0.21504,0.09382824101852394,0.2887743517522502
basewall3,28,0.22289333333333333,0.0982803675863526,0.30247662251409757
basewall3,29,0.23605333333333334,0.10277390233816676,0.3163063348794308
basewall3,30,0.255,0.10730590961913161,0.3302544538091966
basewall4,0,0.255,0.0,0.0
basewall4,1,0.30098111111111114,-0.002513186635950581,0.007734812394977843
basewall4,2,0.3392488888888889,-0.005107902071962158,0.01572054526050042
basewall4,3,0.37029,-0.007783270761855934,0.02395450393579752
basewall4,4,0.3945911111111111,-0.01053841715945311,0.0324339937600989
basewall4,5,0.4126388888888889,-0.013372465718574887,0.04115632007263436
basewall4,6,0.4249200000000001,-0.016284540893042477,0.05011878821263369
basewall4,7,0.4319211111111111,-0.019273767136677063,0.05931870351932662
basewall4,8,0.43412888888888895,-0.022339268903299868,0.06875337133194298
basewall4,9,0.43202999999999997,-0.02548017064673207,0.07842009698971249
basewall4,10,0.4261111111111111,-0.028695596820794898,0.088316185831865
basewall4,11,0.4168588888888889,-0.03198467187930953,0.0984389431976302
basewall4,12,0.40476,-0.0353465202760972,0.10878567442623802
basewall4,13,0.3903011111111111,-0.038780266464979084,0.11935368485691808
basewall4,14,0.37396888888888885,-0.04228503489977638,0.13014027982890022
basewall4,15,0.35625,-0.04585995003431031,0.14114276468141423
basewall4,16,0.3376311111111111,-0.049504136322402054,0.15235844475368987
basewall4,17,0.3185988888888889,-0.053216718217872834,0.1637846253849569
basewall4,18,0.29964,-0.05699682017454384,0.17541861191444513
basewall4,19,0.2812411111111111,-0.06084356664623629,0.18725770968138436
basewall4,20,0.2638888888888889,-0.06475608208677137,0.19929922402500433
basewall4,21,0.24807,-0.06873349094997028,0.2115404602845348
basewall4,22,0.23427111111111115,-0.07277491768965424,0.2239787237992056
basewall4,23,0.2229788888888889,-0.07687948675964446,0.23661131990824655
basewall4,24,0.21467999999999998,-0.08104632261376211,0.24943555395088735
basewall4,25,0.2098611111111111,-0.0852745497058284,0.26244873126635776
basewall4,26,0.20900888888888888,-0.08956329248966453,0.2756481571938875
